-8.918422e+09 + i 5.849607e+08 ; -1.895868e+07 + i -1.970863e+06 ; -1.896287e+07 + i -1.971436e+06 ; 2.893697e+09 + i -3.169475e+08 ; 1.494109e+08 + i -4.581837e+06 ; 1.494092e+08 + i -4.582846e+06 ; -1.360365e+09 + i 1.497231e+08 ; -7.922623e+07 + i 2.374729e+06 ; -1.392570e+07 + i -4.946020e+05 ; -2.881863e+08 + i -1.366701e+07 ; 7.317007e+08 + i -8.560491e+07 ; 4.022805e+07 + i -3.432604e+06 ; -1.360364e+09 + i 1.497237e+08 ; -1.392413e+07 + i -4.943302e+05 ; -7.922584e+07 + i 2.374666e+06 ; -2.881889e+08 + i -1.366664e+07 ; 4.023915e+07 + i -3.426703e+06 ; 7.317010e+08 + i -8.560468e+07 ; -2.648372e+08 + i 5.005637e+07 ; -4.154401e+07 + i 2.152895e+06 ; -4.153905e+07 + i 2.154810e+06 ; -1.418306e+08 + i 1.659549e+07 ; 2.009692e+08 + i -2.943825e+07 ; 2.009694e+08 + i -2.943800e+07 ; 2.296348e+08 + i -1.765555e+07 ; 1.461887e+06 + i -5.808175e+05 ; 1.462825e+06 + i -5.807162e+05 ; 1.077182e+08 + i -6.503713e+06 ; -8.331845e+05 + i -1.125115e+05 ; -8.332761e+05 + i -1.125290e+05 ; 8.872579e+07 + i -1.293795e+07 ; 3.308793e+07 + i -5.747751e+06 ; -2.351906e+05 + i -3.899552e+05 ; 5.654934e+07 + i -6.842295e+06 ; 7.841977e+06 + i -1.617351e+06 ; -1.008524e+06 + i -6.893986e+04 ; 8.872630e+07 + i -1.293751e+07 ; -2.344891e+05 + i -3.893292e+05 ; 3.308805e+07 + i -5.747711e+06 ; 5.654938e+07 + i -6.842180e+06 ; -1.008220e+06 + i -6.878598e+04 ; 7.841968e+06 + i -1.617357e+06 ; 3.464859e+07 + i -8.120335e+06 ; 2.243222e+07 + i -4.145573e+06 ; 2.243208e+07 + i -4.145648e+06 ; 3.058661e+07 + i -5.578739e+06 ; 6.162618e+06 + i -1.321256e+06 ; 6.162566e+06 + i -1.321255e+06 ; 
-3.132921e+05 + i 4.270905e+05 ; 2.250559e+06 + i -1.543937e+05 ; -1.404994e+07 + i 2.419981e+06 ; 1.983241e+06 + i 4.677848e+05 ; 6.560695e+06 + i -3.023276e+05 ; -3.388663e+07 + i 5.845894e+06 ; -1.894463e+06 + i 4.622249e+05 ; 1.606172e+06 + i -8.445341e+04 ; -1.663216e+07 + i 2.725239e+06 ; -8.607751e+05 + i 6.294051e+05 ; 3.917040e+06 + i -7.730814e+04 ; -4.307936e+07 + i 7.281286e+06 ; -3.269624e+07 + i 2.211247e+06 ; -1.020652e+06 + i 3.191698e+05 ; -1.268328e+07 + i 2.129377e+06 ; -6.148343e+07 + i 5.488693e+06 ; -8.064758e+06 + i 1.452718e+06 ; -3.006863e+07 + i 4.717813e+06 ; -4.430287e+07 + i 2.213805e+06 ; 1.116379e+06 + i -2.370922e+04 ; -1.483626e+07 + i 2.376285e+06 ; -9.352203e+07 + i 6.894554e+06 ; 1.667930e+06 + i 5.389202e+04 ; -3.919198e+07 + i 5.635415e+06 ; 4.203352e+07 + i -1.787294e+06 ; 4.345429e+07 + i -1.877447e+06 ; -2.668969e+08 + i 5.010926e+07 ; 1.331277e+07 + i 6.613215e+05 ; 8.322387e+07 + i -1.708743e+06 ; -1.365058e+09 + i 1.497039e+08 ; 8.163455e+07 + i -1.627325e+06 ; 1.426137e+07 + i 6.181117e+05 ; -1.363619e+09 + i 1.496251e+08 ; 1.853178e+07 + i 2.282004e+06 ; 1.968292e+07 + i 2.256336e+06 ; -8.924567e+09 + i 5.847889e+08 ; -2.166611e+08 + i 2.929206e+07 ; -2.121887e+08 + i 2.928583e+07 ; -1.462232e+08 + i 1.697438e+07 ; -4.388175e+07 + i 3.477373e+06 ; -7.723653e+08 + i 8.313226e+07 ; -2.967528e+08 + i -1.333359e+07 ; -7.780002e+08 + i 8.302637e+07 ; -4.173746e+07 + i 3.517802e+06 ; -2.953935e+08 + i -1.338878e+07 ; -1.606492e+08 + i 3.260972e+06 ; -1.579181e+08 + i 3.370484e+06 ; 2.880573e+09 + i -3.169205e+08 ; 
8.869277e+07 + i -1.294832e+07 ; -3.374805e+06 + i 7.449390e+05 ; 2.960680e+07 + i -5.617533e+06 ; 1.316420e+08 + i -2.321467e+07 ; -2.377465e+07 + i 1.558479e+06 ; 2.269831e+08 + i -2.568666e+07 ; 3.463734e+07 + i -8.125485e+06 ; -2.117366e+07 + i 4.052492e+06 ; 2.185046e+07 + i -4.055250e+06 ; 2.155690e+07 + i -8.665784e+06 ; -1.097657e+08 + i 1.460082e+07 ; 1.132674e+08 + i -1.442543e+07 ; 2.296403e+08 + i -1.765248e+07 ; -5.555736e+06 + i 1.080734e+06 ; 5.744820e+06 + i -1.057727e+06 ; 5.566893e+08 + i -5.996904e+07 ; -4.682438e+07 + i 1.777032e+06 ; 4.827107e+07 + i -1.504723e+06 ; 8.872991e+07 + i -1.293935e+07 ; -2.868834e+07 + i 5.612328e+06 ; 3.497190e+06 + i -7.337741e+05 ; 1.316374e+08 + i -2.323173e+07 ; -2.199799e+08 + i 2.613514e+07 ; 2.452735e+07 + i -1.441284e+06 ; -1.349199e+09 + i 1.487428e+08 ; -1.081972e+07 + i -5.408713e+05 ; 7.620787e+07 + i -2.014350e+06 ; -2.884609e+08 + i -1.373602e+07 ; 4.187250e+07 + i -3.586982e+06 ; -7.660908e+08 + i 8.389368e+07 ; -2.595796e+08 + i 4.928933e+07 ; -3.645392e+07 + i 1.886970e+06 ; 3.763128e+07 + i -1.766686e+06 ; -1.419462e+08 + i 1.658852e+07 ; 2.053131e+08 + i -2.958694e+07 ; -2.118204e+08 + i 2.938925e+07 ; -8.895529e+09 + i 5.840209e+08 ; -1.563485e+07 + i -2.017601e+06 ; 1.606389e+07 + i 2.085015e+06 ; 2.893695e+09 + i -3.169679e+08 ; 1.526583e+08 + i -4.481670e+06 ; -1.576523e+08 + i 4.049685e+06 ; -1.349140e+09 + i 1.487746e+08 ; -7.375333e+07 + i 2.042558e+06 ; 1.111168e+07 + i 6.014292e+05 ; -2.884978e+08 + i -1.369052e+07 ; 7.424182e+08 + i -8.537099e+07 ; -4.326171e+07 + i 3.477856e+06 ; 
1.326708e+07 + i -9.600447e+04 ; -3.385954e+07 + i 5.855574e+06 ; 5.334325e+06 + i -3.445732e+05 ; 2.261867e+07 + i -1.018449e+06 ; -1.431004e+08 + i 1.905821e+07 ; 1.686300e+07 + i -5.437445e+05 ; -5.557576e+07 + i 5.921554e+06 ; -3.007164e+07 + i 4.717078e+06 ; -5.749325e+06 + i 1.387981e+06 ; -1.112071e+08 + i 1.466045e+07 ; -8.905414e+07 + i 8.908119e+06 ; -6.312497e+07 + i 8.184924e+06 ; 1.633760e+07 + i 2.493950e+05 ; -4.304127e+07 + i 7.296268e+06 ; 3.140695e+06 + i -9.898872e+04 ; 3.268123e+07 + i -9.979012e+05 ; -2.668334e+08 + i 2.946350e+07 ; 7.442844e+06 + i 1.489424e+05 ; -9.201876e+07 + i 7.856996e+06 ; -3.919380e+07 + i 5.635174e+06 ; 8.464880e+05 + i 1.480955e+05 ; -2.206593e+08 + i 2.645530e+07 ; -1.298499e+08 + i 7.937654e+06 ; -8.092257e+06 + i 4.970471e+05 ; -1.548380e+07 + i -2.801968e+05 ; -1.357728e+09 + i 1.495620e+08 ; 8.177270e+07 + i -2.378511e+06 ; -4.334142e+07 + i 2.207225e+06 ; -2.668599e+08 + i 5.011458e+07 ; 4.317259e+07 + i -1.952358e+06 ; 3.293580e+07 + i -3.119217e+06 ; -2.911880e+08 + i -1.339611e+07 ; -7.635536e+08 + i 8.378142e+07 ; 2.005956e+08 + i -2.938407e+07 ; -1.462776e+08 + i 1.695543e+07 ; -2.106126e+08 + i 2.925944e+07 ; -2.083952e+07 + i -1.667553e+06 ; -8.916189e+09 + i 5.846802e+08 ; 1.949044e+07 + i 2.048359e+06 ; -8.020447e+07 + i 2.466059e+06 ; -1.363409e+09 + i 1.496761e+08 ; 1.439939e+07 + i 6.071421e+05 ; 1.390895e+08 + i -4.087393e+06 ; 2.886738e+09 + i -3.168604e+08 ; -1.548263e+08 + i 4.114012e+06 ; 7.369330e+08 + i -8.523885e+07 ; -2.953978e+08 + i -1.339951e+07 ; -4.219799e+07 + i 3.378681e+06 ; 
9.199416e+07 + i -7.871820e+06 ; 8.224845e+05 + i 1.472541e+05 ; -3.916317e+07 + i 5.652995e+06 ; 2.205854e+08 + i -2.649122e+07 ; -7.851213e+06 + i 5.422241e+05 ; -1.298201e+08 + i 7.966875e+06 ; 5.557708e+07 + i -5.925428e+06 ; -5.570093e+06 + i 1.381105e+06 ; -3.005277e+07 + i 4.727473e+06 ; 1.111672e+08 + i -1.468291e+07 ; -6.117348e+07 + i 8.282503e+06 ; -8.904821e+07 + i 8.919887e+06 ; -1.633328e+07 + i -2.697728e+05 ; 3.045678e+06 + i -1.140056e+05 ; -4.306306e+07 + i 7.285731e+06 ; -3.271215e+07 + i 9.218349e+05 ; 7.219908e+06 + i 1.023761e+05 ; -2.668514e+08 + i 2.945109e+07 ; -1.327014e+07 + i 8.466414e+04 ; 5.171630e+06 + i -3.629683e+05 ; -3.387820e+07 + i 5.847229e+06 ; -2.266917e+07 + i 9.809942e+05 ; 1.634881e+07 + i -6.188635e+05 ; -1.431024e+08 + i 1.905286e+07 ; -1.391826e+08 + i 4.399578e+06 ; -1.501776e+08 + i 4.824987e+06 ; 2.886948e+09 + i -3.168079e+08 ; -7.372815e+08 + i 8.521741e+07 ; -4.088311e+07 + i 3.452299e+06 ; -2.952991e+08 + i -1.343435e+07 ; -3.282085e+07 + i 3.101059e+06 ; -7.400999e+08 + i 8.524716e+07 ; -2.911573e+08 + i -1.338598e+07 ; -2.005261e+08 + i 2.939731e+07 ; -2.040450e+08 + i 2.947414e+07 ; -1.462500e+08 + i 1.695217e+07 ; 2.111582e+07 + i 1.660016e+06 ; 1.902260e+07 + i 1.940557e+06 ; -8.916189e+09 + i 5.846825e+08 ; 8.028926e+07 + i -2.798145e+06 ; 1.394466e+07 + i 5.046352e+05 ; -1.363386e+09 + i 1.496959e+08 ; 1.536770e+07 + i 2.439487e+05 ; 7.933080e+07 + i -2.748451e+06 ; -1.357531e+09 + i 1.496196e+08 ; 4.316879e+07 + i -2.263941e+06 ; 4.184690e+07 + i -2.126988e+06 ; -2.668117e+08 + i 5.012612e+07 ; 
5.652364e+07 + i -6.848770e+06 ; 1.047092e+06 + i 7.560206e+04 ; 8.165713e+06 + i -1.648125e+06 ; 8.870945e+07 + i -1.293583e+07 ; 2.829792e+05 + i 4.061482e+05 ; 3.470234e+07 + i -5.767548e+06 ; 3.056994e+07 + i -5.582865e+06 ; -6.283465e+06 + i 1.327497e+06 ; 6.428611e+06 + i -1.344024e+06 ; 3.462674e+07 + i -8.122570e+06 ; -2.288305e+07 + i 4.155431e+06 ; 2.354297e+07 + i -4.167774e+06 ; 1.077162e+08 + i -6.503155e+06 ; 8.733211e+05 + i 1.198578e+05 ; -1.061720e+06 + i -1.734597e+05 ; 2.296605e+08 + i -1.764506e+07 ; -1.436550e+06 + i 5.949098e+05 ; 1.129338e+06 + i -6.968293e+05 ; 5.654741e+07 + i -6.843130e+06 ; -7.993832e+06 + i 1.624098e+06 ; -1.181943e+06 + i -1.088461e+05 ; 8.873295e+07 + i -1.293559e+07 ; -3.375137e+07 + i 5.753397e+06 ; -4.744776e+05 + i -4.624084e+05 ; -2.892007e+08 + i -1.389199e+07 ; -4.086893e+07 + i 3.442257e+06 ; 7.712872e+08 + i -8.306598e+07 ; -1.360340e+09 + i 1.497250e+08 ; 1.416961e+07 + i 5.393674e+05 ; -7.745426e+07 + i 3.007696e+06 ; -1.420579e+08 + i 1.657153e+07 ; -2.051005e+08 + i 2.936384e+07 ; 2.118137e+08 + i -2.909275e+07 ; -2.648175e+08 + i 5.006303e+07 ; 4.238547e+07 + i -2.049178e+06 ; -4.320926e+07 + i 1.941337e+06 ; 2.893583e+09 + i -3.169926e+08 ; -1.517923e+08 + i 4.224832e+06 ; 1.513938e+08 + i -4.643971e+06 ; -8.918442e+09 + i 5.849508e+08 ; 1.921573e+07 + i 2.048378e+06 ; -1.988312e+07 + i -2.240138e+06 ; -2.883764e+08 + i -1.369327e+07 ; -7.467328e+08 + i 8.484696e+07 ; 4.169656e+07 + i -3.370150e+06 ; -1.360473e+09 + i 1.496999e+08 ; 8.019350e+07 + i -2.199345e+06 ; -1.461470e+07 + i -6.483640e+05 ; 
-3.370081e+05 + i 4.236485e+05 ; -1.404942e+07 + i 2.420185e+06 ; 2.254024e+06 + i -1.532656e+05 ; 1.942574e+06 + i 4.622326e+05 ; -3.388479e+07 + i 5.846533e+06 ; 6.569039e+06 + i -2.993229e+05 ; -3.274415e+07 + i 2.204408e+06 ; -1.268757e+07 + i 2.128853e+06 ; -1.010689e+06 + i 3.219725e+05 ; -6.157893e+07 + i 5.474292e+06 ; -3.007706e+07 + i 4.717072e+06 ; -8.038086e+06 + i 1.460205e+06 ; -1.926993e+06 + i 4.575141e+05 ; -1.663141e+07 + i 2.725408e+06 ; 1.607782e+06 + i -8.396542e+04 ; -9.274184e+05 + i 6.206534e+05 ; -4.307763e+07 + i 7.281618e+06 ; 3.919298e+06 + i -7.634716e+04 ; -4.435815e+07 + i 2.208570e+06 ; -1.484104e+07 + i 2.375701e+06 ; 1.123270e+06 + i -2.228447e+04 ; -9.362687e+07 + i 6.887969e+06 ; -3.920162e+07 + i 5.634630e+06 ; 1.680998e+06 + i 5.643834e+04 ; 4.206372e+07 + i -1.762656e+06 ; -2.668856e+08 + i 5.011390e+07 ; 4.345068e+07 + i -1.861900e+06 ; 1.330735e+07 + i 6.682213e+05 ; -1.365042e+09 + i 1.497134e+08 ; 8.241578e+07 + i -2.144483e+06 ; -2.171145e+08 + i 2.918213e+07 ; -1.462800e+08 + i 1.696165e+07 ; -2.121643e+08 + i 2.927748e+07 ; -4.394999e+07 + i 3.406088e+06 ; -2.968981e+08 + i -1.340936e+07 ; -7.721272e+08 + i 8.326409e+07 ; 8.062853e+07 + i -1.751451e+06 ; -1.363643e+09 + i 1.496197e+08 ; 1.424883e+07 + i 6.217451e+05 ; 1.832742e+07 + i 2.234250e+06 ; -8.924573e+09 + i 5.847831e+08 ; 1.951671e+07 + i 2.148438e+06 ; -7.782754e+08 + i 8.311159e+07 ; -2.955069e+08 + i -1.340028e+07 ; -4.177914e+07 + i 3.466213e+06 ; -1.593846e+08 + i 3.482415e+06 ; 2.880564e+09 + i -3.169351e+08 ; -1.571146e+08 + i 3.805185e+06 ; 
4.445768e+07 + i -2.186375e+06 ; 1.057755e+06 + i -3.588451e+04 ; -1.488809e+07 + i 2.360933e+06 ; 9.381223e+07 + i -6.849559e+06 ; 1.581613e+06 + i 3.556035e+04 ; -3.931188e+07 + i 5.603420e+06 ; 3.282504e+07 + i -2.187859e+06 ; -1.007293e+06 + i 3.095275e+05 ; -1.272082e+07 + i 2.119405e+06 ; 6.170411e+07 + i -5.452423e+06 ; -7.835098e+06 + i 1.447254e+06 ; -3.014643e+07 + i 4.699229e+06 ; 2.098373e+06 + i -4.105669e+05 ; 1.565304e+06 + i -8.791502e+04 ; -1.662949e+07 + i 2.727645e+06 ; 1.282767e+06 + i -5.319369e+05 ; 3.818620e+06 + i -8.976191e+04 ; -4.306150e+07 + i 7.288621e+06 ; 4.576290e+05 + i -3.940253e+05 ; 2.187429e+06 + i -1.597751e+05 ; -1.404905e+07 + i 2.421349e+06 ; -1.728847e+06 + i -4.148186e+05 ; 6.372381e+06 + i -3.239647e+05 ; -3.387605e+07 + i 5.849645e+06 ; 7.785708e+08 + i -8.302519e+07 ; -4.135709e+07 + i 3.393600e+06 ; -2.964415e+08 + i -1.362188e+07 ; 1.545256e+08 + i -4.586672e+06 ; -1.520517e+08 + i 4.631095e+06 ; 2.880441e+09 + i -3.169658e+08 ; 2.171968e+08 + i -2.918426e+07 ; -2.059600e+08 + i 2.942722e+07 ; -1.464476e+08 + i 1.693997e+07 ; 4.425434e+07 + i -3.305517e+06 ; -7.477313e+08 + i 8.497206e+07 ; -2.969283e+08 + i -1.340980e+07 ; -7.554626e+07 + i 2.929206e+06 ; 1.389044e+07 + i 5.374684e+05 ; -1.363309e+09 + i 1.497146e+08 ; -1.851132e+07 + i -2.281323e+06 ; 1.901688e+07 + i 2.023824e+06 ; -8.924479e+09 + i 5.848216e+08 ; -4.153286e+07 + i 1.850074e+06 ; 4.213077e+07 + i -2.030674e+06 ; -2.667689e+08 + i 5.013526e+07 ; -1.323014e+07 + i -6.422713e+05 ; 7.982241e+07 + i -2.559537e+06 ; -1.364832e+09 + i 1.497731e+08 ; 
3.461734e+07 + i -8.129388e+06 ; 2.207799e+07 + i -4.059162e+06 ; 2.207760e+07 + i -4.059331e+06 ; 2.154617e+07 + i -8.661354e+06 ; 1.144150e+08 + i -1.437683e+07 ; 1.144147e+08 + i -1.437701e+07 ; 8.869538e+07 + i -1.294767e+07 ; 3.510930e+06 + i -7.400079e+05 ; 2.995379e+07 + i -5.619536e+06 ; 1.316306e+08 + i -2.321528e+07 ; 2.454407e+07 + i -1.458898e+06 ; 2.295412e+08 + i -2.551323e+07 ; 8.869634e+07 + i -1.294760e+07 ; 2.995352e+07 + i -5.619611e+06 ; 3.512154e+06 + i -7.394401e+05 ; 1.316316e+08 + i -2.321519e+07 ; 2.295414e+08 + i -2.551316e+07 ; 2.454603e+07 + i -1.457476e+06 ; 2.296421e+08 + i -1.765259e+07 ; 5.827599e+06 + i -1.057511e+06 ; 5.829333e+06 + i -1.057077e+06 ; 5.566849e+08 + i -5.996493e+07 ; 4.882991e+07 + i -1.434023e+06 ; 4.882960e+07 + i -1.433849e+06 ; -2.596124e+08 + i 4.928471e+07 ; 3.798475e+07 + i -1.680682e+06 ; 3.798568e+07 + i -1.680313e+06 ; -1.419185e+08 + i 1.658402e+07 ; -2.139968e+08 + i 2.928217e+07 ; -2.139959e+08 + i 2.928283e+07 ; -1.349211e+09 + i 1.487412e+08 ; 1.113911e+07 + i 6.171733e+05 ; 7.660011e+07 + i -1.920054e+06 ; -2.884137e+08 + i -1.372559e+07 ; -4.282194e+07 + i 3.523977e+06 ; -7.745234e+08 + i 8.331031e+07 ; -1.349208e+09 + i 1.487423e+08 ; 7.659929e+07 + i -1.920321e+06 ; 1.113604e+07 + i 6.162887e+05 ; -2.884162e+08 + i -1.372540e+07 ; -7.745235e+08 + i 8.331042e+07 ; -4.282951e+07 + i 3.519155e+06 ; -8.895595e+09 + i 5.839927e+08 ; 1.613755e+07 + i 2.118551e+06 ; 1.613089e+07 + i 2.117213e+06 ; 2.893629e+09 + i -3.169903e+08 ; -1.587084e+08 + i 3.886377e+06 ; -1.587110e+08 + i 3.884800e+06 ; 
5.607966e+07 + i -5.897167e+06 ; -3.004666e+07 + i 4.729492e+06 ; 5.821735e+06 + i -1.391513e+06 ; 1.122068e+08 + i -1.463886e+07 ; -8.909778e+07 + i 8.913369e+06 ; 6.385323e+07 + i -8.146356e+06 ; -1.337330e+07 + i 7.145596e+04 ; -3.387119e+07 + i 5.848974e+06 ; -5.401468e+06 + i 3.350736e+05 ; -2.281930e+07 + i 9.730425e+05 ; -1.430833e+08 + i 1.905729e+07 ; -1.703249e+07 + i 5.058613e+05 ; 9.284687e+07 + i -7.802117e+06 ; -3.915744e+07 + i 5.653137e+06 ; -8.394405e+05 + i -1.490195e+05 ; 2.226255e+08 + i -2.639493e+07 ; -1.298238e+08 + i 7.961460e+06 ; 8.187287e+06 + i -4.763224e+05 ; -1.646230e+07 + i -2.906117e+05 ; -4.305484e+07 + i 7.288083e+06 ; -3.177065e+06 + i 9.310281e+04 ; -3.295196e+07 + i 8.988172e+05 ; -2.668356e+08 + i 2.945579e+07 ; -7.529395e+06 + i -1.670376e+05 ; -3.325557e+07 + i 3.095775e+06 ; -2.921306e+08 + i -1.354919e+07 ; 7.723847e+08 + i -8.303045e+07 ; -2.024429e+08 + i 2.935600e+07 ; -1.464784e+08 + i 1.693005e+07 ; 2.129912e+08 + i -2.912918e+07 ; 1.559572e+07 + i 2.922116e+05 ; -1.357464e+09 + i 1.496247e+08 ; -7.742275e+07 + i 3.050845e+06 ; 4.373329e+07 + i -2.164598e+06 ; -2.667785e+08 + i 5.013053e+07 ; -4.315875e+07 + i 1.929188e+06 ; -1.406647e+08 + i 4.177400e+06 ; 2.886639e+09 + i -3.168898e+08 ; 1.512980e+08 + i -4.672091e+06 ; -7.440640e+08 + i 8.487916e+07 ; -2.954660e+08 + i -1.345757e+07 ; 4.211117e+07 + i -3.374300e+06 ; 2.133479e+07 + i 1.716701e+06 ; -8.916150e+09 + i 5.846970e+08 ; -1.991946e+07 + i -2.232288e+06 ; 8.122264e+07 + i -2.641446e+06 ; -1.363378e+09 + i 1.497009e+08 ; -1.457012e+07 + i -6.492144e+05 ; 
5.608232e+07 + i -5.896672e+06 ; 5.821699e+06 + i -1.391540e+06 ; -3.004624e+07 + i 4.729591e+06 ; 1.122073e+08 + i -1.463868e+07 ; 6.385308e+07 + i -8.146405e+06 ; -8.909892e+07 + i 8.913241e+06 ; 9.284723e+07 + i -7.802074e+06 ; -8.392698e+05 + i -1.489259e+05 ; -3.915680e+07 + i 5.653509e+06 ; 2.226255e+08 + i -2.639494e+07 ; 8.187613e+06 + i -4.761213e+05 ; -1.298206e+08 + i 7.963326e+06 ; -1.337197e+07 + i 7.162800e+04 ; -5.401446e+06 + i 3.350902e+05 ; -3.387385e+07 + i 5.848142e+06 ; -2.282014e+07 + i 9.728045e+05 ; -1.703229e+07 + i 5.060318e+05 ; -1.430856e+08 + i 1.905720e+07 ; -1.645726e+07 + i -2.892565e+05 ; -3.177023e+06 + i 9.311033e+04 ; -4.305989e+07 + i 7.286570e+06 ; -3.295019e+07 + i 8.994821e+05 ; -7.529492e+06 + i -1.670578e+05 ; -2.668429e+08 + i 2.945406e+07 ; -3.326354e+07 + i 3.094613e+06 ; 7.723852e+08 + i -8.303031e+07 ; -2.921289e+08 + i -1.354917e+07 ; -2.024430e+08 + i 2.935598e+07 ; 2.129920e+08 + i -2.912900e+07 ; -1.464699e+08 + i 1.693123e+07 ; -1.406696e+08 + i 4.175874e+06 ; 1.512988e+08 + i -4.671492e+06 ; 2.886654e+09 + i -3.168797e+08 ; -7.440637e+08 + i 8.487929e+07 ; 4.211152e+07 + i -3.373953e+06 ; -2.954510e+08 + i -1.345186e+07 ; 1.559097e+07 + i 2.916978e+05 ; -7.742109e+07 + i 3.052122e+06 ; -1.357437e+09 + i 1.496429e+08 ; 4.373697e+07 + i -2.163100e+06 ; -4.315734e+07 + i 1.929946e+06 ; -2.667675e+08 + i 5.013408e+07 ; 2.131932e+07 + i 1.712776e+06 ; -1.991958e+07 + i -2.232374e+06 ; -8.916151e+09 + i 5.846986e+08 ; 8.122335e+07 + i -2.641083e+06 ; -1.456950e+07 + i -6.490853e+05 ; -1.363355e+09 + i 1.497051e+08 ; 
3.055654e+07 + i -5.585646e+06 ; 6.498580e+06 + i -1.342633e+06 ; 6.498609e+06 + i -1.342651e+06 ; 3.460999e+07 + i -8.123289e+06 ; 2.377706e+07 + i -4.163938e+06 ; 2.377708e+07 + i -4.164034e+06 ; 5.652889e+07 + i -6.847476e+06 ; -1.185056e+06 + i -1.049400e+05 ; 8.260245e+06 + i -1.646558e+06 ; 8.870961e+07 + i -1.293489e+07 ; -4.809863e+05 + i -4.564079e+05 ; 3.507524e+07 + i -5.758030e+06 ; 5.652936e+07 + i -6.847343e+06 ; 8.260062e+06 + i -1.646612e+06 ; -1.185178e+06 + i -1.048999e+05 ; 8.870964e+07 + i -1.293463e+07 ; 3.507501e+07 + i -5.758072e+06 ; -4.808047e+05 + i -4.559204e+05 ; 1.077213e+08 + i -6.501910e+06 ; -1.057328e+06 + i -1.705466e+05 ; -1.057775e+06 + i -1.706786e+05 ; 2.296583e+08 + i -1.764380e+07 ; 1.166400e+06 + i -6.900042e+05 ; 1.164815e+06 + i -6.902440e+05 ; -1.422011e+08 + i 1.655349e+07 ; 2.137737e+08 + i -2.902593e+07 ; 2.137724e+08 + i -2.902673e+07 ; -2.647703e+08 + i 5.007440e+07 ; -4.416807e+07 + i 1.721550e+06 ; -4.416838e+07 + i 1.721344e+06 ; -2.892039e+08 + i -1.388797e+07 ; 4.175692e+07 + i -3.310870e+06 ; 7.791469e+08 + i -8.253342e+07 ; -1.360319e+09 + i 1.497321e+08 ; -1.467136e+07 + i -6.511018e+05 ; -7.834335e+07 + i 2.822857e+06 ; -2.892107e+08 + i -1.388871e+07 ; 7.791472e+08 + i -8.253343e+07 ; 4.176424e+07 + i -3.305953e+06 ; -1.360313e+09 + i 1.497347e+08 ; -7.834275e+07 + i 2.823014e+06 ; -1.466823e+07 + i -6.500340e+05 ; 2.893296e+09 + i -3.170797e+08 ; 1.528246e+08 + i -4.408469e+06 ; 1.528270e+08 + i -4.406883e+06 ; -8.918426e+09 + i 5.849573e+08 ; -2.006228e+07 + i -2.289213e+06 ; -2.005589e+07 + i -2.287729e+06 ; 
3.310260e+07 + i -2.161064e+06 ; -1.271936e+07 + i 2.120607e+06 ; 1.012031e+06 + i -3.256044e+05 ; 6.223619e+07 + i -5.410168e+06 ; -3.014526e+07 + i 4.702048e+06 ; 8.102431e+06 + i -1.465721e+06 ; 4.278077e+05 + i -4.082357e+05 ; -1.404632e+07 + i 2.422171e+06 ; -2.283225e+06 + i 1.492156e+05 ; -1.818354e+06 + i -4.442299e+05 ; -3.386774e+07 + i 5.852144e+06 ; -6.650499e+06 + i 2.862663e+05 ; 4.485743e+07 + i -2.135692e+06 ; -1.488895e+07 + i 2.361446e+06 ; -1.153891e+06 + i 1.460457e+04 ; 9.465981e+07 + i -6.763007e+06 ; -3.931556e+07 + i 5.604272e+06 ; -1.753509e+06 + i -7.645753e+04 ; 2.092276e+06 + i -4.188757e+05 ; -1.662734e+07 + i 2.728216e+06 ; -1.633851e+06 + i 7.928914e+04 ; 1.244502e+06 + i -5.493714e+05 ; -4.305684e+07 + i 7.290040e+06 ; -3.980668e+06 + i 6.424729e+04 ; 2.191583e+08 + i -2.909571e+07 ; -1.466429e+08 + i 1.692387e+07 ; 2.146818e+08 + i -2.909175e+07 ; 4.437488e+07 + i -3.291864e+06 ; -2.978601e+08 + i -1.356343e+07 ; 7.802092e+08 + i -8.261674e+07 ; -4.245381e+07 + i 1.633197e+06 ; -2.667325e+08 + i 5.014258e+07 ; -4.390077e+07 + i 1.715734e+06 ; -1.343926e+07 + i -6.955489e+05 ; -1.364754e+09 + i 1.497822e+08 ; -7.818634e+07 + i 2.800043e+06 ; 7.858024e+08 + i -8.251641e+07 ; -2.965173e+08 + i -1.362588e+07 ; 4.223054e+07 + i -3.331130e+06 ; 1.562147e+08 + i -4.307826e+06 ; 2.880159e+09 + i -3.170396e+08 ; 1.533327e+08 + i -4.436778e+06 ; -7.666728e+07 + i 2.716751e+06 ; -1.363300e+09 + i 1.497209e+08 ; -1.440052e+07 + i -6.543053e+05 ; -1.865929e+07 + i -2.320386e+06 ; -8.924445e+09 + i 5.848338e+08 ; -1.987229e+07 + i -2.304927e+06 ; 
