-1.329104e-28, 1.329104e-28
-1.904548e-28, 1.904548e-28
-2.649771e-28, 2.649771e-28
-3.600385e-28, 3.600385e-28
-4.800435e-28, 4.800435e-28
-6.306810e-28, 6.306811e-28
-8.195086e-28, 8.195086e-28
-1.056805e-27, 1.056805e-27
-1.356915e-27, 1.356915e-27
-1.740391e-27, 1.740391e-27
-2.237281e-27, 2.237281e-27
-2.891917e-27, 2.891917e-27
-3.769602e-27, 3.769602e-27
-4.965573e-27, 4.965574e-27
-6.616428e-27, 6.616428e-27
-8.913372e-27, 8.913373e-27
-1.211456e-26, 1.211456e-26
-1.654964e-26, 1.654964e-26
-2.260374e-26, 2.260374e-26
-3.066147e-26, 3.066147e-26
-4.098606e-26, 4.098606e-26
-5.350177e-26, 5.350178e-26
-6.745650e-26, 6.745649e-26
-8.105708e-26, 8.105708e-26
-9.146353e-26, 9.146353e-26
-9.566201e-26, 9.566200e-26
-9.206440e-26, 9.206440e-26
-8.159820e-26, 8.159821e-26
-6.720903e-26, 6.720903e-26
-5.225357e-26, 5.225356e-26
-3.914143e-26, 3.914143e-26
-2.893033e-26, 2.893033e-26
-2.164229e-26, 2.164229e-26
-1.678582e-26, 1.678583e-26
-1.375918e-26, 1.375918e-26
-1.205653e-26, 1.205653e-26
-1.132951e-26, 1.132951e-26
-1.138054e-26, 1.138054e-26
-1.214067e-26, 1.214067e-26
-1.365885e-26, 1.365885e-26
-1.611527e-26, 1.611527e-26
-1.987110e-26, 1.987110e-26
-2.557324e-26, 2.557324e-26
-3.433928e-26, 3.433929e-26
-4.806814e-26, 4.806814e-26
-7.001306e-26, 7.001307e-26
-1.055873e-25, 1.055873e-25
-1.621027e-25, 1.621027e-25
-2.434808e-25, 2.434808e-25
-3.390178e-25, 3.390178e-25
-4.312408e-25, 4.312407e-25
-5.302677e-25, 5.302677e-25
-6.716851e-25, 6.716851e-25
-8.894683e-25, 8.894683e-25
-1.206725e-24, 1.206725e-24
-1.631145e-24, 1.631145e-24
-2.141098e-24, 2.141098e-24
-2.669953e-24, 2.669953e-24
-3.121115e-24, 3.121114e-24
-3.417880e-24, 3.417880e-24
-3.532463e-24, 3.532463e-24
-3.456759e-24, 3.456759e-24
-3.155204e-24, 3.155204e-24
-2.580320e-24, 2.580320e-24
-1.790565e-24, 1.790565e-24
-1.021919e-24, 1.021919e-24
-4.950303e-25, 4.950303e-25
-2.207111e-25, 2.207111e-25
-9.781415e-26, 9.781417e-26
-4.509439e-26, 4.509438e-26
-2.204949e-26, 2.204949e-26
-1.149010e-26, 1.149010e-26
-6.367539e-27, 6.367539e-27
-3.733511e-27, 3.733511e-27
-2.301933e-27, 2.301932e-27
-1.483214e-27, 1.483214e-27
-9.929614e-28, 9.929614e-28
-6.870975e-28, 6.870974e-28
-4.891990e-28, 4.891990e-28
-3.569715e-28, 3.569715e-28
-2.660813e-28, 2.660813e-28
-2.020242e-28, 2.020242e-28
-1.558722e-28, 1.558722e-28
-1.219670e-28, 1.219670e-28
-9.662602e-29, 9.662601e-29
-7.739435e-29, 7.739436e-29
-6.259934e-29, 6.259934e-29
-5.107841e-29, 5.107840e-29
-4.200883e-29, 4.200883e-29
-3.479876e-29, 3.479876e-29
-2.901599e-29, 2.901599e-29
-2.434059e-29, 2.434059e-29
-2.053273e-29, 2.053273e-29
-1.741061e-29, 1.741061e-29
-1.483493e-29, 1.483493e-29
-1.269793e-29, 1.269794e-29
-1.091556e-29, 1.091556e-29
-9.421650e-30, 9.421650e-30
-8.163778e-30, 8.163778e-30
-7.100091e-30, 7.100091e-30
