-8.303169e+09 + i 5.362188e+08 ; -1.926369e+07 + i -1.620948e+06 ; -1.926802e+07 + i -1.621408e+06 ; 2.630125e+09 + i -2.848924e+08 ; 1.414391e+08 + i -5.131551e+06 ; 1.414369e+08 + i -5.132617e+06 ; -1.236351e+09 + i 1.339703e+08 ; -7.503678e+07 + i 2.646110e+06 ; -1.363688e+07 + i -2.860394e+05 ; -2.837511e+08 + i -8.835561e+06 ; 6.623344e+08 + i -7.670111e+07 ; 3.694068e+07 + i -3.357310e+06 ; -1.236350e+09 + i 1.339710e+08 ; -1.363525e+07 + i -2.859157e+05 ; -7.503645e+07 + i 2.645992e+06 ; -2.837534e+08 + i -8.834999e+06 ; 3.695471e+07 + i -3.351288e+06 ; 6.623348e+08 + i -7.670087e+07 ; -2.304492e+08 + i 4.366418e+07 ; -3.886985e+07 + i 2.222133e+06 ; -3.886399e+07 + i 2.224103e+06 ; -1.278935e+08 + i 1.591122e+07 ; 1.790493e+08 + i -2.596159e+07 ; 1.790496e+08 + i -2.596133e+07 ; 2.123587e+08 + i -1.639589e+07 ; 1.109147e+06 + i -5.235994e+05 ; 1.110102e+06 + i -5.235162e+05 ; 1.005074e+08 + i -6.152474e+06 ; -8.562653e+05 + i -8.503743e+04 ; -8.563625e+05 + i -8.505094e+04 ; 7.899770e+07 + i -1.158702e+07 ; 2.904847e+07 + i -5.007091e+06 ; -4.235526e+05 + i -3.356469e+05 ; 5.101519e+07 + i -6.258427e+06 ; 6.769962e+06 + i -1.378605e+06 ; -1.002583e+06 + i -4.523789e+04 ; 7.899844e+07 + i -1.158654e+07 ; -4.225231e+05 + i -3.350126e+05 ; 2.904861e+07 + i -5.007051e+06 ; 5.101530e+07 + i -6.258289e+06 ; -1.002206e+06 + i -4.509400e+04 ; 6.769949e+06 + i -1.378613e+06 ; 2.937532e+07 + i -7.017152e+06 ; 1.957971e+07 + i -3.585688e+06 ; 1.957953e+07 + i -3.585770e+06 ; 2.667065e+07 + i -4.948640e+06 ; 5.297937e+06 + i -1.120620e+06 ; 5.297887e+06 + i -1.120617e+06 ; 
1.885869e+08 + i -2.570366e+07 ; 1.923088e+08 + i -2.577201e+07 ; -1.323373e+08 + i 1.625309e+07 ; 3.105200e+07 + i -2.956944e+06 ; 7.095555e+08 + i -7.424822e+07 ; -2.874753e+08 + i -8.708028e+06 ; 7.056565e+08 + i -7.427066e+07 ; 3.873746e+07 + i -3.271373e+06 ; -2.917182e+08 + i -8.742405e+06 ; 1.344022e+08 + i -4.692526e+06 ; 1.448956e+08 + i -5.022348e+06 ; 2.623079e+09 + i -2.848604e+08 ; -4.281513e+07 + i 1.959359e+06 ; -4.155361e+07 + i 1.812465e+06 ; -2.322112e+08 + i 4.377009e+07 ; -1.568099e+07 + i -1.855885e+05 ; -7.416198e+07 + i 3.117990e+06 ; -1.233551e+09 + i 1.338938e+08 ; -7.552773e+07 + i 3.231574e+06 ; -1.436819e+07 + i -4.359927e+05 ; -1.239157e+09 + i 1.339992e+08 ; -2.244031e+07 + i -1.632210e+06 ; -2.049521e+07 + i -1.916797e+06 ; -8.301082e+09 + i 5.359799e+08 ; -1.054827e+08 + i 1.279614e+07 ; 5.826001e+07 + i -7.172242e+06 ; -8.119690e+07 + i 8.263552e+06 ; -5.337131e+07 + i 5.225112e+06 ; 5.022649e+06 + i -1.187884e+06 ; -2.659376e+07 + i 4.188040e+06 ; -2.103796e+08 + i 2.315904e+07 ; 7.979999e+06 + i -4.387826e+05 ; -1.206893e+08 + i 7.724425e+06 ; -8.924822e+07 + i 6.940524e+06 ; -8.574567e+05 + i -1.290222e+05 ; -3.488428e+07 + i 5.068162e+06 ; 2.274127e+07 + i -8.796814e+05 ; -1.623458e+07 + i 5.567071e+05 ; -1.284052e+08 + i 1.692068e+07 ; 1.360449e+07 + i -5.730114e+04 ; -5.078013e+06 + i 3.321249e+05 ; -2.975851e+07 + i 5.097886e+06 ; 3.356369e+07 + i -6.901645e+05 ; -7.418589e+06 + i -1.102885e+05 ; -2.423913e+08 + i 2.641332e+07 ; 1.711840e+07 + i 3.468019e+05 ; -3.052504e+06 + i 1.065056e+05 ; -3.787641e+07 + i 6.389529e+06 ; 
2.123619e+08 + i -1.639180e+07 ; -4.687987e+06 + i 1.001516e+06 ; -4.686885e+06 + i 1.001680e+06 ; 5.065145e+08 + i -5.387078e+07 ; -4.350240e+07 + i 1.981380e+06 ; -4.350234e+07 + i 1.981590e+06 ; 7.900622e+07 + i -1.158594e+07 ; -2.456012e+07 + i 4.850384e+06 ; -2.823764e+06 + i 6.694795e+05 ; 1.153351e+08 + i -2.031616e+07 ; -1.965160e+08 + i 2.347792e+07 ; -2.182929e+07 + i 1.564386e+06 ; 7.900717e+07 + i -1.158588e+07 ; -2.824508e+06 + i 6.692231e+05 ; -2.456046e+07 + i 4.850329e+06 ; 1.153359e+08 + i -2.031615e+07 ; -2.183227e+07 + i 1.562931e+06 ; -1.965165e+08 + i 2.347771e+07 ; 2.938074e+07 + i -7.018380e+06 ; -1.818256e+07 + i 3.488021e+06 ; -1.818465e+07 + i 3.487320e+06 ; 1.655999e+07 + i -7.238295e+06 ; -9.732920e+07 + i 1.298311e+07 ; -9.732978e+07 + i 1.298285e+07 ; -8.281529e+09 + i 5.352609e+08 ; -1.611639e+07 + i -1.684902e+06 ; -1.612098e+07 + i -1.685398e+06 ; 2.630200e+09 + i -2.848866e+08 ; 1.436583e+08 + i -5.170947e+06 ; 1.436558e+08 + i -5.172047e+06 ; -1.225955e+09 + i 1.330645e+08 ; -6.981123e+07 + i 2.335847e+06 ; -1.059909e+07 + i -3.413825e+05 ; -2.839572e+08 + i -8.841049e+06 ; 6.650005e+08 + i -7.683566e+07 ; 3.828042e+07 + i -3.465190e+06 ; -1.225951e+09 + i 1.330656e+08 ; -1.059735e+07 + i -3.412655e+05 ; -6.981077e+07 + i 2.335759e+06 ; -2.839586e+08 + i -8.840425e+06 ; 3.829450e+07 + i -3.459121e+06 ; 6.650010e+08 + i -7.683542e+07 ; -2.257870e+08 + i 4.295138e+07 ; -3.379198e+07 + i 1.979175e+06 ; -3.378587e+07 + i 1.981235e+06 ; -1.279806e+08 + i 1.591467e+07 ; 1.810368e+08 + i -2.613859e+07 ; 1.810373e+08 + i -2.613828e+07 ; 
1.564733e+07 + i 6.513434e+04 ; -3.786123e+07 + i 6.397617e+06 ; -2.835031e+06 + i 1.365541e+05 ; 3.051831e+07 + i -1.171046e+06 ; -2.424366e+08 + i 2.640733e+07 ; -6.923075e+06 + i -1.996692e+04 ; -8.369444e+07 + i 7.367384e+06 ; -3.495025e+07 + i 5.058617e+06 ; -8.738137e+05 + i -1.209747e+05 ; -1.970986e+08 + i 2.375941e+07 ; -1.210671e+08 + i 7.660188e+06 ; 7.156309e+06 + i -5.471309e+05 ; 1.255952e+07 + i -2.225313e+05 ; -2.974287e+07 + i 5.103952e+06 ; -4.728632e+06 + i 3.682968e+05 ; 2.099506e+07 + i -1.102006e+06 ; -1.284081e+08 + i 1.692384e+07 ; -1.523301e+07 + i 6.880512e+05 ; -4.999362e+07 + i 5.425375e+06 ; -2.663043e+07 + i 4.182022e+06 ; 4.628245e+06 + i -1.169322e+06 ; -9.870153e+07 + i 1.304748e+07 ; -8.128001e+07 + i 8.252578e+06 ; 5.416014e+07 + i -7.348281e+06 ; -2.079201e+07 + i -1.309352e+06 ; -8.301080e+09 + i 5.359787e+08 ; -1.924175e+07 + i -1.604482e+06 ; -7.543654e+07 + i 2.799898e+06 ; -1.239216e+09 + i 1.339695e+08 ; -1.359327e+07 + i -2.968935e+05 ; 1.307092e+08 + i -4.732093e+06 ; 2.623498e+09 + i -2.847564e+08 ; 1.414025e+08 + i -5.151721e+06 ; 6.599247e+08 + i -7.667526e+07 ; -2.904137e+08 + i -8.521873e+06 ; 3.732994e+07 + i -3.367194e+06 ; -1.478220e+07 + i -5.594553e+04 ; -1.233672e+09 + i 1.338685e+08 ; -7.511860e+07 + i 2.683778e+06 ; -3.997635e+07 + i 2.343700e+06 ; -2.323046e+08 + i 4.374667e+07 ; -3.881750e+07 + i 2.210863e+06 ; 2.971654e+07 + i -2.996820e+06 ; -2.863461e+08 + i -8.503695e+06 ; 6.626885e+08 + i -7.671177e+07 ; 1.764982e+08 + i -2.593207e+07 ; -1.319146e+08 + i 1.628473e+07 ; 1.799268e+08 + i -2.601870e+07 ; 
1.565003e+07 + i 6.555116e+04 ; -2.835111e+06 + i 1.365382e+05 ; -3.785775e+07 + i 6.398374e+06 ; 3.051867e+07 + i -1.170910e+06 ; -6.923048e+06 + i -1.996139e+04 ; -2.424307e+08 + i 2.640836e+07 ; 1.256072e+07 + i -2.224422e+05 ; -4.728595e+06 + i 3.683048e+05 ; -2.974090e+07 + i 5.104458e+06 ; 2.099382e+07 + i -1.102320e+06 ; -1.523313e+07 + i 6.879360e+05 ; -1.284059e+08 + i 1.692402e+07 ; -8.369423e+07 + i 7.367363e+06 ; -8.739899e+05 + i -1.210531e+05 ; -3.495114e+07 + i 5.058281e+06 ; -1.970989e+08 + i 2.375930e+07 ; 7.155843e+06 + i -5.473709e+05 ; -1.210697e+08 + i 7.658792e+06 ; -4.998846e+07 + i 5.426546e+06 ; 4.628459e+06 + i -1.169228e+06 ; -2.663136e+07 + i 4.181744e+06 ; -9.870051e+07 + i 1.304783e+07 ; 5.416050e+07 + i -7.348187e+06 ; -8.127703e+07 + i 8.253187e+06 ; -2.080104e+07 + i -1.310651e+06 ; -1.924197e+07 + i -1.604505e+06 ; -8.301089e+09 + i 5.359747e+08 ; -7.543657e+07 + i 2.799844e+06 ; -1.359381e+07 + i -2.969865e+05 ; -1.239233e+09 + i 1.339679e+08 ; -1.478684e+07 + i -5.625929e+04 ; -7.512081e+07 + i 2.682488e+06 ; -1.233710e+09 + i 1.338486e+08 ; -3.997193e+07 + i 2.345321e+06 ; -3.881890e+07 + i 2.210204e+06 ; -2.323158e+08 + i 4.374475e+07 ; 1.307084e+08 + i -4.732086e+06 ; 1.414011e+08 + i -5.152516e+06 ; 2.623478e+09 + i -2.847663e+08 ; 6.599254e+08 + i -7.667497e+07 ; 3.732843e+07 + i -3.367882e+06 ; -2.904239e+08 + i -8.525845e+06 ; 2.969934e+07 + i -3.000693e+06 ; 6.626883e+08 + i -7.671189e+07 ; -2.863467e+08 + i -8.504298e+06 ; 1.764938e+08 + i -2.593331e+07 ; 1.799254e+08 + i -2.601907e+07 ; -1.319251e+08 + i 1.628401e+07 ; 
1.005039e+08 + i -6.152185e+06 ; 8.740797e+05 + i 8.799388e+04 ; 8.737536e+05 + i 8.793194e+04 ; 2.124007e+08 + i -1.638527e+07 ; -1.097734e+06 + i 5.314681e+05 ; -1.098753e+06 + i 5.314281e+05 ; 5.102037e+07 + i -6.257868e+06 ; -6.846767e+06 + i 1.382117e+06 ; 1.019475e+06 + i 4.769926e+04 ; 7.903182e+07 + i -1.158210e+07 ; -2.937690e+07 + i 5.013029e+06 ; 4.433614e+05 + i 3.424173e+05 ; 5.102090e+07 + i -6.257728e+06 ; 1.019505e+06 + i 4.764612e+04 ; -6.846692e+06 + i 1.382141e+06 ; 7.903198e+07 + i -1.158182e+07 ; 4.425787e+05 + i 3.418700e+05 ; -2.937680e+07 + i 5.013004e+06 ; 2.667690e+07 + i -4.948843e+06 ; -5.358036e+06 + i 1.123862e+06 ; -5.358266e+06 + i 1.123777e+06 ; 2.939324e+07 + i -7.016524e+06 ; -1.980126e+07 + i 3.592067e+06 ; -1.980132e+07 + i 3.591958e+06 ; 2.630319e+09 + i -2.848442e+08 ; -1.429721e+08 + i 4.934311e+06 ; -1.429690e+08 + i 4.935778e+06 ; -8.303222e+09 + i 5.361978e+08 ; 1.939886e+07 + i 1.656940e+06 ; 1.940324e+07 + i 1.657526e+06 ; -2.836512e+08 + i -8.819704e+06 ; -6.698935e+08 + i 7.638722e+07 ; -3.736096e+07 + i 3.326599e+06 ; -1.236415e+09 + i 1.339570e+08 ; 7.580539e+07 + i -2.543261e+06 ; 1.375355e+07 + i 3.072475e+05 ; -2.836577e+08 + i -8.820137e+06 ; -3.737057e+07 + i 3.321625e+06 ; -6.698937e+08 + i 7.638704e+07 ; -1.236407e+09 + i 1.339598e+08 ; 1.375147e+07 + i 3.068905e+05 ; 7.580492e+07 + i -2.543297e+06 ; -1.278646e+08 + i 1.591410e+07 ; -1.810991e+08 + i 2.593558e+07 ; -1.811003e+08 + i 2.593506e+07 ; -2.304711e+08 + i 4.366142e+07 ; 3.930199e+07 + i -2.177847e+06 ; 3.930107e+07 + i -2.178469e+06 ; 
-1.561210e+06 + i 4.402751e+05 ; -1.468445e+07 + i 2.372950e+06 ; -1.444605e+06 + i 9.339249e+04 ; -4.909094e+05 + i 5.767207e+05 ; -3.790058e+07 + i 6.382583e+06 ; -3.590479e+06 + i 1.172236e+05 ; -4.109452e+07 + i 2.205512e+06 ; -1.312055e+07 + i 2.083634e+06 ; -9.820650e+05 + i 4.339285e+04 ; -8.566226e+07 + i 6.516328e+06 ; -3.492701e+07 + i 5.062361e+06 ; -1.510523e+06 + i -1.188881e+04 ; -8.178710e+04 + i 3.872383e+05 ; -1.235126e+07 + i 2.099102e+06 ; -2.000150e+06 + i 1.600470e+05 ; 2.126601e+06 + i 4.001717e+05 ; -2.976726e+07 + i 5.095866e+06 ; -5.898713e+06 + i 3.418784e+05 ; -3.005459e+07 + i 2.135205e+06 ; -1.117080e+07 + i 1.858718e+06 ; 8.181630e+05 + i -2.543657e+05 ; -5.588080e+07 + i 5.099629e+06 ; -2.661620e+07 + i 4.184242e+06 ; 6.775756e+06 + i -1.243349e+06 ; 7.692381e+07 + i -2.070646e+06 ; -1.239501e+09 + i 1.339061e+08 ; -1.355840e+07 + i -3.233022e+05 ; 1.884384e+07 + i 1.885404e+06 ; -8.309108e+09 + i 5.361180e+08 ; -1.931954e+07 + i -1.691686e+06 ; -7.000840e+08 + i 7.523538e+07 ; -2.905391e+08 + i -8.525779e+06 ; 3.771376e+07 + i -3.370288e+06 ; -1.511577e+08 + i 4.233523e+06 ; 2.617513e+09 + i -2.847792e+08 ; 1.434114e+08 + i -4.975311e+06 ; 3.917957e+07 + i -1.916716e+06 ; -2.323503e+08 + i 4.374289e+07 ; -3.906223e+07 + i 2.171153e+06 ; 1.312016e+07 + i 4.562085e+05 ; -1.240616e+09 + i 1.340585e+08 ; -7.569309e+07 + i 2.519224e+06 ; -1.926261e+08 + i 2.591428e+07 ; -1.319422e+08 + i 1.628236e+07 ; 1.818994e+08 + i -2.600201e+07 ; -4.117345e+07 + i 3.234250e+06 ; -2.918411e+08 + i -8.471787e+06 ; 6.708203e+08 + i -7.647283e+07 ; 
-1.560329e+06 + i 4.404575e+05 ; -1.444661e+06 + i 9.337871e+04 ; -1.468568e+07 + i 2.372730e+06 ; -4.920021e+05 + i 5.765886e+05 ; -3.590512e+06 + i 1.172128e+05 ; -3.790364e+07 + i 6.382154e+06 ; -8.158145e+04 + i 3.872203e+05 ; -2.000158e+06 + i 1.600484e+05 ; -1.235301e+07 + i 2.098660e+06 ; 2.124644e+06 + i 3.996867e+05 ; -5.898799e+06 + i 3.418462e+05 ; -2.977176e+07 + i 5.094767e+06 ; -4.109452e+07 + i 2.205505e+06 ; -9.821589e+05 + i 4.335204e+04 ; -1.312156e+07 + i 2.083379e+06 ; -8.566288e+07 + i 6.516175e+06 ; -1.510802e+06 + i -1.202043e+04 ; -3.492891e+07 + i 5.061753e+06 ; -3.005260e+07 + i 2.135795e+06 ; 8.182155e+05 + i -2.543412e+05 ; -1.117220e+07 + i 1.858345e+06 ; -5.588146e+07 + i 5.099670e+06 ; 6.775773e+06 + i -1.243341e+06 ; -2.661781e+07 + i 4.183690e+06 ; 7.692510e+07 + i -2.070273e+06 ; -1.355881e+07 + i -3.233556e+05 ; -1.239515e+09 + i 1.339054e+08 ; 1.884859e+07 + i 1.886002e+06 ; -1.931984e+07 + i -1.691714e+06 ; -8.309115e+09 + i 5.361153e+08 ; 3.917705e+07 + i -1.917554e+06 ; -3.906363e+07 + i 2.170485e+06 ; -2.323605e+08 + i 4.374150e+07 ; 1.312082e+07 + i 4.557907e+05 ; -7.569535e+07 + i 2.517936e+06 ; -1.240672e+09 + i 1.340338e+08 ; -7.000839e+08 + i 7.523534e+07 ; 3.771257e+07 + i -3.370854e+06 ; -2.905494e+08 + i -8.530154e+06 ; -1.511574e+08 + i 4.233418e+06 ; 1.434095e+08 + i -4.976304e+06 ; 2.617493e+09 + i -2.847888e+08 ; -1.926217e+08 + i 2.591575e+07 ; 1.818986e+08 + i -2.600211e+07 ; -1.319329e+08 + i 1.628751e+07 ; -4.116627e+07 + i 3.235945e+06 ; 6.708197e+08 + i -7.647310e+07 ; -2.918443e+08 + i -8.473121e+06 ; 
7.896304e+07 + i -1.159656e+07 ; 2.574858e+07 + i -4.878460e+06 ; -2.859344e+06 + i 6.724030e+05 ; 1.153465e+08 + i -2.029718e+07 ; 2.058770e+08 + i -2.303630e+07 ; -2.209514e+07 + i 1.543541e+06 ; 2.123652e+08 + i -1.639233e+07 ; 4.958538e+06 + i -9.825995e+05 ; -4.753957e+06 + i 1.003388e+06 ; 5.065187e+08 + i -5.386388e+07 ; 4.561761e+07 + i -1.665815e+06 ; -4.404391e+07 + i 1.922486e+06 ; 2.935962e+07 + i -7.022549e+06 ; 1.906117e+07 + i -3.505063e+06 ; -1.841007e+07 + i 3.494741e+06 ; 1.655717e+07 + i -7.232962e+06 ; 1.019759e+08 + i -1.282612e+07 ; -9.851017e+07 + i 1.295753e+07 ; 7.901033e+07 + i -1.158522e+07 ; 2.984807e+06 + i -6.639589e+05 ; -2.486238e+07 + i 4.862474e+06 ; 1.153330e+08 + i -2.031339e+07 ; 2.288540e+07 + i -1.439187e+06 ; -1.988824e+08 + i 2.339655e+07 ; -1.226086e+09 + i 1.330179e+08 ; 7.273466e+07 + i -2.288385e+06 ; -1.070808e+07 + i -3.620221e+05 ; -2.839703e+08 + i -8.895650e+06 ; -6.963862e+08 + i 7.540646e+07 ; 3.861454e+07 + i -3.457652e+06 ; -8.281613e+09 + i 5.352272e+08 ; 1.663183e+07 + i 1.767377e+06 ; -1.628119e+07 + i -1.728634e+06 ; 2.630114e+09 + i -2.849159e+08 ; -1.500472e+08 + i 4.689781e+06 ; 1.452701e+08 + i -4.984585e+06 ; -2.258227e+08 + i 4.294200e+07 ; 3.535090e+07 + i -1.840677e+06 ; -3.410688e+07 + i 1.954730e+06 ; -1.279946e+08 + i 1.589924e+07 ; -1.896322e+08 + i 2.598344e+07 ; 1.832069e+08 + i -2.611907e+07 ; -1.225955e+09 + i 1.330662e+08 ; 1.102755e+07 + i 4.128356e+05 ; -7.055384e+07 + i 2.247730e+06 ; -2.839380e+08 + i -8.836104e+06 ; -4.005960e+07 + i 3.358504e+06 ; 6.729440e+08 + i -7.653999e+07 ; 
8.459820e+07 + i -7.315966e+06 ; -3.490215e+07 + i 5.078699e+06 ; 8.805458e+05 + i 1.234138e+05 ; 1.992140e+08 + i -2.371076e+07 ; -1.210058e+08 + i 7.691916e+06 ; -7.250334e+06 + i 5.389593e+05 ; -1.582176e+07 + i -1.143523e+05 ; -3.788563e+07 + i 6.386982e+06 ; 2.866244e+06 + i -1.333427e+05 ; -3.091883e+07 + i 1.052744e+06 ; -2.424611e+08 + i 2.639317e+07 ; 6.995015e+06 + i 3.078579e+04 ; 5.053562e+07 + i -5.405541e+06 ; -2.660200e+07 + i 4.193301e+06 ; -4.686277e+06 + i 1.174586e+06 ; 9.976372e+07 + i -1.303583e+07 ; -8.125595e+07 + i 8.266206e+06 ; -5.481418e+07 + i 7.336567e+06 ; -1.269851e+07 + i 1.922939e+05 ; -2.975760e+07 + i 5.097567e+06 ; 4.785348e+06 + i -3.638803e+05 ; -2.125792e+07 + i 1.043972e+06 ; -1.284187e+08 + i 1.691684e+07 ; 1.541512e+07 + i -6.680027e+05 ; -1.319734e+08 + i 4.910979e+06 ; 2.623756e+09 + i -2.847047e+08 ; -1.431585e+08 + i 4.940887e+06 ; -6.674863e+08 + i 7.639076e+07 ; -2.903940e+08 + i -8.567808e+06 ; -3.777367e+07 + i 3.338849e+06 ; 2.119223e+07 + i 1.323973e+06 ; -8.301157e+09 + i 5.359526e+08 ; 1.943106e+07 + i 1.648676e+06 ; 7.607977e+07 + i -3.060770e+06 ; -1.239275e+09 + i 1.339746e+08 ; 1.372300e+07 + i 3.183256e+05 ; -3.005883e+07 + i 3.002541e+06 ; -2.862824e+08 + i -8.483008e+06 ; -6.706674e+08 + i 7.640882e+07 ; -1.784888e+08 + i 2.592214e+07 ; -1.319151e+08 + i 1.627695e+07 ; -1.820480e+08 + i 2.600672e+07 ; 1.492461e+07 + i 6.018503e+04 ; -1.233695e+09 + i 1.338597e+08 ; 7.603553e+07 + i -2.573769e+06 ; 4.040252e+07 + i -2.330562e+06 ; -2.323180e+08 + i 4.374243e+07 ; 3.928869e+07 + i -2.165020e+06 ; 
1.268765e+07 + i -2.046188e+05 ; 4.952868e+06 + i -3.481590e+05 ; -2.973621e+07 + i 5.105696e+06 ; 2.118924e+07 + i -1.081865e+06 ; 1.595194e+07 + i -6.003576e+05 ; -1.284123e+08 + i 1.692302e+07 ; 1.580844e+07 + i 9.162926e+04 ; 2.966685e+06 + i -1.197993e+05 ; -3.785895e+07 + i 6.398085e+06 ; 3.082433e+07 + i -1.133962e+06 ; 7.237013e+06 + i 7.493536e+04 ; -2.424353e+08 + i 2.640663e+07 ; -5.053515e+07 + i 5.400935e+06 ; -4.856411e+06 + i 1.182719e+06 ; -2.662948e+07 + i 4.182110e+06 ; -9.981381e+07 + i 1.300947e+07 ; -5.674679e+07 + i 7.263260e+06 ; -8.127094e+07 + i 8.254636e+06 ; -8.462510e+07 + i 7.302774e+06 ; 9.006313e+05 + i 1.229972e+05 ; -3.494824e+07 + i 5.058880e+06 ; -1.992904e+08 + i 2.367760e+07 ; -7.515453e+06 + i 4.961206e+05 ; -1.210627e+08 + i 7.660332e+06 ; -1.502812e+07 + i -8.550650e+04 ; 7.859865e+07 + i -2.232532e+06 ; -1.233924e+09 + i 1.337987e+08 ; -4.054805e+07 + i 2.293440e+06 ; 4.064802e+07 + i -2.016220e+06 ; -2.323638e+08 + i 4.373838e+07 ; -2.105842e+07 + i -1.363704e+06 ; 2.006052e+07 + i 1.810196e+06 ; -8.301159e+09 + i 5.359521e+08 ; -7.636698e+07 + i 2.692313e+06 ; 1.418907e+07 + i 4.004543e+05 ; -1.239275e+09 + i 1.339600e+08 ; 3.006556e+07 + i -3.058170e+06 ; -6.941185e+08 + i 7.518910e+07 ; -2.863214e+08 + i -8.497092e+06 ; 1.785135e+08 + i -2.594283e+07 ; -1.884643e+08 + i 2.589102e+07 ; -1.319194e+08 + i 1.628572e+07 ; 1.322530e+08 + i -4.541335e+06 ; -1.479992e+08 + i 4.294532e+06 ; 2.623489e+09 + i -2.847613e+08 ; 6.672816e+08 + i -7.636649e+07 ; -3.903678e+07 + i 3.306144e+06 ; -2.904293e+08 + i -8.524861e+06 ; 
5.098859e+07 + i -6.264778e+06 ; 7.066505e+06 + i -1.412669e+06 ; 1.031205e+06 + i 4.996390e+04 ; 7.898222e+07 + i -1.158533e+07 ; 3.059137e+07 + i -5.047557e+06 ; 4.527783e+05 + i 3.478577e+05 ; 1.005063e+08 + i -6.151589e+06 ; -1.100245e+06 + i -1.442154e+05 ; 8.811021e+05 + i 8.997756e+04 ; 2.123908e+08 + i -1.638484e+07 ; 7.469494e+05 + i -6.388539e+05 ; -1.115522e+06 + i 5.348775e+05 ; 2.665256e+07 + i -4.953703e+06 ; 5.539014e+06 + i -1.146853e+06 ; -5.418485e+06 + i 1.127112e+06 ; 2.934669e+07 + i -7.023273e+06 ; 2.062706e+07 + i -3.623545e+06 ; -2.002194e+07 + i 3.598361e+06 ; 5.102124e+07 + i -6.257363e+06 ; -1.186255e+06 + i -8.312065e+04 ; -6.922923e+06 + i 1.385945e+06 ; 7.902098e+07 + i -1.158259e+07 ; -6.806537e+05 + i -4.051542e+05 ; -2.970149e+07 + i 5.019592e+06 ; -2.847001e+08 + i -9.036958e+06 ; 7.017402e+08 + i -7.466933e+07 ; -3.772587e+07 + i 3.312992e+06 ; -1.236325e+09 + i 1.339728e+08 ; -7.338230e+07 + i 3.252294e+06 ; 1.391149e+07 + i 3.341218e+05 ; 2.629998e+09 + i -2.849395e+08 ; 1.436819e+08 + i -5.233583e+06 ; -1.445297e+08 + i 4.758649e+06 ; -8.303204e+09 + i 5.362046e+08 ; -2.030849e+07 + i -1.890867e+06 ; 1.961500e+07 + i 1.707612e+06 ; -1.280560e+08 + i 1.589152e+07 ; 1.895879e+08 + i -2.574917e+07 ; -1.830965e+08 + i 2.592161e+07 ; -2.305180e+08 + i 4.364605e+07 ; -4.065491e+07 + i 2.021723e+06 ; 3.973415e+07 + i -2.138318e+06 ; -2.836532e+08 + i -8.813348e+06 ; 3.862080e+07 + i -3.240768e+06 ; -6.772239e+08 + i 7.613166e+07 ; -1.236395e+09 + i 1.339638e+08 ; -1.424126e+07 + i -4.007917e+05 ; 7.663584e+07 + i -2.448139e+06 ; 
4.167401e+07 + i -2.128092e+06 ; -1.317171e+07 + i 2.069065e+06 ; 9.929004e+05 + i -4.221156e+04 ; 8.683740e+07 + i -6.387440e+06 ; -3.504355e+07 + i 5.032572e+06 ; 1.527078e+06 + i 1.447005e+04 ; 1.776391e+06 + i -3.943415e+05 ; -1.468071e+07 + i 2.375865e+06 ; 1.460201e+06 + i -9.202180e+04 ; 9.032897e+05 + i -4.930763e+05 ; -3.788126e+07 + i 6.390622e+06 ; 3.627546e+06 + i -1.129657e+05 ; 3.047721e+07 + i -2.086415e+06 ; -1.120324e+07 + i 1.850740e+06 ; -8.269671e+05 + i 2.558944e+05 ; 5.664881e+07 + i -5.026161e+06 ; -2.667519e+07 + i 4.171567e+06 ; -6.849656e+06 + i 1.246127e+06 ; 2.158184e+05 + i -3.631222e+05 ; -1.234579e+07 + i 2.101604e+06 ; 2.022430e+06 + i -1.584228e+05 ; -1.910240e+06 + i -3.620316e+05 ; -2.975010e+07 + i 5.101336e+06 ; 5.964058e+06 + i -3.356889e+05 ; 7.081558e+08 + i -7.469166e+07 ; -2.915985e+08 + i -8.745561e+06 ; -3.813772e+07 + i 3.343507e+06 ; 1.470214e+08 + i -5.157188e+06 ; 2.617394e+09 + i -2.848143e+08 ; -1.449791e+08 + i 4.793322e+06 ; -7.190333e+07 + i 3.130923e+06 ; -1.239188e+09 + i 1.339952e+08 ; 1.367207e+07 + i 3.421020e+05 ; -1.899023e+07 + i -1.932580e+06 ; -8.309068e+09 + i 5.361331e+08 ; 1.946744e+07 + i 1.727704e+06 ; 1.947213e+08 + i -2.584982e+07 ; -1.321159e+08 + i 1.626654e+07 ; -1.839008e+08 + i 2.598983e+07 ; 4.115470e+07 + i -3.241524e+06 ; -2.917618e+08 + i -8.443788e+06 ; -6.781577e+08 + i 7.621879e+07 ; -3.911914e+07 + i 1.919101e+06 ; -2.323664e+08 + i 4.373235e+07 ; 3.949111e+07 + i -2.130194e+06 ; -1.310786e+07 + i -4.556550e+05 ; -1.240629e+09 + i 1.340510e+08 ; 7.652140e+07 + i -2.422112e+06 ; 
