1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -8.410924e-02 + i -4.514757e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.410924e-02 + i -4.514757e-02 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.465713e-05 + i -1.437388e-05 ; -3.052428e-02 + i -1.638461e-02 ; -3.052428e-02 + i -1.638461e-02 ; -1.561891e-02 + i -8.384947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.130677e-03 + i -3.291920e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.063967e-02 + i -5.712225e-03 ; -6.259040e-03 + i -3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.970619e-03 + i -2.669232e-03 ; -2.069203e-03 + i -1.110692e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.063967e-02 + i -5.712225e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; -4.970619e-03 + i -2.669232e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.069203e-03 + i -1.110692e-03 ; -7.469753e-03 + i -4.010700e-03 ; -4.732660e-03 + i -2.540364e-03 ; -4.732660e-03 + i -2.540364e-03 ; -4.070273e-03 + i -2.185951e-03 ; -1.759338e-03 + i -9.443652e-04 ; -1.759338e-03 + i -9.443652e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; 0.000000e+00 + i -0.000000e+00 ; -8.410924e-02 + i -4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -8.410924e-02 + i -4.514757e-02 ; -3.052428e-02 + i -1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; -3.052428e-02 + i -1.638461e-02 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.048582e-03 + i 1.635259e-03 ; -0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; 4.151573e-03 + i 2.227314e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.069203e-03 + i -1.110692e-03 ; 2.191745e-03 + i 1.175332e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.746559e-03 + i 1.473142e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.732660e-03 + i -2.540364e-03 ; 3.714376e-03 + i 1.992639e-03 ; -1.733866e-03 + i -9.306925e-04 ; -1.759338e-03 + i -9.443652e-04 ; 2.019521e-03 + i 1.082887e-03 ; -4.717302e-04 + i -2.532121e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; -8.410924e-02 + i -4.514757e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.410924e-02 + i -4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; -3.052428e-02 + i -1.638461e-02 ; -3.052428e-02 + i -1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.048582e-03 + i 1.635259e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.746559e-03 + i 1.473142e-03 ; -6.259040e-03 + i -3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.151573e-03 + i 2.227314e-03 ; -2.069203e-03 + i -1.110692e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.191745e-03 + i 1.175332e-03 ; -4.732660e-03 + i -2.540364e-03 ; -1.733866e-03 + i -9.306925e-04 ; 3.714376e-03 + i 1.992639e-03 ; -1.759338e-03 + i -9.443652e-04 ; -4.717302e-04 + i -2.532121e-04 ; 2.019521e-03 + i 1.082887e-03 ; 
-3.172171e-01 + i -1.702747e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 8.410924e-02 + i 4.514757e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; 8.410924e-02 + i 4.514757e-02 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.465713e-05 + i -1.437388e-05 ; 3.052428e-02 + i 1.638461e-02 ; 3.052428e-02 + i 1.638461e-02 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.133924e-02 + i -3.292639e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.561891e-02 + i -8.384947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.485409e-02 + i -1.334214e-02 ; -2.585943e-02 + i -1.388064e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.063967e-02 + i -5.712225e-03 ; -6.259040e-03 + i -3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.485409e-02 + i -1.334214e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.585943e-02 + i -1.388064e-02 ; -1.063967e-02 + i -5.712225e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; -1.136961e-02 + i -6.104039e-03 ; -1.478773e-02 + i -7.937652e-03 ; -1.478773e-02 + i -7.937652e-03 ; -7.469753e-03 + i -4.010700e-03 ; -4.732660e-03 + i -2.540364e-03 ; -4.732660e-03 + i -2.540364e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; 8.410924e-02 + i 4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.052428e-02 + i 1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; -3.052428e-02 + i -1.638461e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -8.410924e-02 + i -4.514757e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.063258e-02 + i 1.644160e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.585943e-02 + i -1.388064e-02 ; 4.919279e-03 + i 2.639398e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; 4.151573e-03 + i 2.227314e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.987088e-02 + i 1.066502e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.478773e-02 + i -7.937652e-03 ; 5.656303e-03 + i 3.035013e-03 ; -8.550081e-03 + i -4.589453e-03 ; -4.732660e-03 + i -2.540364e-03 ; 3.714376e-03 + i 1.992639e-03 ; -1.733866e-03 + i -9.306925e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; 8.410924e-02 + i 4.514757e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; 3.052428e-02 + i 1.638461e-02 ; -3.052428e-02 + i -1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; 0.000000e+00 + i -0.000000e+00 ; -8.410924e-02 + i -4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.063258e-02 + i 1.644160e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.987088e-02 + i 1.066502e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -2.585943e-02 + i -1.388064e-02 ; 0.000000e+00 + i -0.000000e+00 ; 4.919279e-03 + i 2.639398e-03 ; -6.259040e-03 + i -3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.151573e-03 + i 2.227314e-03 ; -1.478773e-02 + i -7.937652e-03 ; -8.550081e-03 + i -4.589453e-03 ; 5.656303e-03 + i 3.035013e-03 ; -4.732660e-03 + i -2.540364e-03 ; -1.733866e-03 + i -9.306925e-04 ; 3.714376e-03 + i 1.992639e-03 ; 
1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 8.410924e-02 + i 4.514757e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.465713e-05 + i -1.437388e-05 ; 3.052428e-02 + i 1.638461e-02 ; -3.052428e-02 + i -1.638461e-02 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.410924e-02 + i -4.514757e-02 ; -1.063967e-02 + i -5.712225e-03 ; 6.259040e-03 + i 3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.970619e-03 + i -2.669232e-03 ; 2.069203e-03 + i 1.110692e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.561891e-02 + i -8.384947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.130677e-03 + i -3.291920e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -7.469753e-03 + i -4.010700e-03 ; 4.732660e-03 + i 2.540364e-03 ; -4.732660e-03 + i -2.540364e-03 ; -4.070273e-03 + i -2.185951e-03 ; 1.759338e-03 + i 9.443652e-04 ; -1.759338e-03 + i -9.443652e-04 ; -1.063967e-02 + i -5.712225e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; -4.970619e-03 + i -2.669232e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.069203e-03 + i -1.110692e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; -0.000000e+00 + i -0.000000e+00 ; 8.410924e-02 + i 4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 8.410924e-02 + i 4.514757e-02 ; 3.052428e-02 + i 1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; 3.052428e-02 + i 1.638461e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.259040e-03 + i 3.359684e-03 ; 4.151573e-03 + i 2.227314e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.069203e-03 + i 1.110692e-03 ; 2.191745e-03 + i 1.175332e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.048582e-03 + i 1.635259e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.732660e-03 + i 2.540364e-03 ; 3.714376e-03 + i 1.992639e-03 ; 1.733866e-03 + i 9.306925e-04 ; 1.759338e-03 + i 9.443652e-04 ; 2.019521e-03 + i 1.082887e-03 ; 4.717302e-04 + i 2.532121e-04 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.746559e-03 + i 1.473142e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; 0.000000e+00 + i -0.000000e+00 ; 8.410924e-02 + i 4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; -3.052428e-02 + i -1.638461e-02 ; 3.052428e-02 + i 1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; -8.410924e-02 + i -4.514757e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.746559e-03 + i 1.473142e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.048582e-03 + i 1.635259e-03 ; -4.732660e-03 + i -2.540364e-03 ; 1.733866e-03 + i 9.306925e-04 ; 3.714376e-03 + i 1.992639e-03 ; -1.759338e-03 + i -9.443652e-04 ; 4.717302e-04 + i 2.532121e-04 ; 2.019521e-03 + i 1.082887e-03 ; -6.259040e-03 + i -3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.151573e-03 + i 2.227314e-03 ; -2.069203e-03 + i -1.110692e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.191745e-03 + i 1.175332e-03 ; 
-2.806672e-02 + i -1.506660e-02 ; -8.410924e-02 + i -4.514757e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.465713e-05 + i -1.437388e-05 ; -3.052428e-02 + i -1.638461e-02 ; 3.052428e-02 + i 1.638461e-02 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; 8.410924e-02 + i 4.514757e-02 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.485409e-02 + i -1.334214e-02 ; 2.585943e-02 + i 1.388064e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.063967e-02 + i -5.712225e-03 ; 6.259040e-03 + i 3.359684e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.133924e-02 + i -3.292639e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.561891e-02 + i -8.384947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.136961e-02 + i -6.104039e-03 ; 1.478773e-02 + i 7.937652e-03 ; -1.478773e-02 + i -7.937652e-03 ; -7.469753e-03 + i -4.010700e-03 ; 4.732660e-03 + i 2.540364e-03 ; -4.732660e-03 + i -2.540364e-03 ; -2.485409e-02 + i -1.334214e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.585943e-02 + i -1.388064e-02 ; -1.063967e-02 + i -5.712225e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.259040e-03 + i -3.359684e-03 ; 
-8.410924e-02 + i -4.514757e-02 ; -2.806672e-02 + i -1.506660e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.172171e-01 + i -1.702747e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.664137e+00 + i 3.564898e-01 ; -0.000000e+00 + i -0.000000e+00 ; -3.052428e-02 + i -1.638461e-02 ; -2.465713e-05 + i -1.437388e-05 ; 3.052428e-02 + i 1.638461e-02 ; -0.000000e+00 + i -0.000000e+00 ; -2.806672e-02 + i -1.506660e-02 ; 8.410924e-02 + i 4.514757e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.604251e-02 + i 3.008097e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.585439e-01 + i 8.510097e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.585943e-02 + i 1.388064e-02 ; 4.919279e-03 + i 2.639398e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.259040e-03 + i 3.359684e-03 ; 4.151573e-03 + i 2.227314e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.063258e-02 + i 1.644160e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.786267e-03 + i 4.178320e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.478773e-02 + i 7.937652e-03 ; 5.656303e-03 + i 3.035013e-03 ; 8.550081e-03 + i 4.589453e-03 ; 4.732660e-03 + i 2.540364e-03 ; 3.714376e-03 + i 1.992639e-03 ; 1.733866e-03 + i 9.306925e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.987088e-02 + i 1.066502e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.444646e-03 + i 3.458174e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
