-6.262762e+08+1.437500e+05j	0.000000e+00+0.000000e+00j	0.000000e+00+0.000000e+00j	3.000702e+08+-3.226071e+04j	0.000000e+00+0.000000e+00j	0.000000e+00+0.000000e+00j	3.772938e+07+1.755444e+04j	0.000000e+00+0.000000e+00j	0.000000e+00+0.000000e+00j	1.128715e+07+2.252964e+04j	0.000000e+00+0.000000e+00j	0.000000e+00+0.000000e+00j	-1.494451e+08+5.313690e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	2.678299e+07+1.964400e+04j	7.951624e+07+-1.509822e+04j	0.000000e+00+0.000000e+00j	1.898690e+07+2.109596e+04j	1.612490e+07+-3.044188e+03j	0.000000e+00+0.000000e+00j	8.225486e+06+2.309185e+04j	4.289987e+06+-7.858480e+02j	0.000000e+00+0.000000e+00j	-1.857144e+07+2.821246e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-5.200451e+06+2.566224e+04j	1.612490e+07+-3.044188e+03j	0.000000e+00+0.000000e+00j	3.463514e+06+2.398686e+04j	9.979105e+06+-1.857003e+03j	0.000000e+00+0.000000e+00j	3.576703e+06+2.391667e+04j	4.461670e+06+-7.892725e+02j	0.000000e+00+0.000000e+00j	-5.450008e+06+2.562192e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.214478e+06+2.518745e+04j	4.289987e+06+-7.858480e+02j	0.000000e+00+0.000000e+00j	-1.413550e+05+2.457440e+04j	4.461670e+06+-7.892725e+02j	0.000000e+00+0.000000e+00j	1.081819e+06+2.429346e+04j	2.976614e+06+-4.780177e+02j	0.000000e+00+0.000000e+00j	
-2.269267e+06+2.488145e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.686920e+06+2.476111e+04j	1.525130e+06+-2.508573e+02j	0.000000e+00+0.000000e+00j	-5.939690e+05+2.452441e+04j	2.035923e+06+-3.090576e+02j	0.000000e+00+0.000000e+00j	1.724151e+05+2.433045e+04j	1.754067e+06+-2.167872e+02j	0.000000e+00+0.000000e+00j	-1.143135e+06+2.449304e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-9.433156e+05+2.444544e+04j	6.630501e+05+-7.745768e+01j	0.000000e+00+0.000000e+00j	-5.040597e+05+2.433309e+04j	1.011348e+06+-9.519508e+01j	0.000000e+00+0.000000e+00j	-9.598901e+04+2.420745e+04j	1.022758e+06+-4.908828e+01j	0.000000e+00+0.000000e+00j	-6.491552e+05+2.418688e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-5.666759e+05+2.416163e+04j	3.318330e+05+-5.003280e+00j	0.000000e+00+0.000000e+00j	-3.681914e+05+2.409521e+04j	5.472682e+05+1.201045e+01j	0.000000e+00+0.000000e+00j	-1.509332e+05+2.400613e+04j	6.136351e+05+5.715041e+01j	0.000000e+00+0.000000e+00j	-4.003469e+05+2.388998e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.615115e+05+2.387310e+04j	1.840133e+05+3.250791e+01j	0.000000e+00+0.000000e+00j	-2.626394e+05+2.382581e+04j	3.188029e+05+7.425377e+01j	0.000000e+00+0.000000e+00j	-1.425432e+05+2.375554e+04j	3.830467e+05+1.291746e+02j	0.000000e+00+0.000000e+00j	
-2.623483e+05+2.357744e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.421746e+05+2.356418e+04j	1.102925e+05+5.582672e+01j	0.000000e+00+0.000000e+00j	-1.888613e+05+2.352580e+04j	1.974727e+05+1.159144e+02j	0.000000e+00+0.000000e+00j	-1.194055e+05+2.346555e+04j	2.489438e+05+1.825262e+02j	0.000000e+00+0.000000e+00j	-1.802042e+05+2.323955e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.688971e+05+2.322807e+04j	7.025681e+04+7.261622e+01j	0.000000e+00+0.000000e+00j	-1.382302e+05+2.319425e+04j	1.287175e+05+1.473275e+02j	0.000000e+00+0.000000e+00j	-9.625997e+04+2.313969e+04j	1.679684e+05+2.253967e+02j	0.000000e+00+0.000000e+00j	-1.286141e+05+2.287230e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.218812e+05+2.286179e+04j	4.700154e+04+8.607302e+01j	0.000000e+00+0.000000e+00j	-1.032752e+05+2.283058e+04j	8.756007e+04+1.732085e+02j	0.000000e+00+0.000000e+00j	-7.688028e+04+2.277948e+04j	1.172172e+05+2.620921e+02j	0.000000e+00+0.000000e+00j	-9.483510e+04+2.247419e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-9.062346e+04+2.246427e+04j	3.273791e+04+9.766205e+01j	0.000000e+00+0.000000e+00j	-7.882114e+04+2.243468e+04j	6.175336e+04+1.958543e+02j	0.000000e+00+0.000000e+00j	-6.162075e+04+2.238589e+04j	8.428758e+04+2.949242e+02j	0.000000e+00+0.000000e+00j	
-7.197962e+04+2.204488e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-6.923504e+04+2.203536e+04j	2.358723e+04+1.081057e+02j	0.000000e+00+0.000000e+00j	-6.146138e+04+2.200690e+04j	4.491981e+04+2.164476e+02j	0.000000e+00+0.000000e+00j	-4.989510e+04+2.195979e+04j	6.223951e+04+3.251679e+02j	0.000000e+00+0.000000e+00j	-5.610636e+04+2.158470e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-5.425499e+04+2.157548e+04j	1.749095e+04+1.177809e+02j	0.000000e+00+0.000000e+00j	-4.896730e+04+2.154789e+04j	3.356016e+04+2.356248e+02j	0.000000e+00+0.000000e+00j	-4.097091e+04+2.150211e+04j	4.705496e+04+3.535442e+02j	0.000000e+00+0.000000e+00j	-4.485131e+04+2.109435e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-4.356500e+04+2.108538e+04j	1.329678e+04+1.268927e+02j	0.000000e+00+0.000000e+00j	-3.986674e+04+2.105851e+04j	2.566536e+04+2.537401e+02j	0.000000e+00+0.000000e+00j	-3.420088e+04+2.101387e+04j	3.632988e+04+3.804684e+02j	0.000000e+00+0.000000e+00j	-3.673924e+04+2.057478e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.582238e+04+2.056602e+04j	1.033000e+04+1.355560e+02j	0.000000e+00+0.000000e+00j	-3.317209e+04+2.053980e+04j	2.003535e+04+2.709947e+02j	0.000000e+00+0.000000e+00j	-2.906876e+04+2.049620e+04j	2.858107e+04+4.061824e+02j	0.000000e+00+0.000000e+00j	
-3.081811e+04+2.002708e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.014976e+04+2.001853e+04j	8.179908e+03+1.438360e+02j	0.000000e+00+0.000000e+00j	-2.820931e+04+1.999292e+04j	1.592809e+04+2.875041e+02j	0.000000e+00+0.000000e+00j	-2.517884e+04+1.995031e+04j	2.286739e+04+4.308264e+02j	0.000000e+00+0.000000e+00j	-2.645537e+04+1.945252e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.595841e+04+1.944417e+04j	6.588011e+03+1.517694e+02j	0.000000e+00+0.000000e+00j	-2.451030e+04+1.941914e+04j	1.287047e+04+3.033332e+02j	0.000000e+00+0.000000e+00j	-2.223233e+04+1.937751e+04j	1.857608e+04+4.544799e+02j	0.000000e+00+0.000000e+00j	-2.321997e+04+1.885243e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.284386e+04+1.884428e+04j	5.386742e+03+1.593762e+02j	0.000000e+00+0.000000e+00j	-2.174447e+04+1.881984e+04j	1.055260e+04+3.185173e+02j	0.000000e+00+0.000000e+00j	-2.000454e+04+1.877918e+04j	1.529877e+04+4.771847e+02j	0.000000e+00+0.000000e+00j	-2.081160e+04+1.822825e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.052235e+04+1.822030e+04j	4.464621e+03+1.666661e+02j	0.000000e+00+0.000000e+00j	-1.967466e+04+1.819645e+04j	8.766487e+03+3.330731e+02j	0.000000e+00+0.000000e+00j	-1.832612e+04+1.815677e+04j	1.275741e+04+4.989599e+02j	0.000000e+00+0.000000e+00j	
-1.494451e+08+5.313690e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	2.678299e+07+1.964400e+04j	0.000000e+00+0.000000e+00j	7.951624e+07+-1.509822e+04j	1.898690e+07+2.109596e+04j	0.000000e+00+0.000000e+00j	1.612490e+07+-3.044188e+03j	8.225486e+06+2.309185e+04j	0.000000e+00+0.000000e+00j	4.289987e+06+-7.858480e+02j	-5.273325e+07+3.474222e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	2.261924e+05+2.467023e+04j	2.887449e+07+-5.476352e+03j	2.887449e+07+-5.476352e+03j	1.038796e+07+2.271023e+04j	1.022897e+07+-1.923973e+03j	1.022897e+07+-1.923973e+03j	6.129953e+06+2.347051e+04j	3.382703e+06+-6.134733e+02j	3.382703e+06+-6.134733e+02j	-1.326290e+07+2.718433e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-4.955489e+06+2.559619e+04j	1.022897e+07+-1.923973e+03j	5.114483e+06+-9.619866e+02j	1.988728e+06+2.424757e+04j	7.438736e+06+-1.374347e+03j	3.719368e+06+-6.871737e+02j	2.781586e+06+2.404828e+04j	3.709594e+06+-6.463955e+02j	1.854797e+06+-3.231978e+02j	-4.644474e+06+2.544940e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.890587e+06+2.510644e+04j	3.382703e+06+-6.134733e+02j	1.127568e+06+-2.044911e+02j	-3.097421e+05+2.458694e+04j	3.709594e+06+-6.463955e+02j	1.236531e+06+-2.154652e+02j	8.580192e+05+2.431655e+04j	2.602029e+06+-4.068717e+02j	8.673431e+05+-1.356239e+02j	
-2.068203e+06+2.482383e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.564060e+06+2.471836e+04j	1.322940e+06+-2.124523e+02j	3.307349e+05+-5.311308e+01j	-5.937940e+05+2.450499e+04j	1.803355e+06+-2.648919e+02j	4.508387e+05+-6.622297e+01j	1.175645e+05+2.432151e+04j	1.591320e+06+-1.858984e+02j	3.978301e+05+-4.647460e+01j	-1.075926e+06+2.446093e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-8.941754e+05+2.441677e+04j	6.037614e+05+-6.620659e+01j	1.207523e+05+-1.324132e+01j	-4.901407e+05+2.431112e+04j	9.297981e+05+-7.972801e+01j	1.859596e+05+-1.594560e+01j	-1.071590e+05+2.419028e+04j	9.519139e+05+-3.566901e+01j	1.903828e+05+-7.133803e+00j	-6.219814e+05+2.416247e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-5.448302e+05+2.413824e+04j	3.106443e+05+-9.938574e-01j	5.177405e+04+-1.656429e-01j	-3.581108e+05+2.407406e+04j	5.148610e+05+1.813500e+01j	8.581017e+04+3.022501e+00j	-1.515921e+05+2.398705e+04j	5.812297e+05+6.325828e+01j	9.687162e+04+1.054305e+01j	-3.877991e+05+2.386845e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.508384e+05+2.385193e+04j	1.752472e+05+3.415437e+01j	2.503532e+04+4.879196e+00j	-2.564413e+05+2.380551e+04j	3.044603e+05+7.694071e+01j	4.349434e+04+1.099153e+01j	-1.411028e+05+2.373617e+04j	3.672791e+05+1.321132e+02j	5.246844e+04+1.887332e+01j	
-2.559612e+05+2.355721e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.365412e+05+2.354410e+04j	1.062371e+05+5.657552e+01j	1.327963e+04+7.071940e+00j	-1.851225e+05+2.350608e+04j	1.905301e+05+1.171900e+02j	2.381626e+04+1.464875e+01j	-1.178949e+05+2.344629e+04j	2.407894e+05+1.840104e+02j	3.009868e+04+2.300130e+01j	-1.767034e+05+2.322000e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.657324e+05+2.320858e+04j	6.820846e+04+7.298104e+01j	7.578718e+03+8.109005e+00j	-1.359414e+05+2.317495e+04j	1.250979e+05+1.479666e+02j	1.389976e+04+1.644073e+01j	-9.507664e+04+2.312063e+04j	1.635093e+05+2.261709e+02j	1.816771e+04+2.513011e+01j	-1.265814e+05+2.285318e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-1.200114e+05+2.284271e+04j	4.589122e+04+8.625702e+01j	4.589122e+03+8.625702e+00j	-1.018411e+05+2.281159e+04j	8.555220e+04+1.735361e+02j	8.555221e+03+1.735361e+01j	-7.602471e+04+2.276063e+04j	1.146547e+05+2.624983e+02j	1.146547e+04+2.624983e+01j	-9.359963e+04+2.245539e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-8.947244e+04+2.244549e+04j	3.210007e+04+9.775372e+01j	2.918188e+03+8.886703e+00j	-7.790047e+04+2.241596e+04j	6.057982e+04+1.960183e+02j	5.507256e+03+1.781984e+01j	-6.101792e+04+2.236726e+04j	8.274909e+04+2.951281e+02j	7.522645e+03+2.682983e+01j	
-7.120065e+04+2.202635e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-6.850240e+04+2.201685e+04j	2.320259e+04+1.081467e+02j	1.933549e+03+9.012228e+00j	-6.085699e+04+2.198843e+04j	4.420267e+04+2.165198e+02j	3.683556e+03+1.804332e+01j	-4.947296e+04+2.194137e+04j	6.127955e+04+3.252544e+02j	5.106629e+03+2.710453e+01j	-5.560045e+04+2.156642e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-5.377573e+04+2.155721e+04j	1.724923e+04+1.177923e+02j	1.326864e+03+9.060943e+00j	-4.856269e+04+2.152965e+04j	3.310480e+04+2.356423e+02j	2.546523e+03+1.812633e+01j	-4.067484e+04+2.148391e+04j	4.643528e+04+3.535585e+02j	3.571944e+03+2.719681e+01j	-4.451477e+04+2.107632e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-4.324444e+04+2.106735e+04j	1.313941e+04+1.268856e+02j	9.385292e+02+9.063260e+00j	-3.959133e+04+2.104051e+04j	2.536641e+04+2.537230e+02j	1.811887e+03+1.812307e+01j	-3.399233e+04+2.099590e+04j	3.591763e+04+3.804360e+02j	2.565545e+03+2.717400e+01j	-3.651104e+04+2.055699e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-3.560409e+04+2.054824e+04j	1.022433e+04+1.355368e+02j	6.816219e+02+9.035785e+00j	-3.298204e+04+2.052203e+04j	1.983327e+04+2.709545e+02j	1.322218e+03+1.806364e+01j	-2.892114e+04+2.047847e+04j	2.829937e+04+4.061181e+02j	1.886625e+03+2.707454e+01j	
-3.066101e+04+2.000954e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.999900e+04+2.000100e+04j	8.107007e+03+1.438082e+02j	5.066880e+02+8.988014e+00j	-2.807673e+04+1.997540e+04j	1.578790e+04+2.874474e+02j	9.867438e+02+1.796547e+01j	-2.507392e+04+1.993283e+04j	2.267022e+04+4.307391e+02j	1.416889e+03+2.692120e+01j	-2.634594e+04+1.943524e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.585316e+04+1.942690e+04j	6.536495e+03+1.517353e+02j	3.844997e+02+8.925604e+00j	-2.441706e+04+1.940189e+04j	1.277095e+04+3.032643e+02j	7.512325e+02+1.783908e+01j	-2.215756e+04+1.936028e+04j	1.843506e+04+4.543751e+02j	1.084415e+03+2.672795e+01j	-2.314312e+04+1.883543e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.276981e+04+1.882728e+04j	5.349549e+03+1.593371e+02j	2.971972e+02+8.852059e+00j	-2.167855e+04+1.880286e+04j	1.048047e+04+3.184387e+02j	5.822485e+02+1.769104e+01j	-1.995122e+04+1.876222e+04j	1.519592e+04+4.770660e+02j	8.442178e+02+2.650367e+01j	-2.075733e+04+1.821153e+04j	-0.000000e+00+0.000000e+00j	-0.000000e+00+0.000000e+00j	-2.047001e+04+1.820358e+04j	4.437246e+03+1.666230e+02j	2.335393e+02+8.769631e+00j	-1.962793e+04+1.817975e+04j	8.713222e+03+3.329866e+02j	4.585907e+02+1.752561e+01j	-1.828815e+04+1.814009e+04j	1.268106e+04+4.988296e+02j	6.674240e+02+2.625419e+01j	
