-9.566988e+09 + i 6.928942e+08 ; -1.849652e+07 + i -2.553130e+06 ; -1.850051e+07 + i -2.553871e+06 ; 3.176237e+09 + i -3.826405e+08 ; 1.573553e+08 + i -4.162284e+06 ; 1.573541e+08 + i -4.163294e+06 ; -1.493543e+09 + i 1.816432e+08 ; -8.340799e+07 + i 2.175585e+06 ; -1.413456e+07 + i -7.980508e+05 ; -2.908070e+08 + i -2.114741e+07 ; 8.062557e+08 + i -1.036502e+08 ; 4.363342e+07 + i -3.751770e+06 ; -1.493543e+09 + i 1.816437e+08 ; -1.413311e+07 + i -7.976050e+05 ; -8.340756e+07 + i 2.175575e+06 ; -2.908099e+08 + i -2.114723e+07 ; 4.364155e+07 + i -3.745615e+06 ; 8.062559e+08 + i -1.036500e+08 ; -3.025806e+08 + i 6.222581e+07 ; -4.425812e+07 + i 2.203504e+06 ; -4.425407e+07 + i 2.205491e+06 ; -1.564247e+08 + i 1.856127e+07 ; 2.247930e+08 + i -3.620123e+07 ; 2.247930e+08 + i -3.620098e+07 ; 2.478183e+08 + i -2.060927e+07 ; 1.848066e+06 + i -6.928716e+05 ; 1.848979e+06 + i -6.927401e+05 ; 1.152347e+08 + i -7.448730e+06 ; -7.980942e+05 + i -1.559202e+05 ; -7.981783e+05 + i -1.559431e+05 ; 9.923107e+07 + i -1.565186e+07 ; 3.751771e+07 + i -7.151910e+06 ; -1.906374e+04 + i -4.859341e+05 ; 6.245300e+07 + i -8.100043e+06 ; 9.033490e+06 + i -2.055366e+06 ; -1.004829e+06 + i -1.047563e+05 ; 9.923135e+07 + i -1.565144e+07 ; -1.869689e+04 + i -4.852794e+05 ; 3.751780e+07 + i -7.151866e+06 ; 6.245298e+07 + i -8.099945e+06 ; -1.004605e+06 + i -1.045819e+05 ; 9.033484e+06 + i -2.055371e+06 ; 4.049170e+07 + i -1.016171e+07 ; 2.557448e+07 + i -5.194028e+06 ; 2.557437e+07 + i -5.194100e+06 ; 3.485341e+07 + i -6.800544e+06 ; 7.126676e+06 + i -1.687210e+06 ; 7.126621e+06 + i -1.687210e+06 ; 
-5.707135e+05 + i 4.979237e+05 ; 2.419182e+06 + i -1.645615e+05 ; -1.591633e+07 + i 3.022679e+06 ; 1.784097e+06 + i 5.731674e+05 ; 6.967549e+06 + i -3.033873e+05 ; -3.840042e+07 + i 7.267604e+06 ; -2.227633e+06 + i 5.179376e+05 ; 1.711770e+06 + i -8.294825e+04 ; -1.876379e+07 + i 3.391974e+06 ; -1.253281e+06 + i 7.318892e+05 ; 4.100651e+06 + i -4.878776e+04 ; -4.873396e+07 + i 9.005651e+06 ; -3.511404e+07 + i 2.509158e+06 ; -1.236577e+06 + i 4.143634e+05 ; -1.433933e+07 + i 2.641616e+06 ; -6.678457e+07 + i 6.453783e+06 ; -9.172567e+06 + i 1.823767e+06 ; -3.381991e+07 + i 5.757082e+06 ; -4.713213e+07 + i 2.462841e+06 ; 1.169705e+06 + i -1.648817e+04 ; -1.670982e+07 + i 2.934611e+06 ; -1.007579e+08 + i 8.022741e+06 ; 1.696155e+06 + i 8.646218e+04 ; -4.379147e+07 + i 6.791281e+06 ; 4.455350e+07 + i -1.776211e+06 ; 4.607648e+07 + i -1.865585e+06 ; -3.047435e+08 + i 6.225628e+07 ; 1.340333e+07 + i 9.789067e+05 ; 8.716457e+07 + i -1.391916e+06 ; -1.498392e+09 + i 1.815766e+08 ; 8.547214e+07 + i -1.314933e+06 ; 1.441038e+07 + i 9.405357e+05 ; -1.496857e+09 + i 1.814980e+08 ; 1.787690e+07 + i 2.878586e+06 ; 1.908349e+07 + i 2.862714e+06 ; -9.573254e+09 + i 6.926468e+08 ; -2.409556e+08 + i 3.583174e+07 ; -2.363210e+08 + i 3.586372e+07 ; -1.611915e+08 + i 1.896361e+07 ; -4.744012e+07 + i 3.738392e+06 ; -8.469394e+08 + i 1.003617e+08 ; -2.998692e+08 + i -2.084008e+07 ; -8.527132e+08 + i 1.001928e+08 ; -4.524316e+07 + i 3.806249e+06 ; -2.984298e+08 + i -2.088937e+07 ; -1.682324e+08 + i 2.578032e+06 ; -1.654674e+08 + i 2.728217e+06 ; 3.162631e+09 + i -3.827175e+08 ; 
9.920276e+07 + i -1.566287e+07 ; -3.923780e+06 + i 8.849490e+05 ; 3.383764e+07 + i -7.010432e+06 ; 1.494649e+08 + i -2.878718e+07 ; -2.551639e+07 + i 1.650638e+06 ; 2.496102e+08 + i -3.108211e+07 ; 4.048302e+07 + i -1.016723e+07 ; -2.421774e+07 + i 5.089672e+06 ; 2.492007e+07 + i -5.081667e+06 ; 2.721566e+07 + i -1.121600e+07 ; -1.219428e+08 + i 1.783422e+07 ; 1.254673e+08 + i -1.758771e+07 ; 2.478223e+08 + i -2.060645e+07 ; -6.375362e+06 + i 1.255328e+06 ; 6.557631e+06 + i -1.225056e+06 ; 6.104571e+08 + i -7.246673e+07 ; -4.951024e+07 + i 1.709576e+06 ; 5.085117e+07 + i -1.390598e+06 ; 9.923614e+07 + i -1.565331e+07 ; -3.288386e+07 + i 7.020563e+06 ; 4.043907e+06 + i -8.691267e+05 ; 1.494699e+08 + i -2.880563e+07 ; -2.426173e+08 + i 3.167893e+07 ; 2.622788e+07 + i -1.508735e+06 ; -1.481417e+09 + i 1.805684e+08 ; -1.089152e+07 + i -8.185646e+05 ; 8.007519e+07 + i -1.767214e+06 ; -2.910514e+08 + i -2.122783e+07 ; 4.542504e+07 + i -3.907392e+06 ; -8.408785e+08 + i 1.012839e+08 ; -2.966944e+08 + i 6.133745e+07 ; -3.883397e+07 + i 1.931220e+06 ; 3.998371e+07 + i -1.782736e+06 ; -1.565401e+08 + i 1.855031e+07 ; 2.293767e+08 + i -3.632888e+07 ; -2.360001e+08 + i 3.600698e+07 ; -9.542742e+09 + i 6.919592e+08 ; -1.502789e+07 + i -2.568161e+06 ; 1.543334e+07 + i 2.647458e+06 ; 3.176246e+09 + i -3.826611e+08 ; 1.606601e+08 + i -4.017066e+06 ; -1.655825e+08 + i 3.475522e+06 ; -1.481374e+09 + i 1.805999e+08 ; -7.754960e+07 + i 1.833243e+06 ; 1.115895e+07 + i 8.876368e+05 ; -2.911159e+08 + i -2.117815e+07 ; 8.172186e+08 + i -1.032626e+08 ; -4.680006e+07 + i 3.763049e+06 ; 
1.379323e+07 + i 3.717490e+04 ; -3.837790e+07 + i 7.277925e+06 ; 5.721852e+06 + i -3.638490e+05 ; 2.400836e+07 + i -1.005816e+06 ; -1.589862e+08 + i 2.328440e+07 ; 1.777484e+07 + i -5.086562e+05 ; -6.091755e+07 + i 7.031102e+06 ; -3.382263e+07 + i 5.756330e+06 ; -6.737565e+06 + i 1.764425e+06 ; -1.234696e+08 + i 1.790927e+07 ; -9.729801e+07 + i 1.040103e+07 ; -7.000523e+07 + i 1.000916e+07 ; 1.677363e+07 + i 4.650958e+05 ; -4.870295e+07 + i 9.021087e+06 ; 3.309200e+06 + i -7.852584e+04 ; 3.441626e+07 + i -8.970890e+05 ; -2.930158e+08 + i 3.568234e+07 ; 7.621393e+06 + i 2.548511e+05 ; -9.975566e+07 + i 9.157115e+06 ; -4.379326e+07 + i 6.791151e+06 ; 7.913164e+05 + i 1.921689e+05 ; -2.435052e+08 + i 3.206230e+07 ; -1.389933e+08 + i 8.861524e+06 ; -8.665549e+06 + i 5.334477e+05 ; -1.587155e+07 + i -5.497338e+05 ; -1.490720e+09 + i 1.814705e+08 ; 8.604734e+07 + i -2.148970e+06 ; -4.615058e+07 + i 2.251698e+06 ; -3.047084e+08 + i 6.226340e+07 ; 4.582871e+07 + i -1.958415e+06 ; 3.590158e+07 + i -3.433728e+06 ; -2.940707e+08 + i -2.085076e+07 ; -8.381865e+08 + i 1.011681e+08 ; 2.243750e+08 + i -3.613357e+07 ; -1.612368e+08 + i 1.894092e+07 ; -2.346749e+08 + i 3.586523e+07 ; -2.061925e+07 + i -2.202644e+06 ; -9.564515e+09 + i 6.925844e+08 ; 1.900258e+07 + i 2.643929e+06 ; -8.447395e+07 + i 2.281738e+06 ; -1.496668e+09 + i 1.815534e+08 ; 1.456020e+07 + i 9.269504e+05 ; 1.463827e+08 + i -3.673681e+06 ; 3.168981e+09 + i -3.825836e+08 ; -1.626933e+08 + i 3.575534e+06 ; 8.114628e+08 + i -1.031530e+08 ; -2.984280e+08 + i -2.090127e+07 ; -4.564151e+07 + i 3.659439e+06 ; 
9.973885e+07 + i -9.174140e+06 ; 7.669489e+05 + i 1.909778e+05 ; -4.377168e+07 + i 6.809929e+06 ; 2.434494e+08 + i -3.210241e+07 ; -8.442094e+06 + i 5.871624e+05 ; -1.389791e+08 + i 8.892920e+06 ; 6.092128e+07 + i -7.036231e+06 ; -6.547996e+06 + i 1.759492e+06 ; -3.380904e+07 + i 5.767509e+06 ; 1.234413e+08 + i -1.793480e+07 ; -6.804083e+07 + i 1.014580e+07 ; -9.729864e+07 + i 1.041380e+07 ; -1.675746e+07 + i -4.868139e+05 ; 3.219516e+06 + i -9.645321e+04 ; -4.871959e+07 + i 9.010421e+06 ; -3.440453e+07 + i 8.145563e+05 ; 7.417289e+06 + i 2.020621e+05 ; -2.930275e+08 + i 3.566982e+07 ; -1.378982e+07 + i -4.980802e+04 ; 5.564087e+06 + i -3.870337e+05 ; -3.839249e+07 + i 7.269297e+06 ; -2.403903e+07 + i 9.640175e+05 ; 1.728573e+07 + i -5.982689e+05 ; -1.589852e+08 + i 2.327920e+07 ; -1.466592e+08 + i 4.013639e+06 ; -1.582893e+08 + i 4.416732e+06 ; 3.169168e+09 + i -3.825264e+08 ; -8.118108e+08 + i 1.031205e+08 ; -4.432312e+07 + i 3.765939e+06 ; -2.983057e+08 + i -2.093887e+07 ; -3.577241e+07 + i 3.418945e+06 ; -8.147464e+08 + i 1.031283e+08 ; -2.940447e+08 + i -2.084016e+07 ; -2.243105e+08 + i 3.614672e+07 ; -2.279985e+08 + i 3.620343e+07 ; -1.612062e+08 + i 1.893612e+07 ; 2.090903e+07 + i 2.204278e+06 ; 1.857977e+07 + i 2.524042e+06 ; -9.564516e+09 + i 6.925865e+08 ; 8.475303e+07 + i -2.641170e+06 ; 1.414828e+07 + i 8.113188e+05 ; -1.496656e+09 + i 1.815747e+08 ; 1.577217e+07 + i 5.098623e+05 ; 8.373176e+07 + i -2.586424e+06 ; -1.490549e+09 + i 1.815330e+08 ; 4.600480e+07 + i -2.318797e+06 ; 4.455694e+07 + i -2.170754e+06 ; -3.046655e+08 + i 6.227780e+07 ; 
6.243007e+07 + i -8.107215e+06 ; 1.040864e+06 + i 1.129390e+05 ; 9.386663e+06 + i -2.085234e+06 ; 9.921302e+07 + i -1.565078e+07 ; 5.919879e+04 + i 5.041197e+05 ; 3.920090e+07 + i -7.149192e+06 ; 3.483851e+07 + i -6.805179e+06 ; -7.255474e+06 + i 1.692825e+06 ; 7.415450e+06 + i -1.709642e+06 ; 4.047038e+07 + i -1.016478e+07 ; -2.604706e+07 + i 5.198484e+06 ; 2.673763e+07 + i -5.202794e+06 ; 1.152324e+08 + i -7.448437e+06 ; 8.353578e+05 + i 1.647492e+05 ; -9.998361e+05 + i -2.235461e+05 ; 2.478391e+08 + i -2.059881e+07 ; -1.829907e+06 + i 7.078150e+05 ; 1.569945e+06 + i -8.184898e+05 ; 6.245148e+07 + i -8.100922e+06 ; -9.194694e+06 + i 2.061008e+06 ; -1.161362e+06 + i -1.505889e+05 ; 9.923715e+07 + i -1.564943e+07 ; -3.820796e+07 + i 7.148059e+06 ; -2.251962e+05 + i -5.667524e+05 ; -2.917282e+08 + i -2.140455e+07 ; -4.430190e+07 + i 3.746878e+06 ; 8.457847e+08 + i -1.002903e+08 ; -1.493519e+09 + i 1.816462e+08 ; 1.436112e+07 + i 8.509599e+05 ; -8.193688e+07 + i 2.884310e+06 ; -1.566457e+08 + i 1.852780e+07 ; -2.290280e+08 + i 3.605673e+07 ; 2.358228e+08 + i -3.565652e+07 ; -3.025640e+08 + i 6.223307e+07 ; 4.506930e+07 + i -2.075106e+06 ; -4.586076e+07 + i 1.950661e+06 ; 3.176144e+09 + i -3.826885e+08 ; -1.596155e+08 + i 3.737932e+06 ; 1.594433e+08 + i -4.194565e+06 ; -9.567004e+09 + i 6.928845e+08 ; 1.871823e+07 + i 2.638126e+06 ; -1.930010e+07 + i -2.845564e+06 ; -2.909883e+08 + i -2.118089e+07 ; -8.213846e+08 + i 1.025930e+08 ; 4.511755e+07 + i -3.657409e+06 ; -1.493642e+09 + i 1.816172e+08 ; 8.430894e+07 + i -1.973559e+06 ; -1.475966e+07 + i -9.715183e+05 ; 
-5.932760e+05 + i 4.937780e+05 ; -1.591591e+07 + i 3.022910e+06 ; 2.422122e+06 + i -1.633427e+05 ; 1.745207e+06 + i 5.664036e+05 ; -3.839888e+07 + i 7.268328e+06 ; 6.974463e+06 + i -3.001952e+05 ; -3.515976e+07 + i 2.501282e+06 ; -1.434347e+07 + i 2.640953e+06 ; -1.227846e+06 + i 4.173596e+05 ; -6.687528e+07 + i 6.437436e+06 ; -3.382820e+07 + i 5.755997e+06 ; -9.149188e+06 + i 1.831822e+06 ; -2.258585e+06 + i 5.122461e+05 ; -1.876311e+07 + i 3.392169e+06 ; 1.713155e+06 + i -8.241380e+04 ; -1.317213e+06 + i 7.211516e+05 ; -4.873236e+07 + i 9.006048e+06 ; 4.102445e+06 + i -4.781495e+04 ; -4.718631e+07 + i 2.456030e+06 ; -1.671443e+07 + i 2.933887e+06 ; 1.176025e+06 + i -1.488097e+04 ; -1.008626e+08 + i 8.013388e+06 ; -4.380100e+07 + i 6.790195e+06 ; 1.708260e+06 + i 8.927711e+04 ; 4.457098e+07 + i -1.751817e+06 ; -3.047345e+08 + i 6.226136e+07 ; 4.606462e+07 + i -1.856506e+06 ; 1.339410e+07 + i 9.844222e+05 ; -1.498381e+09 + i 1.815865e+08 ; 8.657871e+07 + i -1.878744e+06 ; -2.413629e+08 + i 3.571478e+07 ; -1.612428e+08 + i 1.894717e+07 ; -2.362916e+08 + i 3.585918e+07 ; -4.747071e+07 + i 3.667732e+06 ; -2.999759e+08 + i -2.092512e+07 ; -8.467678e+08 + i 1.004999e+08 ; 8.450209e+07 + i -1.467288e+06 ; -1.496879e+09 + i 1.814917e+08 ; 1.439591e+07 + i 9.410389e+05 ; 1.769248e+07 + i 2.826005e+06 ; -9.573256e+09 + i 6.926414e+08 ; 1.897264e+07 + i 2.751550e+06 ; -8.530464e+08 + i 1.002743e+08 ; -2.985405e+08 + i -2.090474e+07 ; -4.525779e+07 + i 3.760579e+06 ; -1.670497e+08 + i 2.832834e+06 ; 3.162631e+09 + i -3.827320e+08 ; -1.648858e+08 + i 3.214183e+06 ; 
4.727652e+07 + i -2.430297e+06 ; 1.116002e+06 + i -3.041938e+04 ; -1.675478e+07 + i 2.918107e+06 ; 1.010322e+08 + i -7.967977e+06 ; 1.617408e+06 + i 6.505263e+04 ; -4.389738e+07 + i 6.756039e+06 ; 3.523391e+07 + i -2.481700e+06 ; -1.217199e+06 + i 4.041260e+05 ; -1.437249e+07 + i 2.630581e+06 ; 6.699210e+07 + i -6.410502e+06 ; -8.931559e+06 + i 1.820959e+06 ; -3.388978e+07 + i 5.735962e+06 ; 2.409273e+06 + i -4.607155e+05 ; 1.671511e+06 + i -8.776421e+04 ; -1.876232e+07 + i 3.394116e+06 ; 1.634303e+06 + i -6.215763e+05 ; 4.006010e+06 + i -6.437663e+04 ; -4.871957e+07 + i 9.013059e+06 ; 7.011538e+05 + i -4.603577e+05 ; 2.356971e+06 + i -1.718384e+05 ; -1.591616e+07 + i 3.023899e+06 ; -1.551256e+06 + i -5.116911e+05 ; 6.785106e+06 + i -3.305223e+05 ; -3.839161e+07 + i 7.271619e+06 ; 8.533032e+08 + i -1.001815e+08 ; -4.478028e+07 + i 3.697965e+06 ; -2.993813e+08 + i -2.115503e+07 ; 1.626533e+08 + i -4.098080e+06 ; -1.601178e+08 + i 4.177683e+06 ; 3.162521e+09 + i -3.827657e+08 ; 2.414489e+08 + i -3.571182e+07 ; -2.299545e+08 + i 3.612440e+07 ; -1.614034e+08 + i 1.891791e+07 ; 4.772852e+07 + i -3.559431e+06 ; -8.224901e+08 + i 1.027253e+08 ; -3.000067e+08 + i -2.092731e+07 ; -7.991609e+07 + i 2.810655e+06 ; 1.407330e+07 + i 8.464473e+05 ; -1.496587e+09 + i 1.815954e+08 ; -1.785615e+07 + i -2.877157e+06 ; 1.852599e+07 + i 2.615291e+06 ; -9.573181e+09 + i 6.926801e+08 ; -4.407220e+07 + i 1.859972e+06 ; 4.479576e+07 + i -2.063783e+06 ; -3.046264e+08 + i 6.228809e+07 ; -1.332895e+07 + i -9.565430e+05 ; 8.413168e+07 + i -2.363608e+06 ; -1.498198e+09 + i 1.816518e+08 ; 
4.046455e+07 + i -1.017149e+07 ; 2.515793e+07 + i -5.082639e+06 ; 2.515763e+07 + i -5.082812e+06 ; 2.720198e+07 + i -1.121106e+07 ; 1.266276e+08 + i -1.751782e+07 ; 1.266275e+08 + i -1.751800e+07 ; 9.920508e+07 + i -1.566204e+07 ; 4.061683e+06 + i -8.750510e+05 ; 3.419805e+07 + i -7.007126e+06 ; 1.494534e+08 + i -2.878806e+07 ; 2.625510e+07 + i -1.525488e+06 ; 2.521595e+08 + i -3.085703e+07 ; 9.920604e+07 + i -1.566194e+07 ; 3.419781e+07 + i -7.007201e+06 ; 4.062621e+06 + i -8.744269e+05 ; 1.494544e+08 + i -2.878796e+07 ; 2.521596e+08 + i -3.085695e+07 ; 2.625632e+07 + i -1.524032e+06 ; 2.478242e+08 + i -2.060620e+07 ; 6.643119e+06 + i -1.222490e+06 ; 6.644665e+06 + i -1.222008e+06 ; 6.104503e+08 + i -7.246278e+07 ; 5.138911e+07 + i -1.304758e+06 ; 5.138869e+07 + i -1.304626e+06 ; -2.967255e+08 + i 6.133124e+07 ; 4.030052e+07 + i -1.687467e+06 ; 4.030128e+07 + i -1.687077e+06 ; -1.565087e+08 + i 1.854467e+07 ; -2.381925e+08 + i 3.586145e+07 ; -2.381919e+08 + i 3.586209e+07 ; -1.481428e+09 + i 1.805659e+08 ; 1.117835e+07 + i 9.042842e+05 ; 8.042736e+07 + i -1.662145e+06 ; -2.910085e+08 + i -2.121647e+07 ; -4.637131e+07 + i 3.821070e+06 ; -8.492752e+08 + i 1.005288e+08 ; -1.481426e+09 + i 1.805670e+08 ; 8.042666e+07 + i -1.662427e+06 ; 1.117569e+07 + i 9.032357e+05 ; -2.910111e+08 + i -2.121645e+07 ; -8.492753e+08 + i 1.005288e+08 ; -4.637641e+07 + i 3.816097e+06 ; -9.542795e+09 + i 6.919307e+08 ; 1.549051e+07 + i 2.682794e+06 ; 1.548440e+07 + i 2.681226e+06 ; 3.176191e+09 + i -3.826856e+08 ; -1.665822e+08 + i 3.283051e+06 ; -1.665840e+08 + i 3.281530e+06 ; 
6.142530e+07 + i -6.996884e+06 ; -3.380387e+07 + i 5.769682e+06 ; 6.814570e+06 + i -1.767124e+06 ; 1.244924e+08 + i -1.787117e+07 ; -9.734620e+07 + i 1.040589e+07 ; 7.073712e+07 + i -9.956417e+06 ; -1.388895e+07 + i -6.628988e+04 ; -3.838623e+07 + i 7.271230e+06 ; -5.785862e+06 + i 3.523206e+05 ; -2.418976e+07 + i 9.516864e+05 ; -1.589679e+08 + i 2.328403e+07 ; -1.792872e+07 + i 4.665231e+05 ; 1.005815e+08 + i -9.084587e+06 ; -4.376582e+07 + i 6.810213e+06 ; -7.835386e+05 + i -1.927270e+05 ; 2.455064e+08 + i -3.196659e+07 ; -1.389799e+08 + i 8.887400e+06 ; 8.752143e+06 + i -5.104284e+05 ; -1.687904e+07 + i -5.113833e+05 ; -4.871243e+07 + i 9.012965e+06 ; -3.343452e+06 + i 7.152116e+04 ; -3.463951e+07 + i 7.849132e+05 ; -2.930138e+08 + i 3.567484e+07 ; -7.700605e+06 + i -2.754989e+05 ; -3.621942e+07 + i 3.406210e+06 ; -2.949590e+08 + i -2.102848e+07 ; 8.469006e+08 + i -1.002371e+08 ; -2.262717e+08 + i 3.607461e+07 ; -1.614297e+08 + i 1.890729e+07 ; 2.370628e+08 + i -3.568931e+07 ; 1.598048e+07 + i 5.649726e+05 ; -1.490483e+09 + i 1.815398e+08 ; -8.192943e+07 + i 2.939087e+06 ; 4.653223e+07 + i -2.203710e+06 ; -3.046336e+08 + i 6.228295e+07 ; -4.580130e+07 + i 1.936084e+06 ; -1.480655e+08 + i 3.748544e+06 ; 3.168895e+09 + i -3.826157e+08 ; 1.593605e+08 + i -4.229279e+06 ; -8.186394e+08 + i 1.026507e+08 ; -2.984649e+08 + i -2.096752e+07 ; 4.554912e+07 + i -3.657174e+06 ; 2.110327e+07 + i 2.267103e+06 ; -9.564484e+09 + i 6.926014e+08 ; -1.934228e+07 + i -2.837347e+06 ; 8.562919e+07 + i -2.457365e+06 ; -1.496650e+09 + i 1.815797e+08 ; -1.471254e+07 + i -9.753255e+05 ; 
6.142777e+07 + i -6.996302e+06 ; 6.814547e+06 + i -1.767148e+06 ; -3.380349e+07 + i 5.769792e+06 ; 1.244928e+08 + i -1.787098e+07 ; 7.073698e+07 + i -9.956467e+06 ; -9.734731e+07 + i 1.040573e+07 ; 1.005819e+08 + i -9.084520e+06 ; -7.834149e+05 + i -1.926322e+05 ; -4.376538e+07 + i 6.810639e+06 ; 2.455064e+08 + i -3.196658e+07 ; 8.752367e+06 + i -5.102289e+05 ; -1.389776e+08 + i 8.889392e+06 ; -1.388767e+07 + i -6.606467e+04 ; -5.785849e+06 + i 3.523388e+05 ; -3.838851e+07 + i 7.270331e+06 ; -2.419050e+07 + i 9.514317e+05 ; -1.792861e+07 + i 4.666877e+05 ; -1.589703e+08 + i 2.328390e+07 ; -1.687459e+07 + i -5.099044e+05 ; -3.343413e+06 + i 7.153013e+04 ; -4.871679e+07 + i 9.011340e+06 ; -3.463806e+07 + i 7.855993e+05 ; -7.700693e+06 + i -2.755235e+05 ; -2.930204e+08 + i 3.567291e+07 ; -3.622699e+07 + i 3.404749e+06 ; 8.469010e+08 + i -1.002369e+08 ; -2.949572e+08 + i -2.102836e+07 ; -2.262718e+08 + i 3.607460e+07 ; 2.370635e+08 + i -3.568910e+07 ; -1.614216e+08 + i 1.890878e+07 ; -1.480698e+08 + i 3.746910e+06 ; 1.593610e+08 + i -4.228689e+06 ; 3.168904e+09 + i -3.826053e+08 ; -8.186392e+08 + i 1.026508e+08 ; 4.554929e+07 + i -3.656837e+06 ; -2.984527e+08 + i -2.096119e+07 ; 1.597587e+07 + i 5.642614e+05 ; -8.192842e+07 + i 2.940315e+06 ; -1.490465e+09 + i 1.815585e+08 ; 4.653520e+07 + i -2.202170e+06 ; -4.580027e+07 + i 1.936856e+06 ; -3.046243e+08 + i 6.228719e+07 ; 2.108950e+07 + i 2.262777e+06 ; -1.934236e+07 + i -2.837429e+06 ; -9.564486e+09 + i 6.926026e+08 ; 8.562973e+07 + i -2.457014e+06 ; -1.471197e+07 + i -9.751744e+05 ; -1.496629e+09 + i 1.815847e+08 ; 
3.482623e+07 + i -6.808355e+06 ; 7.487128e+06 + i -1.707538e+06 ; 7.487168e+06 + i -1.707554e+06 ; 4.045347e+07 + i -1.016617e+07 ; 2.697783e+07 + i -5.195668e+06 ; 2.697790e+07 + i -5.195753e+06 ; 6.243476e+07 + i -8.105711e+06 ; -1.166719e+06 + i -1.471606e+05 ; 9.483657e+06 + i -2.082451e+06 ; 9.921266e+07 + i -1.564990e+07 ; -2.352124e+05 + i -5.615421e+05 ; 3.958153e+07 + i -7.133551e+06 ; 6.243517e+07 + i -8.105572e+06 ; 9.483498e+06 + i -2.082508e+06 ; -1.166870e+06 + i -1.471128e+05 ; 9.921256e+07 + i -1.564967e+07 ; 3.958132e+07 + i -7.133599e+06 ; -2.353020e+05 + i -5.610474e+05 ; 1.152369e+08 + i -7.446955e+06 ; -9.969183e+05 + i -2.207118e+05 ; -9.973067e+05 + i -2.208507e+05 ; 2.478361e+08 + i -2.059788e+07 ; 1.604411e+06 + i -8.107801e+05 ; 1.602909e+06 + i -8.110752e+05 ; -1.567832e+08 + i 1.850326e+07 ; 2.378138e+08 + i -3.555524e+07 ; 2.378128e+08 + i -3.555602e+07 ; -3.025216e+08 + i 6.224539e+07 ; -4.672809e+07 + i 1.706522e+06 ; -4.672830e+07 + i 1.706310e+06 ; -2.917336e+08 + i -2.140166e+07 ; 4.514630e+07 + i -3.596461e+06 ; 8.536180e+08 + i -9.960343e+07 ; -1.493501e+09 + i 1.816535e+08 ; -1.481625e+07 + i -9.780125e+05 ; -8.275133e+07 + i 2.674133e+06 ; -2.917402e+08 + i -2.140265e+07 ; 8.536183e+08 + i -9.960339e+07 ; 4.515110e+07 + i -3.591411e+06 ; -1.493496e+09 + i 1.816562e+08 ; -8.275081e+07 + i 2.674317e+06 ; -1.481363e+07 + i -9.767884e+05 ; 3.175897e+09 + i -3.827825e+08 ; 1.607893e+08 + i -3.918855e+06 ; 1.607909e+08 + i -3.917330e+06 ; -9.566990e+09 + i 6.928911e+08 ; -1.945759e+07 + i -2.899546e+06 ; -1.945183e+07 + i -2.897867e+06 ; 
3.550594e+07 + i -2.448628e+06 ; -1.437166e+07 + i 2.631785e+06 ; 1.231342e+06 + i -4.213275e+05 ; 6.751886e+07 + i -6.357261e+06 ; -3.389016e+07 + i 5.738719e+06 ; 9.218976e+06 + i -1.836701e+06 ; 6.782914e+05 + i -4.749529e+05 ; -1.591379e+07 + i 3.024782e+06 ; -2.450009e+06 + i 1.584166e+05 ; -1.627223e+06 + i -5.431088e+05 ; -3.838442e+07 + i 7.274269e+06 ; -7.051280e+06 + i 2.847889e+05 ; 4.766151e+07 + i -2.370701e+06 ; -1.675596e+07 + i 2.918528e+06 ; -1.203372e+06 + i 6.536415e+03 ; 1.018603e+08 + i -7.863376e+06 ; -4.390164e+07 + i 6.756639e+06 ; -1.771990e+06 + i -1.108304e+05 ; 2.407639e+06 + i -4.689432e+05 ; -1.876042e+07 + i 3.394754e+06 ; -1.737449e+06 + i 7.696463e+04 ; 1.604616e+06 + i -6.399858e+05 ; -4.871555e+07 + i 9.014592e+06 ; -4.159034e+06 + i 3.393826e+04 ; 2.434294e+08 + i -3.559068e+07 ; -1.615962e+08 + i 1.889611e+07 ; 2.387919e+08 + i -3.562489e+07 ; 4.784614e+07 + i -3.548614e+06 ; -3.008836e+08 + i -2.110494e+07 ; 8.547660e+08 + i -9.969312e+07 ; -4.490226e+07 + i 1.620653e+06 ; -3.045928e+08 + i 6.229586e+07 ; -4.644798e+07 + i 1.701670e+06 ; -1.351493e+07 + i -1.015783e+06 ; -1.498123e+09 + i 1.816628e+08 ; -8.257560e+07 + i 2.647401e+06 ; 8.605000e+08 + i -9.953119e+07 ; -2.994573e+08 + i -2.116196e+07 ; 4.564843e+07 + i -3.615155e+06 ; 1.642417e+08 + i -3.771720e+06 ; 3.162271e+09 + i -3.828462e+08 ; 1.613318e+08 + i -3.945846e+06 ; -8.095466e+07 + i 2.566021e+06 ; -1.496581e+09 + i 1.816015e+08 ; -1.453395e+07 + i -9.797021e+05 ; -1.798698e+07 + i -2.920597e+06 ; -9.573152e+09 + i 6.926928e+08 ; -1.925176e+07 + i -2.916619e+06 ; 
