1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -8.449211e-02 + i -1.437529e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; -8.449211e-02 + i -1.437529e-02 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.867659e-05 + i -5.995858e-06 ; -3.066353e-02 + i -5.217023e-03 ; -3.066353e-02 + i -5.217023e-03 ; -1.569343e-02 + i -2.671161e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.161270e-03 + i -1.049381e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.069122e-02 + i -1.820097e-03 ; -6.287932e-03 + i -1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.995786e-03 + i -8.510879e-04 ; -2.078887e-03 + i -3.536972e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.069122e-02 + i -1.820097e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; -4.995786e-03 + i -8.510879e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.078887e-03 + i -3.536972e-04 ; -7.506630e-03 + i -1.278277e-03 ; -4.754553e-03 + i -8.089289e-04 ; -4.754553e-03 + i -8.089289e-04 ; -4.091214e-03 + i -6.971860e-04 ; -1.767589e-03 + i -3.007338e-04 ; -1.767589e-03 + i -3.007338e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.449211e-02 + i -1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -8.449211e-02 + i -1.437529e-02 ; -3.066353e-02 + i -5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; -3.066353e-02 + i -5.217023e-03 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.060858e-03 + i 5.196517e-04 ; -0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; 4.168297e-03 + i 7.080682e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.078887e-03 + i -3.536972e-04 ; 2.200099e-03 + i 3.732042e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.757510e-03 + i 4.680409e-04 ; -0.000000e+00 + i -0.000000e+00 ; -4.754553e-03 + i -8.089289e-04 ; 3.729237e-03 + i 6.333676e-04 ; -1.741887e-03 + i -2.963607e-04 ; -1.767589e-03 + i -3.007338e-04 ; 2.027142e-03 + i 3.437777e-04 ; -4.739427e-04 + i -8.063557e-05 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; -8.449211e-02 + i -1.437529e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; -8.449211e-02 + i -1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; -3.066353e-02 + i -5.217023e-03 ; -3.066353e-02 + i -5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.060858e-03 + i 5.196517e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.757510e-03 + i 4.680409e-04 ; -6.287932e-03 + i -1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.168297e-03 + i 7.080682e-04 ; -2.078887e-03 + i -3.536972e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.200099e-03 + i 3.732042e-04 ; -4.754553e-03 + i -8.089289e-04 ; -1.741887e-03 + i -2.963607e-04 ; 3.729237e-03 + i 6.333676e-04 ; -1.767589e-03 + i -3.007338e-04 ; -4.739427e-04 + i -8.063557e-05 ; 2.027142e-03 + i 3.437777e-04 ; 
-3.186645e-01 + i -5.421797e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 8.449211e-02 + i 1.437529e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.449211e-02 + i 1.437529e-02 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.867659e-05 + i -5.995858e-06 ; 3.066353e-02 + i 5.217023e-03 ; 3.066353e-02 + i 5.217023e-03 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -6.162298e-02 + i -1.048551e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.569343e-02 + i -2.671161e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.497114e-02 + i -4.249650e-03 ; -2.597765e-02 + i -4.419779e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.069122e-02 + i -1.820097e-03 ; -6.287932e-03 + i -1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.497114e-02 + i -4.249650e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.597765e-02 + i -4.419779e-03 ; -1.069122e-02 + i -1.820097e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; -1.142480e-02 + i -1.944905e-03 ; -1.485548e-02 + i -2.527477e-03 ; -1.485548e-02 + i -2.527477e-03 ; -7.506630e-03 + i -1.278277e-03 ; -4.754553e-03 + i -8.089289e-04 ; -4.754553e-03 + i -8.089289e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; 8.449211e-02 + i 1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.066353e-02 + i 5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; -3.066353e-02 + i -5.217023e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -8.449211e-02 + i -1.437529e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.076841e-02 + i 5.233750e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.597765e-02 + i -4.419779e-03 ; 4.938345e-03 + i 8.390819e-04 ; 0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; 4.168297e-03 + i 7.080682e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.995831e-02 + i 3.394544e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.485548e-02 + i -2.527477e-03 ; 5.679128e-03 + i 9.651171e-04 ; -8.589256e-03 + i -1.461356e-03 ; -4.754553e-03 + i -8.089289e-04 ; 3.729237e-03 + i 6.333676e-04 ; -1.741887e-03 + i -2.963607e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; 8.449211e-02 + i 1.437529e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; 3.066353e-02 + i 5.217023e-03 ; -3.066353e-02 + i -5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; 0.000000e+00 + i -0.000000e+00 ; -8.449211e-02 + i -1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.076841e-02 + i 5.233750e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.995831e-02 + i 3.394544e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -2.597765e-02 + i -4.419779e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.938345e-03 + i 8.390819e-04 ; -6.287932e-03 + i -1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.168297e-03 + i 7.080682e-04 ; -1.485548e-02 + i -2.527477e-03 ; -8.589256e-03 + i -1.461356e-03 ; 5.679128e-03 + i 9.651171e-04 ; -4.754553e-03 + i -8.089289e-04 ; -1.741887e-03 + i -2.963607e-04 ; 3.729237e-03 + i 6.333676e-04 ; 
1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 8.449211e-02 + i 1.437529e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.867659e-05 + i -5.995858e-06 ; 3.066353e-02 + i 5.217023e-03 ; -3.066353e-02 + i -5.217023e-03 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 0.000000e+00 + i -0.000000e+00 ; -8.449211e-02 + i -1.437529e-02 ; -1.069122e-02 + i -1.820097e-03 ; 6.287932e-03 + i 1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.995786e-03 + i -8.510879e-04 ; 2.078887e-03 + i 3.536972e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.569343e-02 + i -2.671161e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.161270e-03 + i -1.049381e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -7.506630e-03 + i -1.278277e-03 ; 4.754553e-03 + i 8.089289e-04 ; -4.754553e-03 + i -8.089289e-04 ; -4.091214e-03 + i -6.971860e-04 ; 1.767589e-03 + i 3.007338e-04 ; -1.767589e-03 + i -3.007338e-04 ; -1.069122e-02 + i -1.820097e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; -4.995786e-03 + i -8.510879e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.078887e-03 + i -3.536972e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; -0.000000e+00 + i -0.000000e+00 ; 8.449211e-02 + i 1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 8.449211e-02 + i 1.437529e-02 ; 3.066353e-02 + i 5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; 3.066353e-02 + i 5.217023e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.287932e-03 + i 1.069815e-03 ; 4.168297e-03 + i 7.080682e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.078887e-03 + i 3.536972e-04 ; 2.200099e-03 + i 3.732042e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.060858e-03 + i 5.196517e-04 ; -0.000000e+00 + i -0.000000e+00 ; 4.754553e-03 + i 8.089289e-04 ; 3.729237e-03 + i 6.333676e-04 ; 1.741887e-03 + i 2.963607e-04 ; 1.767589e-03 + i 3.007338e-04 ; 2.027142e-03 + i 3.437777e-04 ; 4.739427e-04 + i 8.063557e-05 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.757510e-03 + i 4.680409e-04 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; 0.000000e+00 + i -0.000000e+00 ; 8.449211e-02 + i 1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; -3.066353e-02 + i -5.217023e-03 ; 3.066353e-02 + i 5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; -8.449211e-02 + i -1.437529e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.757510e-03 + i 4.680409e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.060858e-03 + i 5.196517e-04 ; -4.754553e-03 + i -8.089289e-04 ; 1.741887e-03 + i 2.963607e-04 ; 3.729237e-03 + i 6.333676e-04 ; -1.767589e-03 + i -3.007338e-04 ; 4.739427e-04 + i 8.063557e-05 ; 2.027142e-03 + i 3.437777e-04 ; -6.287932e-03 + i -1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; 4.168297e-03 + i 7.080682e-04 ; -2.078887e-03 + i -3.536972e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.200099e-03 + i 3.732042e-04 ; 
-2.819921e-02 + i -4.798866e-03 ; -8.449211e-02 + i -1.437529e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.867659e-05 + i -5.995858e-06 ; -3.066353e-02 + i -5.217023e-03 ; 3.066353e-02 + i 5.217023e-03 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.449211e-02 + i 1.437529e-02 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.497114e-02 + i -4.249650e-03 ; 2.597765e-02 + i 4.419779e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.069122e-02 + i -1.820097e-03 ; 6.287932e-03 + i 1.069815e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.162298e-02 + i -1.048551e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.569343e-02 + i -2.671161e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.142480e-02 + i -1.944905e-03 ; 1.485548e-02 + i 2.527477e-03 ; -1.485548e-02 + i -2.527477e-03 ; -7.506630e-03 + i -1.278277e-03 ; 4.754553e-03 + i 8.089289e-04 ; -4.754553e-03 + i -8.089289e-04 ; -2.497114e-02 + i -4.249650e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.597765e-02 + i -4.419779e-03 ; -1.069122e-02 + i -1.820097e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.287932e-03 + i -1.069815e-03 ; 
-8.449211e-02 + i -1.437529e-02 ; -2.819921e-02 + i -4.798866e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.186645e-01 + i -5.421797e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.667132e+00 + i 1.135032e-01 ; -0.000000e+00 + i -0.000000e+00 ; -3.066353e-02 + i -5.217023e-03 ; -2.867659e-05 + i -5.995858e-06 ; 3.066353e-02 + i 5.217023e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.819921e-02 + i -4.798866e-03 ; 8.449211e-02 + i 1.437529e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.629291e-02 + i 9.576429e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.592575e-01 + i 2.709459e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.597765e-02 + i 4.419779e-03 ; 4.938345e-03 + i 8.390819e-04 ; -0.000000e+00 + i -0.000000e+00 ; 6.287932e-03 + i 1.069815e-03 ; 4.168297e-03 + i 7.080682e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.076841e-02 + i 5.233750e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.819551e-03 + i 1.329284e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.485548e-02 + i 2.527477e-03 ; 5.679128e-03 + i 9.651171e-04 ; 8.589256e-03 + i 1.461356e-03 ; 4.754553e-03 + i 8.089289e-04 ; 3.729237e-03 + i 6.333676e-04 ; 1.741887e-03 + i 2.963607e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.995831e-02 + i 3.394544e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.471955e-03 + i 1.100007e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
