-4.498257e+10 + i 1.684617e+10 ; 1.517834e+08 + i 1.512053e+07 ; 1.517705e+08 + i 1.512292e+07 ; 2.049168e+10 + i -1.241735e+10 ; 3.781326e+08 + i 7.816043e+08 ; 3.781439e+08 + i 7.815880e+08 ; -9.615574e+09 + i 6.910229e+09 ; -2.309406e+08 + i -4.113859e+08 ; 9.904522e+07 + i -2.766825e+07 ; 3.243335e+08 + i -3.859598e+09 ; 5.531684e+09 + i -3.360887e+09 ; 2.535409e+08 + i 3.077291e+08 ; -9.615584e+09 + i 6.910231e+09 ; 9.909894e+07 + i -2.765518e+07 ; -2.309395e+08 + i -4.113780e+08 ; 3.243121e+08 + i -3.859588e+09 ; 2.536367e+08 + i 3.078166e+08 ; 5.531681e+09 + i -3.360882e+09 ; -2.735668e+09 + i 3.439469e+09 ; -1.763145e+08 + i -2.479953e+08 ; -1.763227e+08 + i -2.479776e+08 ; -1.229456e+09 + i -1.254634e+09 ; 1.837978e+09 + i -1.544290e+09 ; 1.837972e+09 + i -1.544282e+09 ; 1.260891e+09 + i -1.811252e+08 ; 5.067707e+07 + i 3.122599e+07 ; 5.068175e+07 + i 3.122188e+07 ; 4.823051e+08 + i -1.065135e+07 ; 2.141558e+07 + i 1.115255e+06 ; 2.141556e+07 + i 1.114177e+06 ; 8.436398e+08 + i -3.571215e+08 ; 3.540531e+08 + i -3.595344e+08 ; 4.223073e+07 + i 1.657546e+07 ; 4.200812e+08 + i -6.622409e+07 ; 9.695945e+07 + i -1.421533e+08 ; 1.856353e+07 + i -1.829110e+06 ; 8.436348e+08 + i -3.571151e+08 ; 4.224851e+07 + i 1.658968e+07 ; 3.540531e+08 + i -3.595325e+08 ; 4.200802e+08 + i -6.622429e+07 ; 1.857263e+07 + i -1.825381e+06 ; 9.695970e+07 + i -1.421523e+08 ; 5.642257e+08 + i -3.914992e+08 ; 2.541730e+08 + i -2.897162e+08 ; 2.541735e+08 + i -2.897157e+08 ; 3.589479e+08 + i -1.028128e+08 ; 7.831826e+07 + i -1.249944e+08 ; 7.831784e+07 + i -1.249934e+08 ; 
-1.797876e+07 + i -2.083848e+07 ; 1.180296e+07 + i 1.471752e+07 ; -1.448574e+08 + i 1.580156e+08 ; -2.739117e+07 + i -1.132808e+07 ; 2.515603e+07 + i 3.703579e+07 ; -3.361288e+08 + i 3.658059e+08 ; -1.753992e+07 + i -2.706069e+07 ; 1.770207e+06 + i 1.095504e+07 ; -1.630705e+08 + i 1.705046e+08 ; -3.529989e+07 + i -2.801382e+07 ; -2.405575e+06 + i 1.959025e+07 ; -4.175577e+08 + i 4.300198e+08 ; -1.458642e+08 + i -1.562408e+07 ; -1.712156e+07 + i 3.742953e+07 ; -1.597410e+08 + i 1.005964e+08 ; -3.683621e+08 + i 8.347228e+07 ; -8.630088e+07 + i 1.089950e+08 ; -3.453242e+08 + i 1.200485e+08 ; -1.651802e+08 + i -2.691660e+07 ; -1.317357e+06 + i 6.580959e+06 ; -1.760867e+08 + i 1.014578e+08 ; -4.869016e+08 + i 7.443295e+07 ; -1.026596e+07 + i 5.004727e+06 ; -3.945179e+08 + i 9.876928e+07 ; 1.710629e+08 + i 2.315978e+08 ; 1.732098e+08 + i 2.405523e+08 ; -2.728385e+09 + i 3.429459e+09 ; -9.710620e+07 + i 2.111395e+07 ; 2.265573e+08 + i 3.998100e+08 ; -9.611526e+09 + i 6.891689e+09 ; 2.251707e+08 + i 3.905378e+08 ; -9.747831e+07 + i 2.608955e+07 ; -9.606796e+09 + i 6.899750e+09 ; -1.486723e+08 + i -2.059343e+07 ; -1.494694e+08 + i -1.576336e+07 ; -4.497627e+10 + i 1.682726e+10 ; -1.797550e+09 + i 1.497191e+09 ; -1.795074e+09 + i 1.514871e+09 ; -1.244446e+09 + i -1.288641e+09 ; -2.457440e+08 + i -3.135926e+08 ; -5.405182e+09 + i 3.313336e+09 ; 3.114524e+08 + i -3.907509e+09 ; -5.405618e+09 + i 3.295121e+09 ; -2.476518e+08 + i -3.073234e+08 ; 3.118039e+08 + i -3.899806e+09 ; -3.718459e+08 + i -7.730491e+08 ; -3.745537e+08 + i -7.668997e+08 ; 2.048290e+10 + i -1.247270e+10 ; 
8.433968e+08 + i -3.573285e+08 ; -7.093470e+07 + i -4.824656e+07 ; 3.291450e+08 + i -3.800339e+08 ; 1.368845e+09 + i -1.412515e+09 ; -1.120795e+08 + i -1.618764e+08 ; 1.653622e+09 + i -1.056975e+09 ; 5.640452e+08 + i -3.916147e+08 ; -2.403527e+08 + i 2.980810e+08 ; 2.368025e+08 + i -2.957658e+08 ; 4.779764e+08 + i -8.640593e+08 ; -9.179064e+08 + i 6.854486e+08 ; 9.049470e+08 + i -6.810713e+08 ; 1.260782e+09 + i -1.811058e+08 ; -8.535091e+07 + i -7.053611e+07 ; 8.537158e+07 + i 6.886049e+07 ; 3.881468e+09 + i -2.459391e+09 ; -1.392499e+08 + i -2.603186e+08 ; 1.407674e+08 + i 2.540172e+08 ; 8.435673e+08 + i -3.570668e+08 ; -3.339449e+08 + i 3.829841e+08 ; 7.080827e+07 + i 4.693570e+07 ; 1.368484e+09 + i -1.411667e+09 ; -1.676618e+09 + i 1.062797e+09 ; 1.123312e+08 + i 1.581706e+08 ; -9.536432e+09 + i 6.993125e+09 ; 9.562693e+07 + i -1.355899e+07 ; 1.970275e+08 + i 3.852883e+08 ; 3.232536e+08 + i -3.857224e+09 ; 2.518640e+08 + i 3.202376e+08 ; -5.433149e+09 + i 3.314965e+09 ; -2.666391e+09 + i 3.492922e+09 ; -1.576557e+08 + i -2.165199e+08 ; 1.553877e+08 + i 2.165244e+08 ; -1.229245e+09 + i -1.253776e+09 ; 1.838810e+09 + i -1.521759e+09 ; -1.810313e+09 + i 1.510849e+09 ; -4.489200e+10 + i 1.697461e+10 ; 1.471286e+08 + i 2.889614e+07 ; -1.473162e+08 + i -2.978516e+07 ; 2.049109e+10 + i -1.241791e+10 ; 3.767017e+08 + i 7.896556e+08 ; -3.635070e+08 + i -7.931371e+08 ; -9.536058e+09 + i 6.993276e+09 ; -2.101458e+08 + i -3.767173e+08 ; -9.525234e+07 + i 1.346562e+07 ; 3.250099e+08 + i -3.859915e+09 ; 5.512308e+09 + i -3.333544e+09 ; -2.488257e+08 + i -3.186741e+08 ; 
-1.812754e+07 + i 5.304274e+07 ; -3.360532e+08 + i 3.658943e+08 ; 2.713181e+07 + i 3.405366e+07 ; 6.909247e+07 + i 1.315291e+08 ; -1.150123e+09 + i 9.595962e+08 ; 5.273115e+07 + i 8.845329e+07 ; -3.976851e+08 + i 8.406104e+07 ; -3.452801e+08 + i 1.201356e+08 ; -7.972700e+07 + i 1.212078e+08 ; -9.391466e+08 + i 6.771445e+08 ; -6.311409e+08 + i -5.837963e+07 ; -5.153515e+08 + i 4.083930e+08 ; -2.848389e+07 + i 5.008694e+07 ; -4.175201e+08 + i 4.301188e+08 ; -4.428028e+06 + i 1.764054e+07 ; 7.673118e+07 + i 1.698732e+08 ; -1.876943e+09 + i 1.291997e+09 ; -1.857587e+07 + i 2.358924e+07 ; -5.293878e+08 + i 3.943885e+07 ; -3.944963e+08 + i 9.877653e+07 ; -1.808058e+07 + i -2.357948e+06 ; -1.706081e+09 + i 1.046045e+09 ; -6.214664e+08 + i -2.676394e+08 ; -4.828369e+07 + i -5.270943e+07 ; 7.995147e+07 + i -4.456799e+07 ; -9.594955e+09 + i 6.925069e+09 ; 2.205604e+08 + i 4.224542e+08 ; -1.799422e+08 + i -2.574646e+08 ; -2.728127e+09 + i 3.429428e+09 ; 1.730333e+08 + i 2.458416e+08 ; 2.247426e+08 + i 2.638343e+08 ; 3.045796e+08 + i -3.882904e+09 ; -5.421250e+09 + i 3.329796e+09 ; 1.828413e+09 + i -1.548526e+09 ; -1.244896e+09 + i -1.287156e+09 ; -1.802298e+09 + i 1.520250e+09 ; 1.303471e+08 + i -7.789455e+06 ; -4.495894e+10 + i 1.686380e+10 ; -1.520002e+08 + i -1.526999e+07 ; -2.390796e+08 + i -4.211740e+08 ; -9.606536e+09 + i 6.899529e+09 ; -9.853521e+07 + i 2.663016e+07 ; 3.517967e+08 + i 7.197603e+08 ; 2.047616e+10 + i -1.245181e+10 ; -3.652815e+08 + i -7.847392e+08 ; 5.499868e+09 + i -3.360182e+09 ; 3.113234e+08 + i -3.899584e+09 ; -2.471271e+08 + i -3.098643e+08 ; 
5.287723e+08 + i -3.901844e+07 ; -1.801319e+07 + i -2.539936e+06 ; -3.941501e+08 + i 9.870328e+07 ; 1.705213e+09 + i -1.045127e+09 ; -4.798672e+07 + i -5.426636e+07 ; -6.207297e+08 + i -2.683538e+08 ; 3.973117e+08 + i -8.358796e+07 ; -8.094995e+07 + i 1.222931e+08 ; -3.450505e+08 + i 1.200493e+08 ; 9.384719e+08 + i -6.762931e+08 ; -5.227266e+08 + i 4.109978e+08 ; -6.308286e+08 + i -5.883309e+07 ; 2.776283e+07 + i -4.951006e+07 ; -4.517955e+06 + i 1.780730e+07 ; -4.175344e+08 + i 4.300203e+08 ; -7.907736e+07 + i -1.671860e+08 ; -1.889031e+07 + i 2.374923e+07 ; -1.877125e+09 + i 1.291833e+09 ; 1.769769e+07 + i -5.250880e+07 ; 2.733769e+07 + i 3.453904e+07 ; -3.360726e+08 + i 3.657970e+08 ; -7.012085e+07 + i -1.300448e+08 ; 5.300183e+07 + i 8.965690e+07 ; -1.150199e+09 + i 9.594884e+08 ; -3.402767e+08 + i -7.341590e+08 ; -3.667380e+08 + i -7.949588e+08 ; 2.047649e+10 + i -1.245195e+10 ; -5.499085e+09 + i 3.361601e+09 ; -2.511293e+08 + i -3.119166e+08 ; 3.094714e+08 + i -3.897044e+09 ; -2.259707e+08 + i -2.649996e+08 ; -5.499824e+09 + i 3.349290e+09 ; 3.045713e+08 + i -3.882896e+09 ; -1.828452e+09 + i 1.549898e+09 ; -1.830817e+09 + i 1.532650e+09 ; -1.245379e+09 + i -1.285952e+09 ; -1.315581e+08 + i 6.059919e+06 ; -1.526839e+08 + i -1.506538e+07 ; -4.495896e+10 + i 1.686380e+10 ; 2.272803e+08 + i 4.351444e+08 ; -9.946179e+07 + i 2.667866e+07 ; -9.605891e+09 + i 6.900083e+09 ; -8.067547e+07 + i 4.433673e+07 ; 2.218167e+08 + i 4.280086e+08 ; -9.594256e+09 + i 6.925240e+09 ; 1.788847e+08 + i 2.611163e+08 ; 1.742279e+08 + i 2.494339e+08 ; -2.727387e+09 + i 3.429609e+09 ; 
4.200755e+08 + i -6.613337e+07 ; -1.837531e+07 + i 1.695295e+06 ; 9.391882e+07 + i -1.393035e+08 ; 8.437193e+08 + i -3.566669e+08 ; -4.181256e+07 + i -1.670761e+07 ; 3.442722e+08 + i -3.529956e+08 ; 3.589564e+08 + i -1.027259e+08 ; -7.738403e+07 + i 1.238798e+08 ; 7.581836e+07 + i -1.223490e+08 ; 5.643015e+08 + i -3.911574e+08 ; -2.513141e+08 + i 2.872736e+08 ; 2.470079e+08 + i -2.840691e+08 ; 4.822709e+08 + i -1.064933e+07 ; -2.121378e+07 + i -1.130187e+06 ; 2.067208e+07 + i 1.414180e+06 ; 1.260792e+09 + i -1.810782e+08 ; -5.028201e+07 + i -3.096771e+07 ; 4.903869e+07 + i 3.149198e+07 ; 4.200674e+08 + i -6.621486e+07 ; -9.581982e+07 + i 1.409863e+08 ; 1.793482e+07 + i -1.376899e+06 ; 8.435654e+08 + i -3.570661e+08 ; -3.501772e+08 + i 3.568172e+08 ; 4.100937e+07 + i 1.725443e+07 ; 3.229173e+08 + i -3.854694e+09 ; -2.504465e+08 + i -3.076711e+08 ; 5.398928e+09 + i -3.319596e+09 ; -9.615487e+09 + i 6.910168e+09 ; -9.835237e+07 + i 2.748530e+07 ; -2.201851e+08 + i -4.289315e+08 ; -1.229422e+09 + i -1.252339e+09 ; -1.817853e+09 + i 1.532265e+09 ; 1.790288e+09 + i -1.520794e+09 ; -2.735512e+09 + i 3.439551e+09 ; 1.755551e+08 + i 2.455194e+08 ; -1.742235e+08 + i -2.471855e+08 ; 2.049101e+10 + i -1.241783e+10 ; -3.773014e+08 + i -7.756345e+08 ; 3.664032e+08 + i 7.908022e+08 ; -4.498250e+10 + i 1.684611e+10 ; -1.505746e+08 + i -1.459965e+07 ; 1.490328e+08 + i 1.403264e+07 ; 3.238925e+08 + i -3.859079e+09 ; -5.474692e+09 + i 3.340255e+09 ; 2.483767e+08 + i 3.083946e+08 ; -9.615596e+09 + i 6.910300e+09 ; 2.311014e+08 + i 4.093619e+08 ; 9.762581e+07 + i -2.752744e+07 ; 
-1.797713e+07 + i -2.078698e+07 ; -1.448461e+08 + i 1.580182e+08 ; 1.183763e+07 + i 1.474569e+07 ; -2.738297e+07 + i -1.122828e+07 ; -3.361000e+08 + i 3.658151e+08 ; 2.526787e+07 + i 3.716549e+07 ; -1.458017e+08 + i -1.559793e+07 ; -1.597262e+08 + i 1.006319e+08 ; -1.711505e+07 + i 3.741747e+07 ; -3.682366e+08 + i 8.342686e+07 ; -3.452988e+08 + i 1.201645e+08 ; -8.624875e+07 + i 1.089570e+08 ; -1.753833e+07 + i -2.699701e+07 ; -1.630700e+08 + i 1.705051e+08 ; 1.766725e+06 + i 1.096576e+07 ; -3.527429e+07 + i -2.784905e+07 ; -4.175516e+08 + i 4.300196e+08 ; -2.439270e+06 + i 1.961174e+07 ; -1.651046e+08 + i -2.687272e+07 ; -1.760864e+08 + i 1.014738e+08 ; -1.344309e+06 + i 6.556396e+06 ; -4.866633e+08 + i 7.446020e+07 ; -3.945134e+08 + i 9.880903e+07 ; -1.037309e+07 + i 4.870506e+06 ; 1.713611e+08 + i 2.319316e+08 ; -2.728218e+09 + i 3.429517e+09 ; 1.734636e+08 + i 2.449028e+08 ; -9.724441e+07 + i 2.116772e+07 ; -9.611308e+09 + i 6.891841e+09 ; 2.165935e+08 + i 4.167702e+08 ; -1.797611e+09 + i 1.495514e+09 ; -1.244689e+09 + i -1.287149e+09 ; -1.794362e+09 + i 1.514208e+09 ; -2.468318e+08 + i -3.147521e+08 ; 3.096775e+08 + i -3.904472e+09 ; -5.402854e+09 + i 3.313675e+09 ; 2.263537e+08 + i 3.935777e+08 ; -9.606819e+09 + i 6.899706e+09 ; -9.852622e+07 + i 2.602075e+07 ; -1.488198e+08 + i -2.048940e+07 ; -4.497620e+10 + i 1.682720e+10 ; -1.516638e+08 + i -1.738537e+07 ; -5.402415e+09 + i 3.293292e+09 ; 3.117762e+08 + i -3.899484e+09 ; -2.485351e+08 + i -3.122798e+08 ; -3.720189e+08 + i -7.753788e+08 ; 2.048257e+10 + i -1.247299e+10 ; -3.644708e+08 + i -7.838304e+08 ; 
1.654224e+08 + i 2.652282e+07 ; -1.450526e+06 + i 6.717052e+06 ; -1.761709e+08 + i 1.015246e+08 ; 4.873042e+08 + i -7.524718e+07 ; -1.059828e+07 + i 5.230953e+06 ; -3.947842e+08 + i 9.905180e+07 ; 1.460649e+08 + i 1.525948e+07 ; -1.751573e+07 + i 3.788278e+07 ; -1.598101e+08 + i 1.006868e+08 ; 3.686372e+08 + i -8.419709e+07 ; -8.778486e+07 + i 1.102100e+08 ; -3.455116e+08 + i 1.203779e+08 ; 1.789106e+07 + i 2.663397e+07 ; 1.763899e+06 + i 1.110804e+07 ; -1.631038e+08 + i 1.704981e+08 ; 3.610429e+07 + i 2.675935e+07 ; -2.473552e+06 + i 1.984879e+07 ; -4.175742e+08 + i 4.300608e+08 ; 1.825892e+07 + i 2.045381e+07 ; 1.193110e+07 + i 1.497089e+07 ; -1.448787e+08 + i 1.580112e+08 ; 2.789520e+07 + i 1.034095e+07 ; 2.545263e+07 + i 3.771270e+07 ; -3.360926e+08 + i 3.658399e+08 ; 5.402938e+09 + i -3.293055e+09 ; -2.520428e+08 + i -3.122909e+08 ; 3.104157e+08 + i -3.895083e+09 ; 3.630100e+08 + i 8.004419e+08 ; -3.658917e+08 + i -7.941334e+08 ; 2.048247e+10 + i -1.247300e+10 ; 1.797460e+09 + i -1.497427e+09 ; -1.822483e+09 + i 1.527457e+09 ; -1.244804e+09 + i -1.285330e+09 ; 2.483978e+08 + i 3.153721e+08 ; -5.479952e+09 + i 3.333359e+09 ; 3.094805e+08 + i -3.904392e+09 ; -2.168065e+08 + i -4.182634e+08 ; -9.922202e+07 + i 2.596899e+07 ; -9.605760e+09 + i 6.900065e+09 ; 1.487122e+08 + i 2.049662e+07 ; -1.523055e+08 + i -1.725253e+07 ; -4.497630e+10 + i 1.682737e+10 ; -1.712625e+08 + i -2.369236e+08 ; 1.746820e+08 + i 2.484502e+08 ; -2.727302e+09 + i 3.429558e+09 ; 9.761346e+07 + i -2.105027e+07 ; 2.178556e+08 + i 4.223302e+08 ; -9.610615e+09 + i 6.892069e+09 ; 
5.639639e+08 + i -3.918114e+08 ; 2.355343e+08 + i -2.945491e+08 ; 2.355355e+08 + i -2.945513e+08 ; 4.781152e+08 + i -8.645924e+08 ; 9.003863e+08 + i -6.782928e+08 ; 9.003881e+08 + i -6.782944e+08 ; 8.434849e+08 + i -3.573328e+08 ; 7.049669e+07 + i 4.668609e+07 ; 3.273071e+08 + i -3.785840e+08 ; 1.368932e+09 + i -1.412473e+09 ; 1.117424e+08 + i 1.576780e+08 ; 1.645180e+09 + i -1.053313e+09 ; 8.434903e+08 + i -3.573418e+08 ; 3.273064e+08 + i -3.785819e+08 ; 7.051839e+07 + i 4.669574e+07 ; 1.368939e+09 + i -1.412487e+09 ; 1.645178e+09 + i -1.053309e+09 ; 1.117723e+08 + i 1.577011e+08 ; 1.260919e+09 + i -1.811097e+08 ; 8.490548e+07 + i 6.837612e+07 ; 8.490708e+07 + i 6.837711e+07 ; 3.881669e+09 + i -2.459289e+09 ; 1.398090e+08 + i 2.523812e+08 ; 1.398046e+08 + i 2.523840e+08 ; -2.666568e+09 + i 3.492950e+09 ; 1.560131e+08 + i 2.165131e+08 ; 1.560107e+08 + i 2.165197e+08 ; -1.229538e+09 + i -1.252573e+09 ; -1.802057e+09 + i 1.503719e+09 ; -1.802063e+09 + i 1.503725e+09 ; -9.536450e+09 + i 6.993047e+09 ; -9.476871e+07 + i 1.369082e+07 ; 1.980989e+08 + i 3.852407e+08 ; 3.231731e+08 + i -3.857290e+09 ; -2.497926e+08 + i -3.202373e+08 ; -5.405854e+09 + i 3.303130e+09 ; -9.536454e+09 + i 6.993046e+09 ; 1.980990e+08 + i 3.852368e+08 ; -9.481610e+07 + i 1.367900e+07 ; 3.231562e+08 + i -3.857284e+09 ; -5.405852e+09 + i 3.303123e+09 ; -2.498890e+08 + i -3.203101e+08 ; -4.489193e+10 + i 1.697442e+10 ; -1.466815e+08 + i -2.939603e+07 ; -1.466929e+08 + i -2.939758e+07 ; 2.049058e+10 + i -1.241813e+10 ; -3.632421e+08 + i -7.907350e+08 ; -3.632302e+08 + i -7.907467e+08 ; 
3.955578e+08 + i -8.349167e+07 ; -3.450119e+08 + i 1.200526e+08 ; 7.928712e+07 + i -1.207493e+08 ; 9.342755e+08 + i -6.740953e+08 ; -6.307491e+08 + i -5.871209e+07 ; 5.127619e+08 + i -4.069224e+08 ; 1.763621e+07 + i -5.224781e+07 ; -3.360669e+08 + i 3.657988e+08 ; -2.713239e+07 + i -3.389686e+07 ; -6.962858e+07 + i -1.293540e+08 ; -1.150208e+09 + i 9.594677e+08 ; -5.292374e+07 + i -8.832032e+07 ; 5.265459e+08 + i -3.909491e+07 ; -3.941916e+08 + i 9.867419e+07 ; 1.808109e+07 + i 2.297958e+06 ; 1.697328e+09 + i -1.041436e+09 ; -6.209051e+08 + i -2.684615e+08 ; 4.835556e+07 + i 5.260605e+07 ; 2.770649e+07 + i -4.926283e+07 ; -4.175295e+08 + i 4.300316e+08 ; 4.369917e+06 + i -1.756354e+07 ; -7.849817e+07 + i -1.663024e+08 ; -1.877115e+09 + i 1.291852e+09 ; 1.835121e+07 + i -2.351295e+07 ; -2.241305e+08 + i -2.665135e+08 ; 3.052625e+08 + i -3.880914e+09 ; 5.396333e+09 + i -3.316406e+09 ; -1.819326e+09 + i 1.542939e+09 ; -1.244797e+09 + i -1.285222e+09 ; 1.794408e+09 + i -1.513658e+09 ; -8.010788e+07 + i 4.422944e+07 ; -9.594494e+09 + i 6.924941e+09 ; -2.233196e+08 + i -4.323255e+08 ; 1.792133e+08 + i 2.601498e+08 ; -2.727509e+09 + i 3.429488e+09 ; -1.736304e+08 + i -2.465145e+08 ; -3.403683e+08 + i -7.308682e+08 ; 2.047581e+10 + i -1.245198e+10 ; 3.670949e+08 + i 7.923783e+08 ; -5.473048e+09 + i 3.349981e+09 ; 3.093511e+08 + i -3.896675e+09 ; 2.478220e+08 + i 3.105771e+08 ; -1.309098e+08 + i 6.215291e+06 ; -4.495899e+10 + i 1.686391e+10 ; 1.491354e+08 + i 1.343657e+07 ; 2.279605e+08 + i 4.334973e+08 ; -9.605931e+09 + i 6.900153e+09 ; 9.734402e+07 + i -2.674930e+07 ; 
3.955643e+08 + i -8.349361e+07 ; 7.928726e+07 + i -1.207491e+08 ; -3.450117e+08 + i 1.200516e+08 ; 9.342747e+08 + i -6.740939e+08 ; 5.127616e+08 + i -4.069227e+08 ; -6.307551e+08 + i -5.870547e+07 ; 5.265460e+08 + i -3.909278e+07 ; 1.808022e+07 + i 2.299613e+06 ; -3.941668e+08 + i 9.868312e+07 ; 1.697327e+09 + i -1.041436e+09 ; 4.835341e+07 + i 5.260883e+07 ; -6.208571e+08 + i -2.684262e+08 ; 1.764071e+07 + i -5.224926e+07 ; -2.713267e+07 + i -3.389569e+07 ; -3.360647e+08 + i 3.657884e+08 ; -6.962918e+07 + i -1.293537e+08 ; -5.292593e+07 + i -8.831789e+07 ; -1.150176e+09 + i 9.594806e+08 ; 2.771047e+07 + i -4.925949e+07 ; 4.370113e+06 + i -1.756338e+07 ; -4.175304e+08 + i 4.300244e+08 ; -7.850020e+07 + i -1.662995e+08 ; 1.835119e+07 + i -2.351315e+07 ; -1.877126e+09 + i 1.291854e+09 ; -2.241550e+08 + i -2.665038e+08 ; 5.396332e+09 + i -3.316405e+09 ; 3.052705e+08 + i -3.880916e+09 ; -1.819327e+09 + i 1.542942e+09 ; 1.794408e+09 + i -1.513656e+09 ; -1.244766e+09 + i -1.285233e+09 ; -3.403681e+08 + i -7.308768e+08 ; 3.670871e+08 + i 7.923873e+08 ; 2.047602e+10 + i -1.245183e+10 ; -5.473048e+09 + i 3.349980e+09 ; 2.478169e+08 + i 3.105848e+08 ; 3.095161e+08 + i -3.896597e+09 ; -8.012558e+07 + i 4.423782e+07 ; -2.233336e+08 + i -4.323121e+08 ; -9.594123e+09 + i 6.925224e+09 ; 1.792063e+08 + i 2.601613e+08 ; -1.736388e+08 + i -2.465025e+08 ; -2.727273e+09 + i 3.429549e+09 ; -1.309270e+08 + i 6.207971e+06 ; 1.491366e+08 + i 1.343734e+07 ; -4.495902e+10 + i 1.686392e+10 ; 2.279591e+08 + i 4.334972e+08 ; 9.734495e+07 + i -2.674738e+07 ; -9.605880e+09 + i 6.900148e+09 ; 
3.589877e+08 + i -1.026364e+08 ; 7.551269e+07 + i -1.217310e+08 ; 7.551326e+07 + i -1.217323e+08 ; 5.644260e+08 + i -3.908516e+08 ; 2.459820e+08 + i -2.826499e+08 ; 2.459839e+08 + i -2.826517e+08 ; 4.200908e+08 + i -6.610416e+07 ; 1.792276e+07 + i -1.286974e+06 ; 9.348878e+07 + i -1.386346e+08 ; 8.436803e+08 + i -3.566304e+08 ; 4.098629e+07 + i 1.741089e+07 ; 3.426825e+08 + i -3.513702e+08 ; 4.200927e+08 + i -6.610325e+07 ; 9.348877e+07 + i -1.386340e+08 ; 1.793148e+07 + i -1.284945e+06 ; 8.436774e+08 + i -3.566229e+08 ; 3.426818e+08 + i -3.513691e+08 ; 4.100447e+07 + i 1.742184e+07 ; 4.822762e+08 + i -1.061150e+07 ; 2.061594e+07 + i 1.465969e+06 ; 2.061546e+07 + i 1.466295e+06 ; 1.260701e+09 + i -1.810304e+08 ; 4.891367e+07 + i 3.147271e+07 ; 4.890862e+07 + i 3.147560e+07 ; -1.229244e+09 + i -1.250578e+09 ; 1.782916e+09 + i -1.513321e+09 ; 1.782923e+09 + i -1.513328e+09 ; -2.735463e+09 + i 3.439475e+09 ; -1.755535e+08 + i -2.466095e+08 ; -1.755497e+08 + i -2.466157e+08 ; 3.227055e+08 + i -3.854688e+09 ; 2.502431e+08 + i 3.094199e+08 ; 5.373070e+09 + i -3.305930e+09 ; -9.615486e+09 + i 6.910199e+09 ; 9.687887e+07 + i -2.737919e+07 ; -2.219455e+08 + i -4.280872e+08 ; 3.226777e+08 + i -3.854665e+09 ; 5.373068e+09 + i -3.305922e+09 ; 2.503378e+08 + i 3.094956e+08 ; -9.615495e+09 + i 6.910217e+09 ; -2.219462e+08 + i -4.280830e+08 ; 9.692825e+07 + i -2.736379e+07 ; 2.048998e+10 + i -1.241815e+10 ; 3.667756e+08 + i 7.879201e+08 ; 3.667626e+08 + i 7.879311e+08 ; -4.498251e+10 + i 1.684616e+10 ; 1.481110e+08 + i 1.403462e+07 ; 1.481189e+08 + i 1.403830e+07 ; 
1.453838e+08 + i 1.514778e+07 ; -1.597923e+08 + i 1.007011e+08 ; 1.700432e+07 + i -3.726645e+07 ; 3.669500e+08 + i -8.385512e+07 ; -3.454505e+08 + i 1.204235e+08 ; 8.580803e+07 + i -1.085039e+08 ; 1.811376e+07 + i 2.031287e+07 ; -1.448758e+08 + i 1.580158e+08 ; -1.183462e+07 + i -1.467864e+07 ; 2.755614e+07 + i 1.020551e+07 ; -3.360971e+08 + i 3.658475e+08 ; -2.529030e+07 + i -3.699794e+07 ; 1.646656e+08 + i 2.635641e+07 ; -1.761824e+08 + i 1.015395e+08 ; 1.322452e+06 + i -6.548989e+06 ; 4.850851e+08 + i -7.506448e+07 ; -3.948039e+08 + i 9.908777e+07 ; 1.026792e+07 + i -4.891596e+06 ; 1.774353e+07 + i 2.648446e+07 ; -1.631023e+08 + i 1.705050e+08 ; -1.800854e+06 + i -1.092210e+07 ; 3.574097e+07 + i 2.657847e+07 ; -4.175729e+08 + i 4.300749e+08 ; 2.305034e+06 + i -1.952159e+07 ; 1.790038e+09 + i -1.489617e+09 ; -1.244155e+09 + i -1.284661e+09 ; 1.787574e+09 + i -1.507316e+09 ; 2.481033e+08 + i 3.188003e+08 ; 3.102452e+08 + i -3.902435e+09 ; 5.379108e+09 + i -3.298491e+09 ; -1.725073e+08 + i -2.363754e+08 ; -2.727447e+09 + i 3.429427e+09 ; -1.747167e+08 + i -2.453797e+08 ; 9.683940e+07 + i -2.103024e+07 ; -9.610860e+09 + i 6.891794e+09 ; -2.197832e+08 + i -4.263631e+08 ; 5.379481e+09 + i -3.280204e+09 ; 3.104390e+08 + i -3.894802e+09 ; 2.500874e+08 + i 3.125812e+08 ; 3.633895e+08 + i 7.971268e+08 ; 2.048180e+10 + i -1.247299e+10 ; 3.661587e+08 + i 7.913702e+08 ; -2.183115e+08 + i -4.167607e+08 ; -9.605806e+09 + i 6.900141e+09 ; 9.723642e+07 + i -2.597404e+07 ; 1.478735e+08 + i 2.050874e+07 ; -4.497631e+10 + i 1.682748e+10 ; 1.486850e+08 + i 1.580164e+07 ; 
