-7.708744e+09 + i 5.206664e+08 ; -1.943990e+07 + i -1.370260e+06 ; -1.944432e+07 + i -1.370624e+06 ; 2.379161e+09 + i -2.708547e+08 ; 1.332807e+08 + i -5.871448e+06 ; 1.332779e+08 + i -5.872620e+06 ; -1.118536e+09 + i 1.268213e+08 ; -7.075773e+07 + i 3.017400e+06 ; -1.326741e+07 + i -1.069088e+05 ; -2.775437e+08 + i -5.005710e+06 ; 5.964571e+08 + i -7.265681e+07 ; 3.368546e+07 + i -3.438602e+06 ; -1.118535e+09 + i 1.268221e+08 ; -1.326578e+07 + i -1.069472e+05 ; -7.075749e+07 + i 3.017214e+06 ; -2.775456e+08 + i -5.004913e+06 ; 3.370254e+07 + i -3.432184e+06 ; 5.964577e+08 + i -7.265654e+07 ; -1.985039e+08 + i 4.020312e+07 ; -3.617370e+07 + i 2.387683e+06 ; -3.616689e+07 + i 2.389802e+06 ; -1.142202e+08 + i 1.599818e+07 ; 1.584767e+08 + i -2.418196e+07 ; 1.584772e+08 + i -2.418169e+07 ; 1.956000e+08 + i -1.610819e+07 ; 7.782890e+05 + i -4.944387e+05 ; 7.792540e+05 + i -4.943681e+05 ; 9.345048e+07 + i -6.159052e+06 ; -8.685608e+05 + i -6.390629e+04 ; -8.686618e+05 + i -6.391592e+04 ; 6.979103e+07 + i -1.095443e+07 ; 2.529477e+07 + i -4.602165e+06 ; -5.908843e+05 + i -3.008006e+05 ; 4.570675e+07 + i -6.044210e+06 ; 5.789933e+06 + i -1.237963e+06 ; -9.873418e+05 + i -2.590663e+04 ; 6.979204e+07 + i -1.095388e+07 ; -5.895173e+05 + i -3.001326e+05 ; 2.529492e+07 + i -4.602124e+06 ; 4.570693e+07 + i -6.044039e+06 ; -9.868957e+05 + i -2.576772e+04 ; 5.789915e+06 + i -1.237973e+06 ; 2.452833e+07 + i -6.377491e+06 ; 1.694318e+07 + i -3.270544e+06 ; 1.694295e+07 + i -3.270637e+06 ; 2.299891e+07 + i -4.621518e+06 ; 4.510496e+06 + i -1.000965e+06 ; 4.510450e+06 + i -1.000961e+06 ; 
1.677930e+08 + i -2.403776e+07 ; 1.713368e+08 + i -2.413121e+07 ; -1.183036e+08 + i 1.636650e+07 ; 2.824029e+07 + i -3.018466e+06 ; 6.432880e+08 + i -7.064471e+07 ; -2.810602e+08 + i -4.867167e+06 ; 6.395223e+08 + i -7.063816e+07 ; 3.546362e+07 + i -3.368072e+06 ; -2.851626e+08 + i -4.866779e+06 ; 1.267493e+08 + i -5.417865e+06 ; 1.366675e+08 + i -5.800244e+06 ; 2.372391e+09 + i -2.707943e+08 ; -4.012551e+07 + i 2.137969e+06 ; -3.899449e+07 + i 1.985800e+06 ; -2.001372e+08 + i 4.032843e+07 ; -1.518195e+07 + i -6.312353e+03 ; -6.964231e+07 + i 3.493922e+06 ; -1.115880e+09 + i 1.267402e+08 ; -7.089194e+07 + i 3.616945e+06 ; -1.405811e+07 + i -2.528938e+05 ; -1.121218e+09 + i 1.268789e+08 ; -2.251226e+07 + i -1.390214e+06 ; -2.079929e+07 + i -1.675854e+06 ; -7.706868e+09 + i 5.204255e+08 ; -9.469581e+07 + i 1.204686e+07 ; 5.225138e+07 + i -6.732155e+06 ; -7.366448e+07 + i 8.077693e+06 ; -4.855758e+07 + i 5.056617e+06 ; 4.206107e+06 + i -1.068227e+06 ; -2.334780e+07 + i 3.915288e+06 ; -1.901098e+08 + i 2.198938e+07 ; 7.439914e+06 + i -4.611252e+05 ; -1.119711e+08 + i 7.858800e+06 ; -8.216659e+07 + i 6.849082e+06 ; -8.961194e+05 + i -1.120014e+05 ; -3.084060e+07 + i 4.802109e+06 ; 2.139888e+07 + i -9.979584e+05 ; -1.531863e+07 + i 6.347805e+05 ; -1.145467e+08 + i 1.588082e+07 ; 1.305820e+07 + i -1.705598e+05 ; -4.702814e+06 + i 3.509844e+05 ; -2.592980e+07 + i 4.687685e+06 ; 3.192862e+07 + i -8.713413e+05 ; -7.200862e+06 + i -4.627601e+04 ; -2.191975e+08 + i 2.504133e+07 ; 1.667212e+07 + i 2.092175e+05 ; -2.876552e+06 + i 1.308044e+05 ; -3.304562e+07 + i 5.912176e+06 ; 
1.956056e+08 + i -1.610286e+07 ; -3.957130e+06 + i 9.696045e+05 ; -3.955977e+06 + i 9.697558e+05 ; 4.587540e+08 + i -5.118684e+07 ; -4.076755e+07 + i 2.189913e+06 ; -4.076737e+07 + i 2.190163e+06 ; 6.979992e+07 + i -1.095310e+07 ; -2.106099e+07 + i 4.424911e+06 ; -2.350458e+06 + i 6.332148e+05 ; 1.001706e+08 + i -1.874850e+07 ; -1.765861e+08 + i 2.219479e+07 ; -2.013946e+07 + i 1.635916e+06 ; 6.980086e+07 + i -1.095305e+07 ; -2.351319e+06 + i 6.329929e+05 ; -2.106135e+07 + i 4.424872e+06 ; 1.001713e+08 + i -1.874849e+07 ; -2.014320e+07 + i 1.634371e+06 ; -1.765867e+08 + i 2.219457e+07 ; 2.453284e+07 + i -6.378764e+06 ; -1.565253e+07 + i 3.169126e+06 ; -1.565496e+07 + i 3.168374e+06 ; 1.213368e+07 + i -6.330853e+06 ; -8.674136e+07 + i 1.217107e+07 ; -8.674208e+07 + i 1.217078e+07 ; -7.688444e+09 + i 5.196194e+08 ; -1.644810e+07 + i -1.460298e+06 ; -1.645280e+07 + i -1.460695e+06 ; 2.379237e+09 + i -2.708498e+08 ; 1.353941e+08 + i -5.926766e+06 ; 1.353912e+08 + i -5.927971e+06 ; -1.109032e+09 + i 1.258969e+08 ; -6.590138e+07 + i 2.684880e+06 ; -1.037562e+07 + i -1.857681e+05 ; -2.777450e+08 + i -5.009075e+06 ; 5.989488e+08 + i -7.280198e+07 ; 3.491364e+07 + i -3.554427e+06 ; -1.109028e+09 + i 1.258981e+08 ; -1.037390e+07 + i -1.858082e+05 ; -6.590100e+07 + i 2.684725e+06 ; -2.777460e+08 + i -5.008237e+06 ; 3.493079e+07 + i -3.547948e+06 ; 5.989494e+08 + i -7.280171e+07 ; -1.944100e+08 + i 3.950873e+07 ; -3.142146e+07 + i 2.121385e+06 ; -3.141436e+07 + i 2.123605e+06 ; -1.143020e+08 + i 1.600265e+07 ; 1.602908e+08 + i -2.436489e+07 ; 1.602914e+08 + i -2.436456e+07 ; 
1.509222e+07 + i -7.142313e+04 ; -3.302613e+07 + i 5.921363e+06 ; -2.649969e+06 + i 1.589685e+05 ; 2.872006e+07 + i -1.335357e+06 ; -2.192445e+08 + i 2.503586e+07 ; -6.671294e+06 + i 4.386140e+04 ; -7.657822e+07 + i 7.227285e+06 ; -3.090955e+07 + i 4.793180e+06 ; -9.069331e+05 + i -1.024486e+05 ; -1.769911e+08 + i 2.246087e+07 ; -1.123719e+08 + i 7.796221e+06 ; 6.584794e+06 + i -5.640468e+05 ; 1.195717e+07 + i -3.285051e+05 ; -2.591113e+07 + i 4.694228e+06 ; -4.345970e+06 + i 3.834443e+05 ; 1.959128e+07 + i -1.203124e+06 ; -1.145476e+08 + i 1.588463e+07 ; -1.427883e+07 + i 7.606547e+05 ; -4.519380e+07 + i 5.223629e+06 ; -2.338656e+07 + i 3.909458e+06 ; 3.837716e+06 + i -1.044662e+06 ; -8.802961e+07 + i 1.223095e+07 ; -7.375074e+07 + i 8.067452e+06 ; 4.820684e+07 + i -6.869140e+06 ; -2.073725e+07 + i -1.065691e+06 ; -7.706867e+09 + i 5.204239e+08 ; -1.940924e+07 + i -1.353655e+06 ; -7.105655e+07 + i 3.165510e+06 ; -1.121293e+09 + i 1.268474e+08 ; -1.323165e+07 + i -1.181251e+05 ; 1.231761e+08 + i -5.413145e+06 ; 2.372856e+09 + i -2.706870e+08 ; 1.332339e+08 + i -5.890965e+06 ; 5.941521e+08 + i -7.261483e+07 ; -2.837797e+08 + i -4.652712e+06 ; 3.405434e+07 + i -3.451705e+06 ; -1.424237e+07 + i 1.152361e+05 ; -1.116011e+09 + i 1.267152e+08 ; -7.081539e+07 + i 3.053828e+06 ; -3.717032e+07 + i 2.512183e+06 ; -2.002407e+08 + i 4.030491e+07 ; -3.612961e+07 + i 2.376616e+06 ; 2.693295e+07 + i -3.044932e+06 ; -2.798552e+08 + i -4.667709e+06 ; 5.967917e+08 + i -7.267075e+07 ; 1.560383e+08 + i -2.413297e+07 ; -1.178800e+08 + i 1.638782e+07 ; 1.592895e+08 + i -2.424238e+07 ; 
1.509506e+07 + i -7.103114e+04 ; -2.650054e+06 + i 1.589534e+05 ; -3.302234e+07 + i 5.922124e+06 ; 2.872049e+07 + i -1.335209e+06 ; -6.671265e+06 + i 4.386832e+04 ; -2.192382e+08 + i 2.503688e+07 ; 1.195837e+07 + i -3.284484e+05 ; -4.345929e+06 + i 3.834547e+05 ; -2.590894e+07 + i 4.694741e+06 ; 1.958989e+07 + i -1.203453e+06 ; -1.427901e+07 + i 7.605234e+05 ; -1.145454e+08 + i 1.588486e+07 ; -7.657804e+07 + i 7.227241e+06 ; -9.071496e+05 + i -1.025316e+05 ; -3.091060e+07 + i 4.792870e+06 ; -1.769915e+08 + i 2.246074e+07 ; 6.584202e+06 + i -5.643148e+05 ; -1.123751e+08 + i 7.794768e+06 ; -4.518815e+07 + i 5.224819e+06 ; 3.837979e+06 + i -1.044554e+06 ; -2.338762e+07 + i 3.909159e+06 ; -8.802843e+07 + i 1.223131e+07 ; 4.820724e+07 + i -6.869042e+06 ; -7.374751e+07 + i 8.068081e+06 ; -2.074669e+07 + i -1.066893e+06 ; -1.940946e+07 + i -1.353668e+06 ; -7.706877e+09 + i 5.204195e+08 ; -7.105662e+07 + i 3.165432e+06 ; -1.323222e+07 + i -1.182088e+05 ; -1.121309e+09 + i 1.268462e+08 ; -1.424699e+07 + i 1.150550e+05 ; -7.081830e+07 + i 3.052363e+06 ; -1.116060e+09 + i 1.266937e+08 ; -3.716510e+07 + i 2.513955e+06 ; -3.613135e+07 + i 2.375901e+06 ; -2.002525e+08 + i 4.030362e+07 ; 1.231753e+08 + i -5.413077e+06 ; 1.332321e+08 + i -5.891870e+06 ; 2.372830e+09 + i -2.706976e+08 ; 5.941529e+08 + i -7.261450e+07 ; 3.405247e+07 + i -3.452463e+06 ; -2.837918e+08 + i -4.656765e+06 ; 2.691412e+07 + i -3.048884e+06 ; 5.967914e+08 + i -7.267090e+07 ; -2.798562e+08 + i -4.668537e+06 ; 1.560334e+08 + i -2.413429e+07 ; 1.592879e+08 + i -2.424276e+07 ; -1.178906e+08 + i 1.638737e+07 ; 
9.344728e+07 + i -6.158309e+06 ; 8.873990e+05 + i 6.661016e+04 ; 8.870490e+05 + i 6.654774e+04 ; 1.956466e+08 + i -1.609698e+07 ; -7.626139e+05 + i 5.029286e+05 ; -7.636134e+05 + i 5.029144e+05 ; 4.571206e+07 + i -6.043624e+06 ; -5.861760e+06 + i 1.242262e+06 ; 1.005000e+06 + i 2.810972e+04 ; 6.982672e+07 + i -1.094979e+07 ; -2.560699e+07 + i 4.612279e+06 ; 6.139366e+05 + i 3.077677e+05 ; 4.571265e+07 + i -6.043470e+06 ; 1.004998e+06 + i 2.806198e+04 ; -5.861673e+06 + i 1.242288e+06 ; 6.982704e+07 + i -1.094946e+07 ; 6.128590e+05 + i 3.071942e+05 ; -2.560691e+07 + i 4.612243e+06 ; 2.300478e+07 + i -4.621905e+06 ; -4.566422e+06 + i 1.004789e+06 ; -4.566695e+06 + i 1.004700e+06 ; 2.454589e+07 + i -6.377305e+06 ; -1.715244e+07 + i 3.279630e+06 ; -1.715257e+07 + i 3.279501e+06 ; 2.379377e+09 + i -2.708037e+08 ; -1.348692e+08 + i 5.686483e+06 ; -1.348654e+08 + i 5.688123e+06 ; -7.708807e+09 + i 5.206427e+08 ; 1.959113e+07 + i 1.406945e+06 ; 1.959568e+07 + i 1.407457e+06 ; -2.774383e+08 + i -4.989718e+06 ; -6.039062e+08 + i 7.242312e+07 ; -3.410692e+07 + i 3.414121e+06 ; -1.118606e+09 + i 1.268073e+08 ; 7.155656e+07 + i -2.920281e+06 ; 1.339195e+07 + i 1.271711e+05 ; -2.774448e+08 + i -4.989992e+06 ; -3.411912e+07 + i 3.408792e+06 ; -6.039066e+08 + i 7.242292e+07 ; -1.118596e+09 + i 1.268104e+08 ; 1.338976e+07 + i 1.269407e+05 ; 7.155610e+07 + i -2.920286e+06 ; -1.141907e+08 + i 1.600089e+07 ; -1.604622e+08 + i 2.417992e+07 ; -1.604636e+08 + i 2.417935e+07 ; -1.985265e+08 + i 4.020043e+07 ; 3.661470e+07 + i -2.348341e+06 ; 3.661344e+07 + i -2.349032e+06 ; 
-1.253460e+06 + i 4.408700e+05 ; -1.287564e+07 + i 2.179265e+06 ; -1.337836e+06 + i 1.009238e+05 ; -1.484054e+05 + i 5.583020e+05 ; -3.307298e+07 + i 5.904761e+06 ; -3.388665e+06 + i 1.433722e+05 ; -3.837094e+07 + i 2.259615e+06 ; -1.151932e+07 + i 1.926063e+06 ; -9.205299e+05 + i 5.011489e+04 ; -7.895276e+07 + i 6.419284e+06 ; -3.088499e+07 + i 4.797021e+06 ; -1.458691e+06 + i 5.909366e+03 ; 1.392833e+05 + i 3.723335e+05 ; -1.077680e+07 + i 1.920121e+06 ; -1.836218e+06 + i 1.654526e+05 ; 2.270676e+06 + i 3.637952e+05 ; -2.593941e+07 + i 4.685656e+06 ; -5.487034e+06 + i 3.664522e+05 ; -2.777274e+07 + i 2.146928e+06 ; -9.764530e+06 + i 1.709976e+06 ; 6.550845e+05 + i -2.208817e+05 ; -5.104040e+07 + i 4.967958e+06 ; -2.337157e+07 + i 3.911734e+06 ; 5.864031e+06 + i -1.128426e+06 ; 7.290419e+07 + i -2.455337e+06 ; -1.121604e+09 + i 1.267814e+08 ; -1.321326e+07 + i -1.444362e+05 ; 1.919067e+07 + i 1.651130e+06 ; -7.714518e+09 + i 5.206063e+08 ; -1.953469e+07 + i -1.442369e+06 ; -6.336113e+08 + i 7.154968e+07 ; -2.839025e+08 + i -4.654626e+06 ; 3.442125e+07 + i -3.461278e+06 ; -1.431505e+08 + i 5.046392e+06 ; 2.367083e+09 + i -2.706616e+08 ; 1.352683e+08 + i -5.731797e+06 ; 3.664545e+07 + i -2.091800e+06 ; -2.002868e+08 + i 4.030233e+07 ; -3.638750e+07 + i 2.340825e+06 ; 1.286846e+07 + i 2.827301e+05 ; -1.122589e+09 + i 1.269465e+08 ; -7.146171e+07 + i 2.897418e+06 ; -1.715643e+08 + i 2.426440e+07 ; -1.179080e+08 + i 1.638543e+07 ; 1.611954e+08 + i -2.424857e+07 ; -3.782730e+07 + i 3.360600e+06 ; -2.851248e+08 + i -4.591678e+06 ; 6.047505e+08 + i -7.251066e+07 ; 
-1.252505e+06 + i 4.410520e+05 ; -1.337898e+06 + i 1.009100e+05 ; -1.287695e+07 + i 2.179059e+06 ; -1.495317e+05 + i 5.581895e+05 ; -3.388704e+06 + i 1.433613e+05 ; -3.307618e+07 + i 5.904388e+06 ; 1.394685e+05 + i 3.722951e+05 ; -1.836224e+06 + i 1.654549e+05 ; -1.077874e+07 + i 1.919644e+06 ; 2.268505e+06 + i 3.632791e+05 ; -5.487136e+06 + i 3.664197e+05 ; -2.594438e+07 + i 4.684513e+06 ; -3.837094e+07 + i 2.259601e+06 ; -9.206447e+05 + i 5.007100e+04 ; -1.152044e+07 + i 1.925819e+06 ; -7.895345e+07 + i 6.419123e+06 ; -1.459039e+06 + i 5.763474e+03 ; -3.088718e+07 + i 4.796415e+06 ; -2.777048e+07 + i 2.147565e+06 ; 6.551497e+05 + i -2.208539e+05 ; -9.766103e+06 + i 1.709588e+06 ; -5.104100e+07 + i 4.968043e+06 ; 5.864052e+06 + i -1.128416e+06 ; -2.337344e+07 + i 3.911127e+06 ; 7.290565e+07 + i -2.454936e+06 ; -1.321368e+07 + i -1.444775e+05 ; -1.121618e+09 + i 1.267812e+08 ; 1.919557e+07 + i 1.651668e+06 ; -1.953499e+07 + i -1.442382e+06 ; -7.714526e+09 + i 5.206035e+08 ; 3.664253e+07 + i -2.092719e+06 ; -3.638925e+07 + i 2.340096e+06 ; -2.002974e+08 + i 4.030167e+07 ; 1.286883e+07 + i 2.821784e+05 ; -7.146466e+07 + i 2.895958e+06 ; -1.122658e+09 + i 1.269200e+08 ; -6.336112e+08 + i 7.154960e+07 ; 3.441976e+07 + i -3.461896e+06 ; -2.839149e+08 + i -4.659207e+06 ; -1.431503e+08 + i 5.046236e+06 ; 1.352658e+08 + i -5.732926e+06 ; 2.367058e+09 + i -2.706719e+08 ; -1.715591e+08 + i 2.426600e+07 ; 1.611946e+08 + i -2.424864e+07 ; -1.178959e+08 + i 1.639130e+07 ; -3.781940e+07 + i 3.362357e+06 ; 6.047498e+08 + i -7.251098e+07 ; -2.851288e+08 + i -4.593306e+06 ; 
6.975202e+07 + i -1.096459e+07 ; 2.218692e+07 + i -4.469039e+06 ; -2.382851e+06 + i 6.370507e+05 ; 1.001927e+08 + i -1.872876e+07 ; 1.858424e+08 + i -2.184876e+07 ; -2.040694e+07 + i 1.618756e+06 ; 1.956084e+08 + i -1.610398e+07 ; 4.227672e+06 + i -9.560862e+05 ; -4.019285e+06 + i 9.730656e+05 ; 4.587623e+08 + i -5.117912e+07 ; 4.298471e+07 + i -1.890741e+06 ; -4.132225e+07 + i 2.136528e+06 ; 2.451002e+07 + i -6.383163e+06 ; 1.648725e+07 + i -3.196880e+06 ; -1.586739e+07 + i 3.178344e+06 ; 1.213400e+07 + i -6.325701e+06 ; 9.129972e+07 + i -1.206454e+07 ; -8.789150e+07 + i 1.215864e+07 ; 6.980427e+07 + i -1.095248e+07 ; 2.508048e+06 + i -6.313653e+05 ; -2.134453e+07 + i 4.440828e+06 ; 1.001703e+08 + i -1.874538e+07 ; 2.122697e+07 + i -1.523076e+06 ; -1.789082e+08 + i 2.213884e+07 ; -1.109186e+09 + i 1.258465e+08 ; 6.873980e+07 + i -2.667746e+06 ; -1.049245e+07 + i -2.055516e+05 ; -2.777894e+08 + i -5.064380e+06 ; -6.299527e+08 + i 7.169890e+07 ; 3.523855e+07 + i -3.553859e+06 ; -7.688545e+09 + i 5.195816e+08 ; 1.699200e+07 + i 1.540440e+06 ; -1.663242e+07 + i -1.505145e+06 ; 2.379137e+09 + i -2.708806e+08 ; -1.418168e+08 + i 5.504542e+06 ; 1.370519e+08 + i -5.755280e+06 ; -1.944498e+08 + i 3.949986e+07 ; 3.300084e+07 + i -1.997172e+06 ; -3.173814e+07 + i 2.101382e+06 ; -1.143243e+08 + i 1.598734e+07 ; -1.686436e+08 + i 2.430788e+07 ; 1.623882e+08 + i -2.437042e+07 ; -1.109031e+09 + i 1.258995e+08 ; 1.082942e+07 + i 2.551352e+05 ; -6.666658e+07 + i 2.602853e+06 ; -2.777236e+08 + i -5.003482e+06 ; -3.668500e+07 + i 3.471360e+06 ; 6.067570e+08 + i -7.259061e+07 ; 
7.747698e+07 + i -7.184669e+06 ; -3.085139e+07 + i 4.814462e+06 ; 9.148465e+05 + i 1.049518e+05 ; 1.790529e+08 + i -2.243530e+07 ; -1.122943e+08 + i 7.829093e+06 ; -6.679889e+06 + i 5.569721e+05 ; -1.528879e+07 + i 2.191737e+04 ; -3.305598e+07 + i 5.909563e+06 ; 2.681816e+06 + i -1.562039e+05 ; -2.917417e+07 + i 1.217446e+06 ; -2.192765e+08 + i 2.502018e+07 ; 6.746766e+06 + i -3.359390e+04 ; 4.572635e+07 + i -5.209572e+06 ; -2.335258e+07 + i 3.921119e+06 ; -3.890463e+06 + i 1.050620e+06 ; 8.905751e+07 + i -1.223109e+07 ; -7.371965e+07 + i 8.081318e+06 ; -4.884239e+07 + i 6.864736e+06 ; -1.210837e+07 + i 2.993301e+05 ; -2.592913e+07 + i 4.687297e+06 ; 4.403015e+06 + i -3.798092e+05 ; -1.987769e+07 + i 1.147023e+06 ; -1.145620e+08 + i 1.587698e+07 ; 1.446552e+07 + i -7.423737e+05 ; -1.242868e+08 + i 5.613368e+06 ; 2.373134e+09 + i -2.706338e+08 ; -1.350447e+08 + i 5.695154e+06 ; -6.015861e+08 + i 7.241331e+07 ; -2.837873e+08 + i -4.698946e+06 ; -3.449690e+07 + i 3.430179e+06 ; 2.112973e+07 + i 1.071745e+06 ; -7.706957e+09 + i 5.203951e+08 ; 1.961730e+07 + i 1.398181e+06 ; 7.152250e+07 + i -3.443437e+06 ; -1.121346e+09 + i 1.268541e+08 ; 1.336883e+07 + i 1.382046e+05 ; -2.725883e+07 + i 3.053975e+06 ; -2.797817e+08 + i -4.645803e+06 ; -6.046382e+08 + i 7.245229e+07 ; -1.579576e+08 + i 2.414600e+07 ; -1.178848e+08 + i 1.638099e+07 ; -1.613354e+08 + i 2.425535e+07 ; 1.438156e+07 + i -1.130908e+05 ; -1.116039e+09 + i 1.267055e+08 ; 7.176091e+07 + i -2.951330e+06 ; 3.758797e+07 + i -2.502073e+06 ; -2.002562e+08 + i 4.030004e+07 ; 3.660903e+07 + i -2.336232e+06 ; 
1.209078e+07 + i -3.117352e+05 ; 4.573122e+06 + i -3.661742e+05 ; -2.590369e+07 + i 4.696048e+06 ; 1.978960e+07 + i -1.185065e+06 ; 1.502104e+07 + i -6.788965e+05 ; -1.145521e+08 + i 1.588392e+07 ; 1.526265e+07 + i -4.562180e+04 ; 2.786261e+06 + i -1.435860e+05 ; -3.302367e+07 + i 5.921815e+06 ; 2.903583e+07 + i -1.300819e+06 ; 7.005382e+06 + i 1.006912e+04 ; -2.192437e+08 + i 2.503497e+07 ; -4.572847e+07 + i 5.205458e+06 ; -4.049333e+06 + i 1.060731e+06 ; -2.338560e+07 + i 3.909527e+06 ; -8.912108e+07 + i 1.220431e+07 ; -5.074299e+07 + i 6.811787e+06 ; -7.374080e+07 + i 8.069622e+06 ; -7.751044e+07 + i 7.172096e+06 ; 9.339267e+05 + i 1.043178e+05 ; -3.090746e+07 + i 4.793477e+06 ; -1.791458e+08 + i 2.240203e+07 ; -6.959593e+06 + i 5.166581e+05 ; -1.123675e+08 + i 7.796388e+06 ; -1.449583e+07 + i 8.905202e+04 ; 7.442447e+07 + i -2.625998e+06 ; -1.116295e+09 + i 1.266416e+08 ; -3.774874e+07 + i 2.469597e+06 ; 3.800212e+07 + i -2.201464e+06 ; -2.003024e+08 + i 4.029803e+07 ; -2.102540e+07 + i -1.120233e+06 ; 2.031824e+07 + i 1.565471e+06 ; -7.706959e+09 + i 5.203947e+08 ; -7.201359e+07 + i 3.065842e+06 ; 1.386499e+07 + i 2.174892e+05 ; -1.121355e+09 + i 1.268387e+08 ; 2.723175e+07 + i -3.117020e+06 ; -6.278945e+08 + i 7.146320e+07 ; -2.798276e+08 + i -4.660766e+06 ; 1.579690e+08 + i -2.416956e+07 ; -1.675704e+08 + i 2.421487e+07 ; -1.178840e+08 + i 1.638912e+07 ; 1.247713e+08 + i -5.234531e+06 ; -1.400760e+08 + i 5.080877e+06 ; 2.372844e+09 + i -2.706918e+08 ; 6.014045e+08 + i -7.238033e+07 ; -3.572890e+07 + i 3.418220e+06 ; -2.837965e+08 + i -4.655432e+06 ; 
4.567743e+07 + i -6.050729e+06 ; 6.055367e+06 + i -1.275090e+06 ; 1.017592e+06 + i 3.025053e+04 ; 6.977731e+07 + i -1.095165e+07 ; 2.675453e+07 + i -4.660890e+06 ; 6.262148e+05 + i 3.134677e+05 ; 9.344998e+07 + i -6.157803e+06 ; -1.138039e+06 + i -1.241736e+05 ; 8.953082e+05 + i 6.854274e+04 ; 1.956375e+08 + i -1.609583e+07 ; 3.618266e+05 + i -6.144450e+05 ; -7.776365e+05 + i 5.070576e+05 ; 2.297852e+07 + i -4.626752e+06 ; 4.727226e+06 + i -1.029331e+06 ; -4.622702e+06 + i 1.008552e+06 ; 2.449724e+07 + i -6.383556e+06 ; 1.792819e+07 + i -3.320458e+06 ; -1.736100e+07 + i 3.288285e+06 ; 4.571320e+07 + i -6.043048e+06 ; -1.186114e+06 + i -6.310688e+04 ; -5.932800e+06 + i 1.246799e+06 ; 6.981607e+07 + i -1.094981e+07 ; -8.789906e+05 + i -3.712522e+05 ; -2.591525e+07 + i 4.622541e+06 ; -2.785740e+08 + i -5.206281e+06 ; 6.355264e+08 + i -7.100403e+07 ; -3.446505e+07 + i 3.407238e+06 ; -1.118510e+09 + i 1.268232e+08 ; -6.881191e+07 + i 3.633533e+06 ; 1.355947e+07 + i 1.527916e+05 ; 2.379011e+09 + i -2.709048e+08 ; 1.353757e+08 + i -6.012271e+06 ; -1.364687e+08 + i 5.525235e+06 ; -7.708786e+09 + i 5.206503e+08 ; -2.060445e+07 + i -1.649964e+06 ; 1.982883e+07 + i 1.458312e+06 ; -1.143874e+08 + i 1.598233e+07 ; 1.687315e+08 + i -2.408565e+07 ; -1.623906e+08 + i 2.418802e+07 ; -1.985808e+08 + i 4.018442e+07 ; -3.800729e+07 + i 2.198335e+06 ; 3.705292e+07 + i -2.313912e+06 ; -2.774362e+08 + i -4.981413e+06 ; 3.536783e+07 + i -3.341551e+06 ; -6.111023e+08 + i 7.224283e+07 ; -1.118582e+09 + i 1.268148e+08 ; -1.391596e+07 + i -2.208786e+05 ; 7.241023e+07 + i -2.832263e+06 ; 
3.897350e+07 + i -2.184873e+06 ; -1.157717e+07 + i 1.910601e+06 ; 9.316294e+05 + i -4.905448e+04 ; 8.015795e+07 + i -6.298485e+06 ; -3.101465e+07 + i 4.766176e+06 ; 1.476109e+06 + i -3.467054e+03 ; 1.487407e+06 + i -3.944141e+05 ; -1.287026e+07 + i 2.182825e+06 ; 1.353616e+06 + i -9.975765e+04 ; 5.939561e+05 + i -4.752524e+05 ; -3.304957e+07 + i 5.913837e+06 ; 3.426763e+06 + i -1.395124e+05 ; 2.820755e+07 + i -2.101253e+06 ; -9.800433e+06 + i 1.701825e+06 ; -6.626762e+05 + i 2.224675e+05 ; 5.182161e+07 + i -4.900912e+06 ; -2.343571e+07 + i 3.899172e+06 ; -5.933488e+06 + i 1.131978e+06 ; 3.654046e+03 + i -3.490892e+05 ; -1.077002e+07 + i 1.922954e+06 ; 1.858564e+06 + i -1.641252e+05 ; -2.040492e+06 + i -3.275486e+05 ; -2.591965e+07 + i 4.691485e+06 ; 5.553427e+06 + i -3.609874e+05 ; 6.416911e+08 + i -7.106578e+07 ; -2.850498e+08 + i -4.873940e+06 ; -3.484395e+07 + i 3.440824e+06 ; 1.386337e+08 + i -5.961070e+06 ; 2.366947e+09 + i -2.706989e+08 ; -1.368812e+08 + i 5.563357e+06 ; -6.745704e+07 + i 3.504750e+06 ; -1.121250e+09 + i 1.268754e+08 ; 1.333346e+07 + i 1.620532e+05 ; -1.935957e+07 + i -1.701895e+06 ; -7.714471e+09 + i 5.206234e+08 ; 1.969812e+07 + i 1.478733e+06 ; 1.736167e+08 + i -2.421849e+07 ; -1.180836e+08 + i 1.637427e+07 ; -1.631266e+08 + i 2.425886e+07 ; 3.780615e+07 + i -3.362032e+06 ; -2.850319e+08 + i -4.561232e+06 ; -6.119524e+08 + i 7.233242e+07 ; -3.658728e+07 + i 2.086435e+06 ; -2.003087e+08 + i 4.028975e+07 ; 3.682345e+07 + i -2.304661e+06 ; -1.285655e+07 + i -2.844910e+05 ; -1.122606e+09 + i 1.269377e+08 ; 7.231452e+07 + i -2.807033e+06 ; 
