3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -2.585282e-01 + i -9.760531e-02 ; 0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.585282e-01 + i -9.760531e-02 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.041103e-05 + i -8.131761e-06 ; -9.381834e-02 + i -3.542038e-02 ; -9.381834e-02 + i -3.542038e-02 ; -4.796035e-02 + i -1.810748e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.880774e-02 + i -7.101142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.266032e-02 + i -1.233107e-02 ; -1.923228e-02 + i -7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.524432e-02 + i -5.755801e-03 ; -6.356006e-03 + i -2.399660e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.266032e-02 + i -1.233107e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; -1.524432e-02 + i -5.755801e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.356006e-03 + i -2.399660e-03 ; -2.292074e-02 + i -8.653972e-03 ; -1.454140e-02 + i -5.489993e-03 ; -1.454140e-02 + i -5.489993e-03 ; -1.247890e-02 + i -4.711736e-03 ; -5.403915e-03 + i -2.040206e-03 ; -5.403915e-03 + i -2.040206e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; 0.000000e+00 + i -0.000000e+00 ; -2.585282e-01 + i -9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -2.585282e-01 + i -9.760531e-02 ; -9.381834e-02 + i -3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; -9.381834e-02 + i -3.542038e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.389774e-03 + i 3.544610e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; 1.278902e-02 + i 4.827969e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.356006e-03 + i -2.399660e-03 ; 6.756437e-03 + i 2.550414e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.460669e-03 + i 3.193834e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.454140e-02 + i -5.489993e-03 ; 1.144322e-02 + i 4.319872e-03 ; -5.327415e-03 + i -2.011324e-03 ; -5.403915e-03 + i -2.040206e-03 ; 6.226283e-03 + i 2.350259e-03 ; -1.448949e-03 + i -5.470393e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; -2.585282e-01 + i -9.760531e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.585282e-01 + i -9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; -9.381834e-02 + i -3.542038e-02 ; -9.381834e-02 + i -3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.389774e-03 + i 3.544610e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.460669e-03 + i 3.193834e-03 ; -1.923228e-02 + i -7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.278902e-02 + i 4.827969e-03 ; -6.356006e-03 + i -2.399660e-03 ; 0.000000e+00 + i -0.000000e+00 ; 6.756437e-03 + i 2.550414e-03 ; -1.454140e-02 + i -5.489993e-03 ; -5.327415e-03 + i -2.011324e-03 ; 1.144322e-02 + i 4.319872e-03 ; -5.403915e-03 + i -2.040206e-03 ; -1.448949e-03 + i -5.470393e-04 ; 6.226283e-03 + i 2.350259e-03 ; 
-9.749887e-01 + i -3.680998e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 2.585282e-01 + i 9.760531e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.585282e-01 + i 9.760531e-02 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.041103e-05 + i -8.131761e-06 ; 9.381834e-02 + i 3.542038e-02 ; 9.381834e-02 + i 3.542038e-02 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.884748e-01 + i -7.115760e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -4.796035e-02 + i -1.810748e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -7.633902e-02 + i -2.882163e-02 ; -7.947666e-02 + i -3.000579e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.266032e-02 + i -1.233107e-02 ; -1.923228e-02 + i -7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; -7.633902e-02 + i -2.882163e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.947666e-02 + i -3.000579e-02 ; -3.266032e-02 + i -1.233107e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; -3.489912e-02 + i -1.317632e-02 ; -4.544647e-02 + i -1.715796e-02 ; -4.544647e-02 + i -1.715796e-02 ; -2.292074e-02 + i -8.653972e-03 ; -1.454140e-02 + i -5.489993e-03 ; -1.454140e-02 + i -5.489993e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; 2.585282e-01 + i 9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; 9.381834e-02 + i 3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; -9.381834e-02 + i -3.542038e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -2.585282e-01 + i -9.760531e-02 ; -0.000000e+00 + i -0.000000e+00 ; 9.420672e-02 + i 3.556659e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -7.947666e-02 + i -3.000579e-02 ; 1.516678e-02 + i 5.725675e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; 1.278902e-02 + i 4.827969e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.111921e-02 + i 2.307465e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.544647e-02 + i -1.715796e-02 ; 1.742588e-02 + i 6.578577e-03 ; -2.627659e-02 + i -9.920521e-03 ; -1.454140e-02 + i -5.489993e-03 ; 1.144322e-02 + i 4.319872e-03 ; -5.327415e-03 + i -2.011324e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; 2.585282e-01 + i 9.760531e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; 9.381834e-02 + i 3.542038e-02 ; -9.381834e-02 + i -3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; 0.000000e+00 + i -0.000000e+00 ; -2.585282e-01 + i -9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.420672e-02 + i 3.556659e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.111921e-02 + i 2.307465e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -7.947666e-02 + i -3.000579e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.516678e-02 + i 5.725675e-03 ; -1.923228e-02 + i -7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.278902e-02 + i 4.827969e-03 ; -4.544647e-02 + i -1.715796e-02 ; -2.627659e-02 + i -9.920521e-03 ; 1.742588e-02 + i 6.578577e-03 ; -1.454140e-02 + i -5.489993e-03 ; -5.327415e-03 + i -2.011324e-03 ; 1.144322e-02 + i 4.319872e-03 ; 
4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 2.585282e-01 + i 9.760531e-02 ; 0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.041103e-05 + i -8.131761e-06 ; 9.381834e-02 + i 3.542038e-02 ; -9.381834e-02 + i -3.542038e-02 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.585282e-01 + i -9.760531e-02 ; -3.266032e-02 + i -1.233107e-02 ; 1.923228e-02 + i 7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.524432e-02 + i -5.755801e-03 ; 6.356006e-03 + i 2.399660e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.796035e-02 + i -1.810748e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.880774e-02 + i -7.101142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.292074e-02 + i -8.653972e-03 ; 1.454140e-02 + i 5.489993e-03 ; -1.454140e-02 + i -5.489993e-03 ; -1.247890e-02 + i -4.711736e-03 ; 5.403915e-03 + i 2.040206e-03 ; -5.403915e-03 + i -2.040206e-03 ; -3.266032e-02 + i -1.233107e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; -1.524432e-02 + i -5.755801e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.356006e-03 + i -2.399660e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; -0.000000e+00 + i -0.000000e+00 ; 2.585282e-01 + i 9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 2.585282e-01 + i 9.760531e-02 ; 9.381834e-02 + i 3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; 9.381834e-02 + i 3.542038e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.923228e-02 + i 7.260996e-03 ; 1.278902e-02 + i 4.827969e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.356006e-03 + i 2.399660e-03 ; 6.756437e-03 + i 2.550414e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.389774e-03 + i 3.544610e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.454140e-02 + i 5.489993e-03 ; 1.144322e-02 + i 4.319872e-03 ; 5.327415e-03 + i 2.011324e-03 ; 5.403915e-03 + i 2.040206e-03 ; 6.226283e-03 + i 2.350259e-03 ; 1.448949e-03 + i 5.470393e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.460669e-03 + i 3.193834e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; 0.000000e+00 + i -0.000000e+00 ; 2.585282e-01 + i 9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; -9.381834e-02 + i -3.542038e-02 ; 9.381834e-02 + i 3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; -2.585282e-01 + i -9.760531e-02 ; 0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.460669e-03 + i 3.193834e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.389774e-03 + i 3.544610e-03 ; -1.454140e-02 + i -5.489993e-03 ; 5.327415e-03 + i 2.011324e-03 ; 1.144322e-02 + i 4.319872e-03 ; -5.403915e-03 + i -2.040206e-03 ; 1.448949e-03 + i 5.470393e-04 ; 6.226283e-03 + i 2.350259e-03 ; -1.923228e-02 + i -7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.278902e-02 + i 4.827969e-03 ; -6.356006e-03 + i -2.399660e-03 ; 0.000000e+00 + i -0.000000e+00 ; 6.756437e-03 + i 2.550414e-03 ; 
-8.620111e-02 + i -3.254498e-02 ; -2.585282e-01 + i -9.760531e-02 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.041103e-05 + i -8.131761e-06 ; -9.381834e-02 + i -3.542038e-02 ; 9.381834e-02 + i 3.542038e-02 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.585282e-01 + i 9.760531e-02 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -7.633902e-02 + i -2.882163e-02 ; 7.947666e-02 + i 3.000579e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.266032e-02 + i -1.233107e-02 ; 1.923228e-02 + i 7.260996e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.884748e-01 + i -7.115760e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -4.796035e-02 + i -1.810748e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.489912e-02 + i -1.317632e-02 ; 4.544647e-02 + i 1.715796e-02 ; -4.544647e-02 + i -1.715796e-02 ; -2.292074e-02 + i -8.653972e-03 ; 1.454140e-02 + i 5.489993e-03 ; -1.454140e-02 + i -5.489993e-03 ; -7.633902e-02 + i -2.882163e-02 ; 0.000000e+00 + i -0.000000e+00 ; -7.947666e-02 + i -3.000579e-02 ; -3.266032e-02 + i -1.233107e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.923228e-02 + i -7.260996e-03 ; 
-2.585282e-01 + i -9.760531e-02 ; -8.620111e-02 + i -3.254498e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.749887e-01 + i -3.680998e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.041814e+00 + i 7.708705e-01 ; -0.000000e+00 + i -0.000000e+00 ; -9.381834e-02 + i -3.542038e-02 ; -2.041103e-05 + i -8.131761e-06 ; 9.381834e-02 + i 3.542038e-02 ; -0.000000e+00 + i -0.000000e+00 ; -8.620111e-02 + i -3.254498e-02 ; 2.585282e-01 + i 9.760531e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.723271e-01 + i 6.506033e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.874412e-01 + i 1.840292e-01 ; -0.000000e+00 + i -0.000000e+00 ; 7.947666e-02 + i 3.000579e-02 ; 1.516678e-02 + i 5.725675e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.923228e-02 + i 7.260996e-03 ; 1.278902e-02 + i 4.827969e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.420672e-02 + i 3.556659e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.396083e-02 + i 9.045797e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.544647e-02 + i 1.715796e-02 ; 1.742588e-02 + i 6.578577e-03 ; 2.627659e-02 + i 9.920521e-03 ; 1.454140e-02 + i 5.489993e-03 ; 1.144322e-02 + i 4.319872e-03 ; 5.327415e-03 + i 2.011324e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.111921e-02 + i 2.307465e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.983499e-02 + i 7.488121e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
