-3.019579e-26,-1.959586e-25,-3.019579e-26,-1.959586e-25,-3.019579e-26,-1.959586e-25,-3.019579e-26,-1.959586e-25,1.959586e-25,3.019579e-26,1.959586e-25,3.019579e-26,1.959586e-25,3.019579e-26,1.959586e-25,3.019579e-26,
-3.469670e-26,-2.238396e-25,-3.469670e-26,-2.238396e-25,-3.469670e-26,-2.238396e-25,-3.469670e-26,-2.238396e-25,2.238396e-25,3.469670e-26,2.238396e-25,3.469670e-26,2.238396e-25,3.469670e-26,2.238396e-25,3.469670e-26,
-4.018757e-26,-2.575766e-25,-4.018757e-26,-2.575766e-25,-4.018757e-26,-2.575766e-25,-4.018757e-26,-2.575766e-25,2.575766e-25,4.018757e-26,2.575766e-25,4.018757e-26,2.575766e-25,4.018757e-26,2.575766e-25,4.018757e-26,
-4.695660e-26,-2.987943e-25,-4.695660e-26,-2.987943e-25,-4.695660e-26,-2.987943e-25,-4.695660e-26,-2.987943e-25,2.987943e-25,4.695660e-26,2.987943e-25,4.695660e-26,2.987943e-25,4.695660e-26,2.987943e-25,4.695660e-26,
-5.539710e-26,-3.496805e-25,-5.539710e-26,-3.496805e-25,-5.539710e-26,-3.496805e-25,-5.539710e-26,-3.496805e-25,3.496805e-25,5.539710e-26,3.496805e-25,5.539710e-26,3.496805e-25,5.539710e-26,3.496805e-25,5.539710e-26,
-6.605371e-26,-4.132222e-25,-6.605371e-26,-4.132222e-25,-6.605371e-26,-4.132222e-25,-6.605371e-26,-4.132222e-25,4.132222e-25,6.605371e-26,4.132222e-25,6.605371e-26,4.132222e-25,6.605371e-26,4.132222e-25,6.605371e-26,
-7.969229e-26,-4.935553e-25,-7.969229e-26,-4.935553e-25,-7.969229e-26,-4.935553e-25,-7.969229e-26,-4.935553e-25,4.935553e-25,7.969229e-26,4.935553e-25,7.969229e-26,4.935553e-25,7.969229e-26,4.935553e-25,7.969229e-26,
-9.740706e-26,-5.964934e-25,-9.740706e-26,-5.964934e-25,-9.740706e-26,-5.964934e-25,-9.740706e-26,-5.964934e-25,5.964934e-25,9.740706e-26,5.964934e-25,9.740706e-26,5.964934e-25,9.740706e-26,5.964934e-25,9.740706e-26,
-1.207865e-25,-7.303350e-25,-1.207865e-25,-7.303350e-25,-1.207865e-25,-7.303350e-25,-1.207865e-25,-7.303350e-25,7.303350e-25,1.207865e-25,7.303350e-25,1.207865e-25,7.303350e-25,1.207865e-25,7.303350e-25,1.207865e-25,
-1.521716e-25,-9.071092e-25,-1.521716e-25,-9.071092e-25,-1.521716e-25,-9.071092e-25,-1.521716e-25,-9.071092e-25,9.071092e-25,1.521716e-25,9.071092e-25,1.521716e-25,9.071092e-25,1.521716e-25,9.071092e-25,1.521716e-25,
-1.950566e-25,-1.144506e-24,-1.950566e-25,-1.144506e-24,-1.950566e-25,-1.144506e-24,-1.950566e-25,-1.144506e-24,1.144506e-24,1.950566e-25,1.144506e-24,1.950566e-25,1.144506e-24,1.950566e-25,1.144506e-24,1.950566e-25,
-2.546946e-25,-1.468851e-24,-2.546946e-25,-1.468851e-24,-2.546946e-25,-1.468851e-24,-2.546946e-25,-1.468851e-24,1.468851e-24,2.546946e-25,1.468851e-24,2.546946e-25,1.468851e-24,2.546946e-25,1.468851e-24,2.546946e-25,
-3.389611e-25,-1.919600e-24,-3.389611e-25,-1.919600e-24,-3.389611e-25,-1.919600e-24,-3.389611e-25,-1.919600e-24,1.919600e-24,3.389611e-25,1.919600e-24,3.389611e-25,1.919600e-24,3.389611e-25,1.919600e-24,3.389611e-25,
-4.594179e-25,-2.555766e-24,-4.594179e-25,-2.555766e-24,-4.594179e-25,-2.555766e-24,-4.594179e-25,-2.555766e-24,2.555766e-24,4.594179e-25,2.555766e-24,4.594179e-25,2.555766e-24,4.594179e-25,2.555766e-24,4.594179e-25,
-6.322098e-25,-3.464205e-24,-6.322098e-25,-3.464205e-24,-6.322098e-25,-3.464205e-24,-6.322098e-25,-3.464205e-24,3.464205e-24,6.322098e-25,3.464205e-24,6.322098e-25,3.464205e-24,6.322098e-25,3.464205e-24,6.322098e-25,
-8.778934e-25,-4.768072e-24,-8.778934e-25,-4.768072e-24,-8.778934e-25,-4.768072e-24,-8.778934e-25,-4.768072e-24,4.768072e-24,8.778934e-25,4.768072e-24,8.778934e-25,4.768072e-24,8.778934e-25,4.768072e-24,8.778934e-25,
-1.219213e-24,-6.630158e-24,-1.219213e-24,-6.630158e-24,-1.219213e-24,-6.630158e-24,-1.219213e-24,-6.630158e-24,6.630158e-24,1.219213e-24,6.630158e-24,1.219213e-24,6.630158e-24,1.219213e-24,6.630158e-24,1.219213e-24,
-1.677620e-24,-9.237726e-24,-1.677620e-24,-9.237726e-24,-1.677620e-24,-9.237726e-24,-1.677620e-24,-9.237726e-24,9.237726e-24,1.677620e-24,9.237726e-24,1.677620e-24,9.237726e-24,1.677620e-24,9.237726e-24,1.677620e-24,
