1.348353e-26,8.750267e-26,1.348353e-26,8.750267e-26,1.348353e-26,8.750267e-26,1.348353e-26,8.750267e-26,-8.750267e-26,-1.348353e-26,-8.750267e-26,-1.348353e-26,-8.750267e-26,-1.348353e-26,-8.750267e-26,-1.348353e-26,
1.555001e-26,1.003181e-25,1.555001e-26,1.003181e-25,1.555001e-26,1.003181e-25,1.555001e-26,1.003181e-25,-1.003181e-25,-1.555001e-26,-1.003181e-25,-1.555001e-26,-1.003181e-25,-1.555001e-26,-1.003181e-25,-1.555001e-26,
1.807752e-26,1.158653e-25,1.807752e-26,1.158653e-25,1.807752e-26,1.158653e-25,1.807752e-26,1.158653e-25,-1.158653e-25,-1.807752e-26,-1.158653e-25,-1.807752e-26,-1.158653e-25,-1.807752e-26,-1.158653e-25,-1.807752e-26,
2.120155e-26,1.349097e-25,2.120155e-26,1.349097e-25,2.120155e-26,1.349097e-25,2.120155e-26,1.349097e-25,-1.349097e-25,-2.120155e-26,-1.349097e-25,-2.120155e-26,-1.349097e-25,-2.120155e-26,-1.349097e-25,-2.120155e-26,
2.510739e-26,1.584842e-25,2.510739e-26,1.584842e-25,2.510739e-26,1.584842e-25,2.510739e-26,1.584842e-25,-1.584842e-25,-2.510739e-26,-1.584842e-25,-2.510739e-26,-1.584842e-25,-2.510739e-26,-1.584842e-25,-2.510739e-26,
3.005213e-26,1.880017e-25,3.005213e-26,1.880017e-25,3.005213e-26,1.880017e-25,3.005213e-26,1.880017e-25,-1.880017e-25,-3.005213e-26,-1.880017e-25,-3.005213e-26,-1.880017e-25,-3.005213e-26,-1.880017e-25,-3.005213e-26,
3.639805e-26,2.254227e-25,3.639805e-26,2.254227e-25,3.639805e-26,2.254227e-25,3.639805e-26,2.254227e-25,-2.254227e-25,-3.639805e-26,-2.254227e-25,-3.639805e-26,-2.254227e-25,-3.639805e-26,-2.254227e-25,-3.639805e-26,
4.466392e-26,2.735093e-25,4.466392e-26,2.735093e-25,4.466392e-26,2.735093e-25,4.466392e-26,2.735093e-25,-2.735093e-25,-4.466392e-26,-2.735093e-25,-4.466392e-26,-2.735093e-25,-4.466392e-26,-2.735093e-25,-4.466392e-26,
5.560454e-26,3.362127e-25,5.560454e-26,3.362127e-25,5.560454e-26,3.362127e-25,5.560454e-26,3.362127e-25,-3.362127e-25,-5.560454e-26,-3.362127e-25,-5.560454e-26,-3.362127e-25,-5.560454e-26,-3.362127e-25,-5.560454e-26,
7.033516e-26,4.192745e-25,7.033516e-26,4.192745e-25,7.033516e-26,4.192745e-25,7.033516e-26,4.192745e-25,-4.192745e-25,-7.033516e-26,-4.192745e-25,-7.033516e-26,-4.192745e-25,-7.033516e-26,-4.192745e-25,-7.033516e-26,
