-4.293732e+10 + i 1.302848e+10 ; 8.928396e+07 + i 9.799561e+06 ; 8.927996e+07 + i 9.802029e+06 ; 1.958335e+10 + i -9.476726e+09 ; 2.844258e+08 + i 5.609212e+08 ; 2.844279e+08 + i 5.609152e+08 ; -9.366142e+09 + i 5.239167e+09 ; -1.683008e+08 + i -2.976724e+08 ; 5.506552e+07 + i -1.707264e+07 ; 6.392029e+08 + i -2.835772e+09 ; 5.243906e+09 + i -2.563957e+09 ; 1.726962e+08 + i 2.188812e+08 ; -9.366145e+09 + i 5.239169e+09 ; 5.508606e+07 + i -1.707060e+07 ; -1.682999e+08 + i -2.976704e+08 ; 6.391971e+08 + i -2.835766e+09 ; 1.727414e+08 + i 2.189080e+08 ; 5.243905e+09 + i -2.563955e+09 ; -2.844171e+09 + i 2.587816e+09 ; -1.233501e+08 + i -1.797674e+08 ; -1.233509e+08 + i -1.797615e+08 ; -8.188682e+08 + i -8.982754e+08 ; 1.777733e+09 + i -1.165198e+09 ; 1.777732e+09 + i -1.165195e+09 ; 1.146288e+09 + i -1.525941e+08 ; 3.206222e+07 + i 2.262048e+07 ; 3.206339e+07 + i 2.261873e+07 ; 4.464444e+08 + i -1.780688e+07 ; 1.261389e+07 + i 1.741961e+06 ; 1.261381e+07 + i 1.741667e+06 ; 7.530982e+08 + i -2.748622e+08 ; 3.475514e+08 + i -2.699605e+08 ; 2.593215e+07 + i 1.250051e+07 ; 3.741171e+08 + i -6.065572e+07 ; 1.011659e+08 + i -1.060645e+08 ; 1.072871e+07 + i -2.488936e+05 ; 7.530972e+08 + i -2.748597e+08 ; 2.594028e+07 + i 1.250491e+07 ; 3.475516e+08 + i -2.699600e+08 ; 3.741168e+08 + i -6.065562e+07 ; 1.073239e+07 + i -2.479622e+05 ; 1.011660e+08 + i -1.060642e+08 ; 5.007314e+08 + i -2.922955e+08 ; 2.533835e+08 + i -2.169891e+08 ; 2.533837e+08 + i -2.169890e+08 ; 3.104719e+08 + i -8.625671e+07 ; 8.324356e+07 + i -9.318964e+07 ; 8.324349e+07 + i -9.318930e+07 ; 
-1.205482e+07 + i -1.365876e+07 ; 8.195321e+06 + i 1.073238e+07 ; -1.457839e+08 + i 1.204816e+08 ; -1.706465e+07 + i -7.883288e+06 ; 1.786520e+07 + i 2.704752e+07 ; -3.411439e+08 + i 2.784331e+08 ; -1.235286e+07 + i -1.819596e+07 ; 1.809122e+06 + i 7.267827e+06 ; -1.636633e+08 + i 1.300203e+08 ; -2.305350e+07 + i -1.978180e+07 ; 7.656114e+04 + i 1.322116e+07 ; -4.201201e+08 + i 3.268798e+08 ; -1.341901e+08 + i -7.679060e+06 ; -1.969199e+07 + i 2.789959e+07 ; -1.406035e+08 + i 7.346111e+07 ; -3.371500e+08 + i 6.770649e+07 ; -8.855148e+07 + i 8.180503e+07 ; -2.934651e+08 + i 9.018276e+07 ; -1.547770e+08 + i -1.619524e+07 ; -3.478185e+05 + i 4.211039e+06 ; -1.547430e+08 + i 7.451279e+07 ; -4.485357e+08 + i 6.284824e+07 ; -5.687662e+06 + i 2.960306e+06 ; -3.358581e+08 + i 7.636081e+07 ; 1.191155e+08 + i 1.700618e+08 ; 1.211127e+08 + i 1.762607e+08 ; -2.840668e+09 + i 2.581388e+09 ; -5.494238e+07 + i 1.241263e+07 ; 1.648452e+08 + i 2.921826e+08 ; -9.365281e+09 + i 5.226296e+09 ; 1.632750e+08 + i 2.857783e+08 ; -5.471655e+07 + i 1.586840e+07 ; -9.361781e+09 + i 5.232213e+09 ; -8.854219e+07 + i -1.421433e+07 ; -8.856867e+07 + i -1.076506e+07 ; -4.293527e+10 + i 1.301490e+10 ; -1.758411e+09 + i 1.131693e+09 ; -1.755523e+09 + i 1.144479e+09 ; -8.303447e+08 + i -9.215716e+08 ; -1.691581e+08 + i -2.246429e+08 ; -5.174703e+09 + i 2.524551e+09 ; 6.278766e+08 + i -2.869132e+09 ; -5.176405e+09 + i 2.511138e+09 ; -1.697280e+08 + i -2.199962e+08 ; 6.286793e+08 + i -2.863891e+09 ; -2.798220e+08 + i -5.599881e+08 ; -2.808865e+08 + i -5.552509e+08 ; 1.957391e+10 + i -9.516050e+09 ; 
7.530072e+08 + i -2.749462e+08 ; -4.506454e+07 + i -3.472905e+07 ; 3.315237e+08 + i -2.852626e+08 ; 1.359515e+09 + i -1.064936e+09 ; -7.840955e+07 + i -1.148964e+08 ; 1.583153e+09 + i -8.040786e+08 ; 5.006578e+08 + i -2.923359e+08 ; -2.447629e+08 + i 2.234614e+08 ; 2.428661e+08 + i -2.219636e+08 ; 5.167257e+08 + i -6.466720e+08 ; -8.824969e+08 + i 5.193558e+08 ; 8.753884e+08 + i -5.158079e+08 ; 1.146250e+09 + i -1.525840e+08 ; -5.532175e+07 + i -5.008941e+07 ; 5.526711e+07 + i 4.933106e+07 ; 3.733657e+09 + i -1.875081e+09 ; -1.023774e+08 + i -1.862469e+08 ; 1.027049e+08 + i 1.832114e+08 ; 7.530630e+08 + i -2.748289e+08 ; -3.340859e+08 + i 2.871989e+08 ; 4.496370e+07 + i 3.415238e+07 ; 1.359323e+09 + i -1.064488e+09 ; -1.595951e+09 + i 8.094813e+08 ; 7.830954e+07 + i 1.131904e+08 ; -9.313028e+09 + i 5.299402e+09 ; 5.427417e+07 + i -7.392546e+06 ; 1.464371e+08 + i 2.783602e+08 ; 6.387785e+08 + i -2.834574e+09 ; 1.727932e+08 + i 2.270947e+08 ; -5.191348e+09 + i 2.525469e+09 ; -2.799277e+09 + i 2.626864e+09 ; -1.098646e+08 + i -1.573552e+08 ; 1.084661e+08 + i 1.576342e+08 ; -8.187268e+08 + i -8.979155e+08 ; 1.780217e+09 + i -1.149512e+09 ; -1.764932e+09 + i 1.141159e+09 ; -4.287396e+10 + i 1.312188e+10 ; 8.779407e+07 + i 1.942305e+07 ; -8.798369e+07 + i -1.981425e+07 ; 1.958307e+10 + i -9.476907e+09 ; 2.842153e+08 + i 5.671403e+08 ; -2.766499e+08 + i -5.702863e+08 ; -9.312866e+09 + i 5.299452e+09 ; -1.532764e+08 + i -2.729283e+08 ; -5.416224e+07 + i 7.289439e+06 ; 6.396291e+08 + i -2.836011e+09 ; 5.235253e+09 + i -2.543368e+09 ; -1.709128e+08 + i -2.267888e+08 ; 
-5.926630e+06 + i 3.703092e+07 ; -3.411064e+08 + i 2.784581e+08 ; 1.875237e+07 + i 2.482285e+07 ; 5.104709e+07 + i 9.369169e+07 ; -1.133794e+09 + i 7.292028e+08 ; 3.806155e+07 + i 6.422559e+07 ; -3.538392e+08 + i 6.929131e+07 ; -2.934477e+08 + i 9.021851e+07 ; -8.372668e+07 + i 9.057623e+07 ; -8.954882e+08 + i 5.123905e+08 ; -5.277732e+08 + i -3.375691e+07 ; -5.001888e+08 + i 3.087772e+08 ; -1.221429e+07 + i 3.595951e+07 ; -4.200942e+08 + i 3.269105e+08 ; -1.257248e+06 + i 1.155354e+07 ; 5.864531e+07 + i 1.217339e+08 ; -1.823829e+09 + i 9.841655e+08 ; -8.989005e+06 + i 1.616956e+07 ; -4.759851e+08 + i 3.981107e+07 ; -3.358470e+08 + i 7.635888e+07 ; -1.079333e+07 + i -2.297928e+06 ; -1.614404e+09 + i 7.972898e+08 ; -5.190586e+08 + i -1.874768e+08 ; -3.247225e+07 + i -3.844090e+07 ; 4.269590e+07 + i -2.893766e+07 ; -9.352778e+09 + i 5.250870e+09 ; 1.632237e+08 + i 3.047360e+08 ; -1.262325e+08 + i -1.864752e+08 ; -2.840578e+09 + i 2.581361e+09 ; 1.211952e+08 + i 1.789311e+08 ; 1.524418e+08 + i 1.876140e+08 ; 6.258200e+08 + i -2.852360e+09 ; -5.183172e+09 + i 2.536297e+09 ; 1.771886e+09 + i -1.168454e+09 ; -8.305403e+08 + i -9.208417e+08 ; -1.759412e+09 + i 1.147987e+09 ; 7.505209e+07 + i -5.901898e+06 ; -4.292206e+10 + i 1.304188e+10 ; -8.950703e+07 + i -9.815923e+06 ; -1.737471e+08 + i -3.042905e+08 ; -9.361713e+09 + i 5.232100e+09 ; -5.503455e+07 + i 1.639193e+07 ; 2.639655e+08 + i 5.174523e+08 ; 1.957168e+10 + i -9.501134e+09 ; -2.770109e+08 + i -5.641001e+08 ; 5.225799e+09 + i -2.562679e+09 ; 6.284642e+08 + i -2.863739e+09 ; -1.692419e+08 + i -2.209690e+08 ; 
4.757205e+08 + i -3.955977e+07 ; -1.075030e+07 + i -2.392531e+06 ; -3.356889e+08 + i 7.628818e+07 ; 1.614013e+09 + i -7.967684e+08 ; -3.239682e+07 + i -3.918449e+07 ; -5.187125e+08 + i -1.878892e+08 ; 3.536800e+08 + i -6.904261e+07 ; -8.435724e+07 + i 9.121803e+07 ; -2.933440e+08 + i 9.015459e+07 ; 8.951864e+08 + i -5.119253e+08 ; -5.042112e+08 + i 3.108424e+08 ; -5.276207e+08 + i -3.400456e+07 ; 1.187273e+07 + i -3.561357e+07 ; -1.265925e+06 + i 1.163464e+07 ; -4.201120e+08 + i 3.268769e+08 ; -5.975816e+07 + i -1.202297e+08 ; -9.077827e+06 + i 1.627544e+07 ; -1.823917e+09 + i 9.841122e+08 ; 5.727014e+06 + i -3.673826e+07 ; 1.889301e+07 + i 2.502325e+07 ; -3.411249e+08 + i 2.784264e+08 ; -5.152358e+07 + i -9.289150e+07 ; 3.832280e+07 + i 6.474379e+07 ; -1.133836e+09 + i 7.291653e+08 ; -2.584861e+08 + i -5.253530e+08 ; -2.789246e+08 + i -5.685646e+08 ; 1.957178e+10 + i -9.501218e+09 ; -5.225324e+09 + i 2.563240e+09 ; -1.715298e+08 + i -2.214092e+08 ; 6.275612e+08 + i -2.862362e+09 ; -1.530353e+08 + i -1.880208e+08 ; -5.226741e+09 + i 2.554555e+09 ; 6.258213e+08 + i -2.852358e+09 ; -1.771927e+09 + i 1.169095e+09 ; -1.774715e+09 + i 1.157027e+09 ; -8.307649e+08 + i -9.202436e+08 ; -7.571908e+07 + i 5.253313e+06 ; -8.972169e+07 + i -9.647310e+06 ; -4.292206e+10 + i 1.304189e+10 ; 1.681128e+08 + i 3.120440e+08 ; -5.535257e+07 + i 1.651882e+07 ; -9.361415e+09 + i 5.232270e+09 ; -4.298741e+07 + i 2.889332e+07 ; 1.644282e+08 + i 3.071300e+08 ; -9.352503e+09 + i 5.250884e+09 ; 1.257611e+08 + i 1.882774e+08 ; 1.221083e+08 + i 1.804291e+08 ; -2.840293e+09 + i 2.581387e+09 ; 
3.741146e+08 + i -6.060639e+07 ; -1.066630e+07 + i 1.775294e+05 ; 9.964217e+07 + i -1.044030e+08 ; 7.531424e+08 + i -2.746628e+08 ; -2.576052e+07 + i -1.259940e+07 ; 3.424899e+08 + i -2.658295e+08 ; 3.104744e+08 + i -8.621265e+07 ; -8.276816e+07 + i 9.256836e+07 ; 8.199671e+07 + i -9.168731e+07 ; 5.007680e+08 + i -2.921445e+08 ; -2.519033e+08 + i 2.155332e+08 ; 2.497002e+08 + i -2.135738e+08 ; 4.464327e+08 + i -1.780380e+07 ; -1.254547e+07 + i -1.760808e+06 ; 1.232841e+07 + i 1.954705e+06 ; 1.146258e+09 + i -1.525757e+08 ; -3.189116e+07 + i -2.254143e+07 ; 3.135754e+07 + i 2.293017e+07 ; 3.741113e+08 + i -6.065232e+07 ; -1.005867e+08 + i 1.053970e+08 ; 1.050066e+07 + i 1.385378e+04 ; 7.530738e+08 + i -2.748412e+08 ; -3.455338e+08 + i 2.682616e+08 ; 2.543099e+07 + i 1.293904e+07 ; 6.387474e+08 + i -2.833347e+09 ; -1.710127e+08 + i -2.192382e+08 ; 5.170421e+09 + i -2.529360e+09 ; -9.366119e+09 + i 5.239136e+09 ; -5.484734e+07 + i 1.693562e+07 ; -1.635887e+08 + i -3.069372e+08 ; -8.187795e+08 + i -8.972323e+08 ; -1.767062e+09 + i 1.157323e+09 ; 1.752182e+09 + i -1.148825e+09 ; -2.844107e+09 + i 2.587835e+09 ; 1.227555e+08 + i 1.787322e+08 ; -1.219165e+08 + i -1.796567e+08 ; 1.958305e+10 + i -9.476860e+09 ; -2.833906e+08 + i -5.583202e+08 ; 2.782299e+08 + i 5.665405e+08 ; -4.293730e+10 + i 1.302846e+10 ; -8.879030e+07 + i -9.695744e+06 ; 8.816983e+07 + i 9.635762e+06 ; 6.390876e+08 + i -2.835509e+09 ; -5.212849e+09 + i 2.547779e+09 ; 1.697875e+08 + i 2.198407e+08 ; -9.366139e+09 + i 5.239212e+09 ; 1.681534e+08 + i 2.967208e+08 ; 5.458875e+07 + i -1.685495e+07 ; 
-1.204702e+07 + i -1.363573e+07 ; -1.457794e+08 + i 1.204821e+08 ; 8.208745e+06 + i 1.074444e+07 ; -1.704805e+07 + i -7.839987e+06 ; -3.411326e+08 + i 2.784350e+08 ; 1.790822e+07 + i 2.710224e+07 ; -1.341481e+08 + i -7.675530e+06 ; -1.405966e+08 + i 7.347665e+07 ; -1.968951e+07 + i 2.789346e+07 ; -3.370677e+08 + i 6.766969e+07 ; -2.934525e+08 + i 9.023419e+07 ; -8.853247e+07 + i 8.178450e+07 ; -1.234295e+07 + i -1.816640e+07 ; -1.636630e+08 + i 1.300203e+08 ; 1.808507e+06 + i 7.270991e+06 ; -2.302122e+07 + i -1.971008e+07 ; -4.201180e+08 + i 3.268792e+08 ; 6.606040e+04 + i 1.322880e+07 ; -1.547243e+08 + i -1.618442e+07 ; -1.547409e+08 + i 7.451929e+07 ; -3.581781e+05 + i 4.198297e+06 ; -4.483881e+08 + i 6.283010e+07 ; -3.358514e+08 + i 7.637670e+07 ; -5.729408e+06 + i 2.901085e+06 ; 1.192663e+08 + i 1.701742e+08 ; -2.840601e+09 + i 2.581401e+09 ; 1.212044e+08 + i 1.782563e+08 ; -5.498150e+07 + i 1.244468e+07 ; -9.365184e+09 + i 5.226342e+09 ; 1.602668e+08 + i 3.011132e+08 ; -1.758375e+09 + i 1.130947e+09 ; -8.304440e+08 + i -9.208620e+08 ; -1.755284e+09 + i 1.144155e+09 ; -1.697008e+08 + i -2.250326e+08 ; 6.270669e+08 + i -2.867539e+09 ; -5.173631e+09 + i 2.524440e+09 ; 1.641045e+08 + i 2.870175e+08 ; -9.361793e+09 + i 5.232204e+09 ; -5.510087e+07 + i 1.588691e+07 ; -8.857875e+07 + i -1.414036e+07 ; -4.293525e+10 + i 1.301488e+10 ; -8.956796e+07 + i -1.126852e+07 ; -5.174728e+09 + i 2.509889e+09 ; 6.287144e+08 + i -2.863750e+09 ; -1.701232e+08 + i -2.221877e+08 ; -2.801978e+08 + i -5.610329e+08 ; 1.957375e+10 + i -9.516147e+09 ; -2.762617e+08 + i -5.641747e+08 ; 
1.548393e+08 + i 1.599394e+07 ; -3.889267e+05 + i 4.280711e+06 ; -1.547778e+08 + i 7.455678e+07 ; 4.486138e+08 + i -6.324239e+07 ; -5.804531e+06 + i 3.087017e+06 ; -3.359593e+08 + i 7.651925e+07 ; 1.342402e+08 + i 7.495784e+06 ; -1.988332e+07 + i 2.815400e+07 ; -1.406306e+08 + i 7.351300e+07 ; 3.371973e+08 + i -6.804899e+07 ; -8.931833e+07 + i 8.253831e+07 ; -2.935334e+08 + i 9.035179e+07 ; 1.248207e+07 + i 1.795278e+07 ; 1.826627e+06 + i 7.330856e+06 ; -1.636744e+08 + i 1.300212e+08 ; 2.333217e+07 + i 1.911688e+07 ; 8.634653e+04 + i 1.333492e+07 ; -4.201211e+08 + i 3.268936e+08 ; 1.215317e+07 + i 1.344631e+07 ; 8.273227e+06 + i 1.083592e+07 ; -1.457902e+08 + i 1.204827e+08 ; 1.722858e+07 + i 7.380455e+06 ; 1.804921e+07 + i 2.733070e+07 ; -3.411270e+08 + i 2.784424e+08 ; 5.174944e+09 + i -2.509861e+09 ; -1.719636e+08 + i -2.217642e+08 ; 6.282395e+08 + i -2.861551e+09 ; 2.770587e+08 + i 5.735467e+08 ; -2.781696e+08 + i -5.687161e+08 ; 1.957372e+10 + i -9.516127e+09 ; 1.758272e+09 + i -1.131810e+09 ; -1.770333e+09 + i 1.153540e+09 ; -8.304492e+08 + i -9.200122e+08 ; 1.703412e+08 + i 2.251643e+08 ; -5.216658e+09 + i 2.542575e+09 ; 6.270077e+08 + i -2.867494e+09 ; -1.607249e+08 + i -2.994411e+08 ; -5.535254e+07 + i 1.595132e+07 ; -9.361370e+09 + i 5.232248e+09 ; 8.854424e+07 + i 1.417355e+07 ; -8.977950e+07 + i -1.112942e+07 ; -4.293527e+10 + i 1.301494e+10 ; -1.193204e+08 + i -1.724997e+08 ; 1.221236e+08 + i 1.797433e+08 ; -2.840269e+09 + i 2.581361e+09 ; 5.513365e+07 + i -1.241982e+07 ; 1.614714e+08 + i 3.035230e+08 ; -9.364908e+09 + i 5.226370e+09 ; 
5.006334e+08 + i -2.924260e+08 ; 2.421862e+08 + i -2.212411e+08 ; 2.421864e+08 + i -2.212419e+08 ; 5.168048e+08 + i -6.469414e+08 ; 8.729012e+08 + i -5.139860e+08 ; 8.729016e+08 + i -5.139867e+08 ; 7.530395e+08 + i -2.749502e+08 ; 4.481883e+07 + i 3.406835e+07 ; 3.305430e+08 + i -2.843706e+08 ; 1.359553e+09 + i -1.064920e+09 ; 7.803145e+07 + i 1.130222e+08 ; 1.578472e+09 + i -8.014040e+08 ; 7.530406e+08 + i -2.749535e+08 ; 3.305429e+08 + i -2.843699e+08 ; 4.482781e+07 + i 3.407088e+07 ; 1.359554e+09 + i -1.064925e+09 ; 1.578472e+09 + i -8.014029e+08 ; 7.804511e+07 + i 1.130294e+08 ; 1.146301e+09 + i -1.525895e+08 ; 5.503422e+07 + i 4.915327e+07 ; 5.503492e+07 + i 4.915330e+07 ; 3.733745e+09 + i -1.875047e+09 ; 1.021391e+08 + i 1.825503e+08 ; 1.021379e+08 + i 1.825516e+08 ; -2.799339e+09 + i 2.626886e+09 ; 1.086863e+08 + i 1.575551e+08 ; 1.086861e+08 + i 1.575572e+08 ; -8.188840e+08 + i -8.973254e+08 ; -1.760394e+09 + i 1.136895e+09 ; -1.760396e+09 + i 1.136897e+09 ; -9.313041e+09 + i 5.299382e+09 ; -5.395845e+07 + i 7.353672e+06 ; 1.468133e+08 + i 2.782484e+08 ; 6.387418e+08 + i -2.834602e+09 ; -1.714694e+08 + i -2.274018e+08 ; -5.176167e+09 + i 2.516828e+09 ; -9.313042e+09 + i 5.299382e+09 ; 1.468130e+08 + i 2.782473e+08 ; -5.397684e+07 + i 7.351688e+06 ; 6.387371e+08 + i -2.834597e+09 ; -5.176167e+09 + i 2.516825e+09 ; -1.715134e+08 + i -2.274244e+08 ; -4.287396e+10 + i 1.312182e+10 ; -8.770603e+07 + i -1.970311e+07 ; -8.771010e+07 + i -1.970188e+07 ; 1.958286e+10 + i -9.476959e+09 ; -2.762330e+08 + i -5.692478e+08 ; -2.762305e+08 + i -5.692526e+08 ; 
3.527152e+08 + i -6.879570e+07 ; -2.933289e+08 + i 9.015441e+07 ; 8.348883e+07 + i -9.030555e+07 ; 8.929122e+08 + i -5.104220e+08 ; -5.275744e+08 + i -3.395344e+07 ; 4.987503e+08 + i -3.077848e+08 ; 5.740405e+06 + i -3.662246e+07 ; -3.411225e+08 + i 2.784258e+08 ; -1.873184e+07 + i -2.475423e+07 ; -5.125355e+07 + i -9.262755e+07 ; -1.133842e+09 + i 7.291557e+08 ; -3.811304e+07 + i -6.414619e+07 ; 4.744335e+08 + i -3.933122e+07 ; -3.357082e+08 + i 7.627763e+07 ; 1.078649e+07 + i 2.275030e+06 ; 1.609717e+09 + i -7.941426e+08 ; -5.187903e+08 + i -1.879232e+08 ; 3.248496e+07 + i 3.838782e+07 ; 1.188625e+07 + i -3.549972e+07 ; -4.201092e+08 + i 3.268795e+08 ; 1.245420e+06 + i -1.151836e+07 ; -5.943123e+07 + i -1.198844e+08 ; -1.823911e+09 + i 9.841162e+08 ; 8.917363e+06 + i -1.612166e+07 ; -1.520022e+08 + i -1.889679e+08 ; 6.263390e+08 + i -2.851501e+09 ; 5.169050e+09 + i -2.527211e+09 ; -1.767060e+09 + i 1.164818e+09 ; -8.304527e+08 + i -9.199508e+08 ; 1.754935e+09 + i -1.143967e+09 ; -4.280144e+07 + i 2.879658e+07 ; -9.352627e+09 + i 5.250772e+09 ; -1.655451e+08 + i -3.089597e+08 ; 1.257501e+08 + i 1.878241e+08 ; -2.840352e+09 + i 2.581343e+09 ; -1.214955e+08 + i -1.791605e+08 ; -2.580732e+08 + i -5.238979e+08 ; 1.957153e+10 + i -9.501168e+09 ; 2.786947e+08 + i 5.674070e+08 ; -5.211157e+09 + i 2.554847e+09 ; 6.275659e+08 + i -2.862195e+09 ; 1.695824e+08 + i 2.212188e+08 ; -7.547160e+07 + i 5.250978e+06 ; -4.292206e+10 + i 1.304192e+10 ; 8.823934e+07 + i 9.292770e+06 ; 1.681329e+08 + i 3.112648e+08 ; -9.361422e+09 + i 5.232295e+09 ; 5.458939e+07 + i -1.636966e+07 ; 
3.527172e+08 + i -6.879715e+07 ; 8.348888e+07 + i -9.030553e+07 ; -2.933289e+08 + i 9.015408e+07 ; 8.929121e+08 + i -5.104215e+08 ; 4.987502e+08 + i -3.077849e+08 ; -5.275758e+08 + i -3.395080e+07 ; 4.744337e+08 + i -3.933068e+07 ; 1.078635e+07 + i 2.275608e+06 ; -3.356981e+08 + i 7.627991e+07 ; 1.609717e+09 + i -7.941424e+08 ; 3.248455e+07 + i 3.838887e+07 ; -5.187687e+08 + i -1.879127e+08 ; 5.741740e+06 + i -3.662348e+07 ; -1.873185e+07 + i -2.475387e+07 ; -3.411226e+08 + i 2.784228e+08 ; -5.125379e+07 + i -9.262737e+07 ; -3.811351e+07 + i -6.414523e+07 ; -1.133828e+09 + i 7.291598e+08 ; 1.188808e+07 + i -3.549941e+07 ; 1.245483e+06 + i -1.151834e+07 ; -4.201104e+08 + i 3.268776e+08 ; -5.943147e+07 + i -1.198834e+08 ; 8.917334e+06 + i -1.612171e+07 ; -1.823915e+09 + i 9.841183e+08 ; -1.520095e+08 + i -1.889618e+08 ; 5.169049e+09 + i -2.527211e+09 ; 6.263415e+08 + i -2.851503e+09 ; -1.767060e+09 + i 1.164819e+09 ; 1.754935e+09 + i -1.143966e+09 ; -8.304438e+08 + i -9.199582e+08 ; -2.580741e+08 + i -5.239003e+08 ; 2.786931e+08 + i 5.674105e+08 ; 1.957163e+10 + i -9.501120e+09 ; -5.211157e+09 + i 2.554847e+09 ; 1.695814e+08 + i 2.212216e+08 ; 6.276349e+08 + i -2.862175e+09 ; -4.280652e+07 + i 2.880135e+07 ; -1.655481e+08 + i -3.089542e+08 ; -9.352457e+09 + i 5.250860e+09 ; 1.257491e+08 + i 1.878282e+08 ; -1.214970e+08 + i -1.791562e+08 ; -2.840260e+09 + i 2.581355e+09 ; -7.547844e+07 + i 5.251458e+06 ; 8.823969e+07 + i 9.292847e+06 ; -4.292207e+10 + i 1.304193e+10 ; 1.681325e+08 + i 3.112649e+08 ; 5.458984e+07 + i -1.636927e+07 ; -9.361405e+09 + i 5.232287e+09 ; 
3.104874e+08 + i -8.616924e+07 ; 8.182607e+07 + i -9.136068e+07 ; 8.182616e+07 + i -9.136112e+07 ; 5.008226e+08 + i -2.920099e+08 ; 2.491314e+08 + i -2.127884e+08 ; 2.491318e+08 + i -2.127892e+08 ; 3.741220e+08 + i -6.059907e+07 ; 1.050761e+07 + i 4.839756e+04 ; 9.940683e+07 + i -1.040413e+08 ; 7.531318e+08 + i -2.746494e+08 ; 2.544149e+07 + i 1.299868e+07 ; 3.416181e+08 + i -2.648878e+08 ; 3.741225e+08 + i -6.059897e+07 ; 9.940684e+07 + i -1.040411e+08 ; 1.051105e+07 + i 4.889989e+04 ; 7.531313e+08 + i -2.746468e+08 ; 3.416179e+08 + i -2.648874e+08 ; 2.544948e+07 + i 1.300213e+07 ; 4.464370e+08 + i -1.779341e+07 ; 1.231324e+07 + i 1.973791e+06 ; 1.231309e+07 + i 1.973944e+06 ; 1.146229e+09 + i -1.525562e+08 ; 3.130563e+07 + i 2.291803e+07 ; 3.130420e+07 + i 2.291952e+07 ; -8.186852e+08 + i -8.964162e+08 ; 1.748022e+09 + i -1.144423e+09 ; 1.748024e+09 + i -1.144426e+09 ; -2.844096e+09 + i 2.587802e+09 ; -1.223184e+08 + i -1.792638e+08 ; -1.223178e+08 + i -1.792659e+08 ; 6.386739e+08 + i -2.833333e+09 ; 1.706030e+08 + i 2.201583e+08 ; 5.156021e+09 + i -2.519976e+09 ; -9.366116e+09 + i 5.239145e+09 ; 5.433417e+07 + i -1.676656e+07 ; -1.641159e+08 + i -3.064402e+08 ; 6.386665e+08 + i -2.833323e+09 ; 5.156021e+09 + i -2.519973e+09 ; 1.706468e+08 + i 2.201821e+08 ; -9.366117e+09 + i 5.239151e+09 ; -1.641158e+08 + i -3.064390e+08 ; 5.435373e+07 + i -1.676332e+07 ; 1.958264e+10 + i -9.476905e+09 ; 2.779843e+08 + i 5.652510e+08 ; 2.779814e+08 + i 5.652557e+08 ; -4.293730e+10 + i 1.302848e+10 ; 8.782774e+07 + i 9.682739e+06 ; 8.783089e+07 + i 9.682584e+06 ; 
1.338464e+08 + i 7.528678e+06 ; -1.406219e+08 + i 7.351793e+07 ; 1.963307e+07 + i -2.780628e+07 ; 3.362684e+08 + i -6.769709e+07 ; -2.935045e+08 + i 9.036762e+07 ; 8.829435e+07 + i -8.151407e+07 ; 1.208311e+07 + i 1.340277e+07 ; -1.457887e+08 + i 1.204838e+08 ; -8.198504e+06 + i -1.071474e+07 ; 1.708782e+07 + i 7.352472e+06 ; -3.411276e+08 + i 2.784442e+08 ; -1.789470e+07 + i -2.702740e+07 ; 1.543900e+08 + i 1.600530e+07 ; -1.547803e+08 + i 7.456278e+07 ; 3.519731e+05 + i -4.190359e+06 ; 4.473681e+08 + i -6.290854e+07 ; -3.359622e+08 + i 7.653374e+07 ; 5.689824e+06 + i -2.895249e+06 ; 1.240911e+07 + i 1.790249e+07 ; -1.636734e+08 + i 1.300230e+08 ; -1.815863e+06 + i -7.250200e+06 ; 2.317590e+07 + i 1.906591e+07 ; -4.201196e+08 + i 3.268975e+08 ; -1.047431e+05 + i -1.318370e+07 ; 1.754141e+09 + i -1.127273e+09 ; -8.301193e+08 + i -9.197477e+08 ; 1.751255e+09 + i -1.140066e+09 ; 1.701265e+08 + i 2.268286e+08 ; 6.275496e+08 + i -2.866654e+09 ; 5.160184e+09 + i -2.514600e+09 ; -1.196985e+08 + i -1.721318e+08 ; -2.840334e+09 + i 2.581317e+09 ; -1.217238e+08 + i -1.783419e+08 ; 5.484952e+07 + i -1.236398e+07 ; -9.365032e+09 + i 5.226265e+09 ; -1.627156e+08 + i -3.052062e+08 ; 5.161874e+09 + i -2.501150e+09 ; 6.282851e+08 + i -2.861433e+09 ; 1.707301e+08 + i 2.221971e+08 ; 2.767546e+08 + i 5.720535e+08 ; 1.957348e+10 + i -9.516066e+09 ; 2.778949e+08 + i 5.674846e+08 ; -1.610704e+08 + i -2.986699e+08 ; -9.361378e+09 + i 5.232276e+09 ; 5.463655e+07 + i -1.580722e+07 ; 8.823461e+07 + i 1.421939e+07 ; -4.293526e+10 + i 1.301497e+10 ; 8.828273e+07 + i 1.082452e+07 ; 
